crystal_id,Zeolite,SMILES,InchiKey,Ligand formula,Loading,Binding (SiO2),Binding (OSDA),Directivity (SiO2),Competition (SiO2),Competition (OSDA),Templating,SCScore,Volume (Angstrom3),Axis 1 (Angstrom),Axis 2 (Angstrom),In literature?,Germanosilicate composition?,Zeolite composition?,Zeotype composition?
138753011,ZON,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-0.08169649892211656,-2.61428796550773,15.881864168290438,17.30494341059873,163.44630469479762,24.21069818797357,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138966680,OWE,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-2.1471448411375142,-34.35431745820022,15.47588139715218,15.239495068383336,131.70627520210516,23.200261813931647,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138957175,MRT,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-0.8241717387774506,-19.780121730658816,11.019758703680427,16.562468170743394,146.28047092964658,23.054405453679138,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138977008,PON,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-0.6018570279389105,-14.444568670533853,14.308024983252704,16.78478288158194,151.61602398977155,23.013426710807966,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139050468,VET,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-0.9950541408566198,-16.915920394562534,8.049232195429804,16.391585768664232,149.14467226574288,22.648125752505685,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138408914,FER,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,8,-2.3311205823888845,-31.470127862249928,13.239889439878972,15.055519327131965,134.59046479805545,22.61390614983217,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138982211,PWO,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,2,-4.673047782808892,-46.73047782808892,15.002249261409226,12.713592126711955,119.3301148322165,22.60077042655931,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139050012,RRO,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-1.9137508621861912,-34.44751551935144,13.985565348925276,15.472889047334654,131.61307714095395,22.57960408865784,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138756047,AVL,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,4,-6.2591911377196165,-65.72150694605598,12.579658032001063,11.12744877180123,100.3390857142494,22.47540924187881,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139289296,SFW,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,8,-5.699557681242613,-76.94402869677528,14.573600582885124,11.687082228278234,89.1165639635301,22.467193528363328,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138989616,ASV,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-2.174328143662728,-43.48656287325456,10.559844271234947,15.212311765858125,122.57402978705082,22.41309010972084,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138819400,JST,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,8,-7.5421160915109295,-45.25269654906558,18.12276953976836,9.844523818009918,120.8078961112398,22.352348112472736,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138712413,LTL,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-3.181356073749909,-114.52881865499673,6.371809024292649,14.205283835770938,51.531774005308655,21.936153016689506,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139130924,UFI,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,2,-3.657449993464915,-117.03839979087728,11.866075129020345,13.729189916055931,49.02219286942811,21.921976998917934,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138984318,LTA,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-4.807600648364789,-115.38241556075492,17.390035889576385,12.579039261156053,50.67817709955046,21.877258115872454,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139029371,SOS,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,2,-3.019292837868955,-36.23151405442745,11.565590688717144,14.367347071651896,129.82907860587792,21.783874081553336,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138807998,AFY,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-6.87464261643105,-109.9942818628968,13.537397810715472,10.5119972930898,56.06631079740859,21.73260474975346,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139124827,SVV,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,4,-3.8034035116802913,-53.24764916352407,10.451634039113284,13.583236397840555,112.81294349678132,21.720671725650053,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138948725,CGF,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,2,-2.8043346097361024,-50.47802297524984,12.323288051686001,14.582305299784744,115.58256968505556,21.591782408525386,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139068891,SOF,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-2.7957263104614807,-111.82905241845924,13.679258675105894,14.590913599059368,54.23154024184616,21.378483218636113,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139208370,IRN,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,6,-6.4705014615654335,-99.21435574400331,3.910143428494517,10.916138447955415,66.84623691630206,21.337748708922728,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139010642,CSV,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-6.724679409701741,-134.49358819403486,12.597191054143705,10.661960499819108,31.567004466270557,21.26949767012028,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138958052,MAZ,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,1,-3.6443256118765706,-131.19572202755654,7.17047847462037,13.742314297644274,34.864870632748854,21.029332174279304,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139072807,USI,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,3,-7.8317907833705585,-104.4238771116074,10.235282382683696,9.554849126150293,61.63671554869798,20.99698305162695,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139065974,CGS,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,2,-5.999557435825343,-95.99291897320549,10.943675147553618,11.387082473695507,70.0676736870999,20.940765902990645,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138709496,SFS,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,5,-8.103057036647861,-90.75423881045609,6.566393956815027,9.283582872872984,75.30635384984933,20.91412614225502,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
138884148,SAF,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,2,-4.191764747459282,-134.13647191869705,2.7841368561400177,13.194875162061567,31.924120741608363,20.90920470025528,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139181338,ETL,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,2,-2.12337303692893,-76.44142932944148,5.263939112552128,15.263266872591915,89.61916333086391,20.856711401973755,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
139006037,MOR,C1CC[N+]2(C1)CCCC2,NZSICTQUKULOSA-UHFFFAOYNA-N,C8H16N+,2,-5.114335668743968,-122.74405604985529,10.542626635468553,12.27230424077688,43.316536610450136,20.85132588846068,1.3206576838562896,140.01600000000002,6.434078595825036,3.9994981517351063,0.0,False,False,False
