crystal_id,Zeolite,SMILES,InchiKey,Ligand formula,Loading,Binding (SiO2),Binding (OSDA),Directivity (SiO2),Competition (SiO2),Competition (OSDA),Templating,SCScore,Volume (Angstrom3),Axis 1 (Angstrom),Axis 2 (Angstrom),In literature?,Germanosilicate composition?,Zeolite composition?,Zeotype composition?
139188912,AST,CC[P+](CC)(CC)CC,SZWHXXNVLACKBV-UHFFFAOYNA-N,C8H20P+,4,-1.7748315617013404,-17.748315617013407,16.98743147538879,15.331756527090835,164.91937769141737,24.022579505682412,1.100528038171296,169.92800000000003,6.455837759536508,6.4490365980214825,0.0,False,False,False
139305272,JST,CC[P+](CC)(CC)CC,SZWHXXNVLACKBV-UHFFFAOYNA-N,C8H20P+,8,-4.568794506530142,-27.41276703918085,21.096091124749144,12.53779358226203,155.2549262692499,23.92859178500801,1.100528038171296,169.92800000000003,6.455837759536508,6.4490365980214825,0.0,False,False,False
138891174,AEL,CC[P+](CC)(CC)CC,SZWHXXNVLACKBV-UHFFFAOYNA-N,C8H20P+,2,-0.6578469421456228,-26.313877685824913,8.26567420123615,16.44874114664655,156.35381562260585,23.60580379858192,1.100528038171296,169.92800000000003,6.455837759536508,6.4490365980214825,0.0,False,False,False
138980639,CGF,CC[P+](CC)(CC)CC,SZWHXXNVLACKBV-UHFFFAOYNA-N,C8H20P+,1,-0.21333862830091926,-7.680190618833094,14.914284033121186,16.89324946049125,174.9875026895977,23.42158664264513,1.100528038171296,169.92800000000003,6.455837759536508,6.4490365980214825,0.0,False,False,False
138997518,PHI,CC[P+](CC)(CC)CC,SZWHXXNVLACKBV-UHFFFAOYNA-N,C8H20P+,1,-0.11394629362597655,-3.6462813960312497,15.609496795298258,16.992641795166193,179.02141191239951,22.926777003170404,1.100528038171296,169.92800000000003,6.455837759536508,6.4490365980214825,0.0,False,False,False
138889227,JSW,CC[P+](CC)(CC)CC,SZWHXXNVLACKBV-UHFFFAOYNA-N,C8H20P+,4,-1.6620279698025942,-19.944335637631127,13.632544975752607,15.444560118989575,162.72335767079963,22.80882691263333,1.100528038171296,169.92800000000003,6.455837759536508,6.4490365980214825,0.0,False,False,False
138930440,SIV,CC[P+](CC)(CC)CC,SZWHXXNVLACKBV-UHFFFAOYNA-N,C8H20P+,1,-0.0482629650751408,-3.0888297648090117,16.16052437388646,17.058325123717033,179.57886354362174,22.357950922355432,1.100528038171296,169.92800000000003,6.455837759536508,6.4490365980214825,0.0,False,False,False
139116401,STW,CC[P+](CC)(CC)CC,SZWHXXNVLACKBV-UHFFFAOYNA-N,C8H20P+,3,-4.026657997535802,-80.53315995071603,15.027204191342205,13.079930091256369,102.13453335771472,22.32072699122713,1.100528038171296,169.92800000000003,6.455837759536508,6.4490365980214825,0.0,False,False,False
138964111,MRE,CC[P+](CC)(CC)CC,SZWHXXNVLACKBV-UHFFFAOYNA-N,C8H20P+,1,-1.0322143215924968,-49.54628743643985,5.692812736762968,16.074373767199678,133.1214058719909,22.06530053923308,1.100528038171296,169.92800000000003,6.455837759536508,6.4490365980214825,0.0,False,False,False
139252617,MWW,CC[P+](CC)(CC)CC,SZWHXXNVLACKBV-UHFFFAOYNA-N,C8H20P+,4,-5.238481703175053,-94.29267065715095,9.688727690469424,11.86810638561712,88.37502265127979,21.729839303953906,1.100528038171296,169.92800000000003,6.455837759536508,6.4490365980214825,0.0,False,False,False
139071276,LTL,CC[P+](CC)(CC)CC,SZWHXXNVLACKBV-UHFFFAOYNA-N,C8H20P+,1,-3.3568013807166377,-120.84484970579895,6.196363717325919,13.749786708075534,61.822843602631814,21.71263770835898,1.100528038171296,169.92800000000003,6.455837759536508,6.4490365980214825,0.0,False,False,False
