crystal_id,Zeolite,SMILES,Templating,SCScore,Volume (Angstrom3),In literature?
139281704,ISV,C[C@H]1CCC[C@@H](C)[N+]12CCCC2,18.993022247602607,2.4329166740969894,189.62400000000005,0.0
139250676,ISV,CCCC[N+]1(C)CCCCCC1,18.99224667567369,1.312099577285046,200.33600000000004,0.0
139310321,ISV,CC[N+]1([C@@H]2CC(C)(C)C[C@@H]2C)CCCC1,18.991554579755665,2.7496577645843017,240.74400000000009,0.0
139301292,ISV,C[N+]1(C)CCC[C@H]2CCC[C@@H]21,18.988496883334307,2.1261595450523307,172.83200000000005,0.0
139339692,ISV,CC(C)N1C[C@@H]2C[C@H](C1)C[N+](C)(C)C2,18.98547757295788,3.104735550281492,218.34400000000005,0.0
139353882,ISV,C[N+]1(C)CCC[C@@H]2CC[C@@H]1C2,18.98338607842073,2.4058977823792014,172.80800000000005,0.0
138883493,ISV,C[N+]1(C)C[C@@H]2[C@H](C1)[C@@H]1[C@H]2[C@@H]2C=C[C@H]1[C@H]1C[N+](C)(C)C[C@H]21,18.975177146244945,2.6646172638309924,288.1760000000001,0.0
139290034,ISV,CC1(C)[C@H]2CC[C@@H](C[N+](C)(C)C)[C@@H]1C2,18.970671252594613,2.1743557711273622,225.61600000000004,0.0
139533930,ISV,CC[N+]1(CC)[C@@H](C)CC[C@H]2CCCC[C@@H]21,18.96143768423964,3.0412351226240064,239.28800000000007,0.0
139237723,ISV,CC[N+]1(CC)CC[C@@H]2CCCC[C@@H]2CC1,18.952962474301287,2.572559995477313,239.32000000000005,0.0
139247392,ISV,CC1CC[N+]2(CCC[C@@H]3CCCC[C@@H]32)CC1,18.951713166996104,2.3946513899893973,244.93600000000006,0.0
139355331,ISV,C[C@H]1C[C@@H](C)C[N+]2(CC[N+]3(CC2)C[C@H](C)C[C@@H](C)C3)C1,18.951557105843182,2.2680047453582253,312.80000000000007,0.0
139385075,ISV,C[C@H]1CCCC[N@+]12CCC[C@@H]2C,18.949708136857573,1.83273195861948,190.06400000000005,0.0
139338640,ISV,C[N+](C)(C)CCCC[N+](C)(C)C,18.946090008633387,1.0000228017830628,211.65600000000006,0.0
139256399,ISV,C[N+](C)(C)C1C2CCCC1CCC2,18.94489361338169,1.1809480215871575,205.61600000000004,0.0
139191277,ISV,C[N+]1(C)C[C@H]2[C@@H]3C=C[C@@H](CC3)[C@H]2C1,18.9380169344481,2.563590574770056,190.51200000000009,0.0
139345604,ISV,CC[N+]1(CC)CCCC[C@H]2CCCC[C@@H]21,18.93666595764366,2.6476002264991267,239.23200000000008,0.0
139430219,ISV,C[N+](C)(C)[C@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]12,18.93077105109047,2.8919719122213623,213.78400000000005,0.0
138616985,ISV,C[N+](C)(C)[C@@H]1C[C@H]2C[C@@H]1[C@@H]1CCC[C@@H]21,18.927891326730823,2.587000624372501,213.36000000000004,0.0
139208833,ISV,C[N+]1(C)C[C@H]2CCC[C@@H]1[C@H]1CC[C@@H]2C1,18.92717737341237,2.6051863870830765,210.87200000000004,0.0
139210625,ISV,C[C@H]1C[N@+]2(CCCC[N@@+]34CCN(C[C@@H]3C)[C@@H](C)C4)CCN1C[C@@H]2C,18.926239190432913,2.8016823189047364,362.44800000000015,0.0
138709369,ISV,CN1C[C@H]2C[C@H](C1)C[N+](C)(C)C2,18.9228912101198,2.3924218829431183,185.904,0.0
139666606,ISV,CC(C)N1C[C@H]2C[C@H](C1)C[N+](C)(C)C2,18.92192609958914,2.9499824257208997,219.42400000000006,0.0
138910408,ISV,CC(C)[N@@+]1(C)C[C@@H](C)C[C@@H](C)C1,18.917184219133123,2.377222726172292,200.24800000000005,0.0
139341726,ISV,CC[N+]1(CC)C[C@H]2C3C=CC([C@@H]4C[N+](CC)(CC)C[C@H]34)[C@H]2C1,18.904888836155415,1.8723680442646384,329.76800000000014,0.0
139331043,ISV,CC(C)[N+]1(C)CCCC1,18.90437634518519,1.4287481346331865,150.86400000000003,0.0
138688841,ISV,C[N+](C)(C)[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3,18.898849445018804,1.4873467240027027,211.7680000000001,0.0
139265658,ISV,CC[N+]1(CC)C[C@H]2C3C(C)=CC(C)([C@H]2C1)[C@H]1C[N+](CC)(CC)C[C@@H]31,18.89752682971543,2.8407113437342915,363.5280000000001,0.0
138689106,ISV,C[N+]1(C)C[C@H]2[C@H]3C=C[C@@H]([C@@H]2C1)[C@@H]1[C@H]3[C@H]2C[N+](C)(C)C[C@@H]21,18.877849998955764,2.0849896983220475,287.9360000000001,0.0
138449164,ISV,CC[N+](C)(CC)CCCCCC[N+](C)(CC)CC,18.8679825094863,1.3130637891073365,311.7120000000001,0.0
139330416,ISV,C[N+]1(C)C[C@H]2[C@@H]3C=C[C@@H](CC3)[C@@H]2C1,18.85303906017728,2.114241525377328,191.20000000000005,0.0
139321375,ISV,CC(C)[C@@H]1CCCC[N+]1(C)C,18.85248142455323,1.5937087332766626,184.07200000000003,0.0
138775560,ISV,CC[C@H]1CCCC[N@+]12CCC[C@H]2C,18.85143275870041,2.6298233344091217,206.33600000000004,0.0
143777882,ISV,CC[N+]1(CC)CC[C@@H]2CC[C@H]1[C@H](C)[C@H]2C,18.850459493525413,2.7896607538474902,239.26400000000007,0.0
139299839,ISV,C[C@H]1CCC[N@@+]12CCC[C@H]1CCCC[C@H]12,18.83651616349977,2.5061210989351643,229.28800000000007,0.0
138810883,ISV,C[C@@H]1CC[N+](C)(C)[C@H]2C[C@@H]1C2(C)C,18.81909074577193,2.656990558282424,207.40000000000006,0.0
139264234,ISV,C[C@H]1CN2CC[N@@+]1(C)C[C@H]2C,18.817505275141045,2.9331627166736443,170.23200000000003,0.0
139366883,ISV,C[N+](C)(C)[C@H]1C[C@@]23CCCC[C@]2(C1)C[C@@H]([N+](C)(C)C)C3,18.811586973477148,1.9968203016312032,312.51200000000006,0.0
139248349,ISV,C[N+](C)(C)[C@@H]1C[C@@H]2C[C@H]1[C@H]1CCC[C@H]21,18.806668990409687,2.746234160789756,213.40000000000006,0.0
139266211,ISV,CC[N+]1(CC)CC[C@@H]2CCCC[C@H]2CC1,18.805198988349176,1.9555908916147744,239.26400000000007,0.0
139211435,ISV,C[N+]1(C)CCC[C@H]2CCCC[C@H]21,18.804650897113,1.662920889099907,189.57600000000005,0.0
138712909,ISV,CC[N+]1(CC)CCC[C@H]2C[C@@H]1C2(C)C,18.80226581198612,2.924930118230572,224.34400000000005,0.0
138894868,ISV,C[N+](C)(C)[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@@H]12,18.80044370363231,2.2796168529228247,212.97600000000008,0.0
138751771,ISV,C[N+]1(C)CCCC[C@H]2CCCC[C@H]21,18.796791321910426,1.8997813253627889,205.72800000000004,0.0
139354565,ISV,CCC[N+]1(C)CCCC1,18.794507819050587,1.2983295482480592,151.08000000000004,0.0
139185720,ISV,CC(C)[N@+]1(C)CC[C@@H](CCC[C@H]2CC[N@@+](C)(C(C)C)CC2)CC1,18.78889230773416,2.658273927285624,373.42400000000015,0.0
138583428,ISV,CC(C)[N+]1(C)C[C@@H](C)C[C@@H](C)C1,18.788357326143046,2.3443888742030388,200.42400000000004,0.0
139339140,ISV,C[C@H]1C[C@@H](C)C[N@+]2(CCC[C@@H]2C)C1,18.78831534239195,2.9837736230403387,206.40800000000004,0.0
139231257,ISV,CC[N+]1(CC)CC[C@@H](C)[C@@H]2C[C@H]1C2(C)C,18.785269126724806,2.7754115096991363,240.78400000000005,0.0
139298724,ISV,CC1CC[N+]2(CCC[C@H]3CCCC[C@@H]32)CC1,18.77824374918727,2.52929921265248,244.95200000000008,0.0
139342150,ISV,C[C@H]1CN2CC[N@@+]1(CCCC[N@+]13CCN(C[C@@H]1C)[C@H](C)C3)C[C@H]2C,18.77727863352441,3.076921078649961,363.35200000000015,0.0
139241576,ISV,CC[N+]1(C)CCCCC1,18.776234436401648,1.2680219822419545,150.36800000000005,0.0
138880710,ISV,C[C@H]1CCC[N@+]12CCC[C@H]1CCCC[C@@H]12,18.775772743034178,3.1573821329451195,228.87200000000004,0.0
139326550,ISV,CC(C)CC[N+]1(C)CCCC1,18.77375776505421,2.0918499503497574,184.648,0.0
139285829,ISV,CC(C)[N+]1(C)C[C@H](C)C[C@@H](C)C1,18.766585648264282,2.1377875011255085,200.65600000000003,0.0
139149039,ISV,C[N+]1(C)C[C@H]2[C@H]3C=C[C@H]([C@H]4[C@H]3[C@H]3C[N+](C)(C)C[C@H]43)[C@H]2C1,18.750641331260933,2.144251262327713,288.3520000000001,0.0
138888887,ISV,C[N+](C)(C)C1CCCCC1,18.739197423064862,1.0015264289825456,167.44000000000003,0.0
138765646,ISV,C1CC[C@@H]2[C@@H](C1)CCC[N+]21CCCC1,18.73872236334564,1.9992569617460707,212.32000000000005,0.0
139387045,ISV,C[N+](C)(C)[C@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21,18.735270122728068,2.5578841600093885,212.88000000000005,0.0
138897971,ISV,CC(C)[N+]1(C)C[C@@H](C)C[C@H](C)C1,18.7352498561218,2.304878423305257,200.47200000000004,0.0
139320071,ISV,C[N+]1(C)CC[C@@H]2CCCC[C@@H]2CC1,18.726168474113752,1.8791348688993603,206.10400000000004,0.0
139320631,ISV,C[C@H]1C[N@@+]2(CCCC[N@@+]34CCN(C[C@@H]3C)[C@H](C)C4)CCN1C[C@@H]2C,18.714363284089078,3.0472893169734148,363.20800000000014,0.0
139941989,ISV,CC[N+](C)(CC)C1CCCCC1,18.695939860319,1.2897891391978191,200.47200000000004,0.0
139253159,ISV,C[C@H]1CC[N+](C)(C)[C@@H]2C[C@H]1C2(C)C,18.693779556262946,2.3747633629635745,207.26400000000004,0.0
139424440,ISV,C[C@@H]1CCC[N@@+]12CCC[C@@H]1CCCC[C@@H]12,18.690228330668067,2.254955554677783,228.68800000000005,0.0
150556521,ISV,CC1(C)[C@H]2CC=C(C[N+](C)(C)C)[C@@H]1C2,18.68933941141333,1.1930027961474854,220.23200000000008,0.0
138836619,ISV,C1CC[C@@H]2[C@H](C1)CCC[N+]21CCCC1,18.68409239547964,2.1370867524659074,212.44000000000003,0.0
139306710,ISV,C[C@H]1CCC[N@@+]12CCC[C@@H]1CCCC[C@H]12,18.68219562333299,2.6339125545267192,229.18400000000003,0.0
139349225,ISV,CCC[N+]1(CCC)CCC([N+]2(CCC)CCCC2)CC1,18.665732832231647,2.6625386209814152,323.5200000000001,0.0
139282680,ISV,C[N+](C)(C)[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]12,18.656433637552322,2.732050492070433,212.7920000000001,0.0
142804482,ISV,C[N+](C)(C)[C@H]1C[C@H]2CC[C@@H]1C2,18.65223213495489,2.135209119612417,173.78400000000005,0.0
139356276,ISV,CC[N+]1(CC)CCC[C@H]2CCCC[C@@H]21,18.645806641357574,2.419686950202416,222.24000000000007,0.0
139201158,ISV,C[C@H]1CCC[C@@H]([N+]2(C)CCCC2)C1,18.63987039298981,2.864622639051225,206.48000000000005,0.0
139964869,ISV,C1CCC[N+]2(CC1)CCCCCC2,18.634191670551747,1.3230111440610617,205.50400000000005,0.0
139377672,ISV,CCCCC[N+](C)(C)CCCN(C)C,18.631491839464488,1.688650101487944,241.34400000000005,0.0
138775407,ISV,C[N+](C)(C)[C@H]1C[C@H]2C[C@@H]1[C@@H]1CCC[C@@H]21,18.629947029559077,2.4693550444611208,213.62400000000005,0.0
138942827,ISV,C[N@+]12CC[N@+](C)(CC1)CC2,18.626397771148195,1.1791913497415296,156.84000000000003,0.0
139360134,ISV,C[C@H]1C[N+]2(C)CCN1CC2,18.61979968052005,2.8606601835489345,153.38400000000004,0.0
139365217,ISV,C1CC[N+]2(CC1)CCCC2,18.610187883531147,1.3230111440610617,156.17600000000004,0.0
139243507,ISV,C1CC[N+]2(CC1)CC[C@@H]1CCCC[C@@H]1C2,18.603779786749392,2.402459154108957,228.24000000000007,0.0
