ppm,Intensity
126.178384,-38161.331
126.172272,-45439.651
126.16616,-52717.957
126.160049,-6390.945
126.153937,39936.066
126.147825,17253.937
126.141713,-5428.207
126.135601,1888.626
126.129489,9205.444
126.123377,-13053.101
126.117266,-35311.63
126.111154,-10742.523
126.105042,13826.584
126.09893,38395.691
126.092818,62964.813
126.086706,46251.648
126.080595,29538.483
126.074483,-50022.293
126.068371,-11281.662
126.062259,-44630.951
126.056147,-18829.529
126.050035,-18906.555
126.043924,-18983.566
126.037812,-26531.448
126.0317,-34079.315
126.025588,15058.899
126.019476,64197.113
126.013364,3660.065
126.007252,61424.408
126.001141,85916.504
125.995029,51257.904
125.988917,-3733.78
125.982805,-58725.449
125.976693,-75515.625
125.970581,-92305.801
125.96447,-10511.459
125.958358,-47018.539
125.952246,-53950.256
125.946134,-1731.277
125.940022,35314.941
125.93391,13210.434
125.927799,65044.312
125.921687,116878.204
125.915575,51642.975
125.909463,104709.167
125.903351,91230.835
125.897239,77752.472
125.891128,41014.343
125.885016,4276.215
125.878904,32850.311
125.872792,61424.408
125.86668,71513.916
125.860568,22452.728
125.854456,73208.344
125.848345,5662.552
125.842233,-12899.063
125.836121,-31460.678
125.830009,-27840.775
125.823897,-24220.871
125.817785,-26146.347
125.811674,-28071.823
125.805562,-1654.266
125.79945,83914.001
125.793338,131588.867
125.787226,60962.311
125.781114,90152.557
125.775003,119342.804
125.768891,110331.573
125.762779,101320.343
125.756667,46713.776
125.750555,-7892.807
125.744443,-15055.588
125.738331,36932.343
125.73222,96314.087
125.726108,37394.44
125.719996,23453.979
125.713884,68664.215
125.707772,39936.066
125.70166,70358.643
125.695549,72592.194
125.689437,74825.745
125.683325,51180.878
125.677213,27535.98
125.671101,-7815.796
125.664989,-43167.587
125.658878,-48944.016
125.652766,-54720.459
125.646654,-69277.069
125.640542,-83833.694
125.63443,-49098.053
125.628318,-14362.427
125.622206,-18444.443
125.616095,-22526.443
125.609983,22683.777
125.603871,67894.043
125.597759,61655.487
125.591647,55416.931
125.585535,56572.205
125.579424,57727.509
125.573312,-13823.288
125.5672,32927.338
125.561088,-31229.614
125.554976,22914.856
125.548864,61694
125.542753,-17828.278
125.536641,-16018.326
125.530529,-14208.389
125.524417,-100508.331
125.518305,-68506.882
125.512193,-41434.647
125.506081,-14362.427
125.49997,52143.616
125.493858,348.236
125.487746,-47750.229
125.481634,-36697.968
125.475522,33504.974
125.46941,103707.947
125.463299,22337.204
125.457187,-59033.524
125.451075,46598.236
125.444963,33928.589
125.438851,-51447.144
125.432739,-18521.454
125.426628,-383.438
125.420516,-41396.149
125.414404,-12167.374
125.408292,17061.386
125.40218,18255.188
125.396068,19448.99
125.389956,-8932.571
125.383845,-37314.133
125.377733,-23181.107
125.371621,-9048.096
125.365509,-24490.433
125.359397,-39932.785
125.353285,-38411.652
125.347174,-36890.518
125.341062,-35369.4
125.33495,-33848.267
125.328838,-7064.85
125.322726,19718.552
125.316614,16926.605
125.310503,14134.659
125.304391,-23315.903
125.298279,-60766.464
125.292167,-89590.866
125.286055,-59264.587
125.279943,27131.653
125.273832,-4773.544
125.26772,-12032.593
125.261608,-19291.641
125.255496,-48424.133
125.249384,-18405.93
125.243272,48581.482
125.23716,-2732.529
125.231049,-49733.459
125.224937,-37583.694
125.218825,-90746.155
125.212713,-25607.224
125.206601,38761.536
125.200489,-15171.127
125.194378,-21043.839
125.188266,-26916.55
125.182154,-61132.294
125.176042,-36197.342
125.16993,22009.872
125.163818,-38084.32
125.157707,-41473.16
125.151595,-44862
125.145483,14596.771
125.139371,-44245.85
125.133259,-69816.208
125.127147,-36235.855
125.121035,-21140.106
125.114924,-6044.357
125.108812,21066.391
125.1027,-70124.283
125.096588,-24528.946
125.090476,-38084.32
125.084364,-107093.475
125.078253,-57801.224
125.072141,-29458.176
125.066029,-1115.128
125.059917,-21371.17
125.053805,-41627.197
125.047693,-12590.988
125.041582,16445.236
125.03547,34390.686
125.029358,52336.151
125.023246,-11050.598
125.017134,-74437.363
125.011022,-113794.144
125.00491,-34849.518
124.998799,-52024.78
124.992687,-69200.058
124.986575,-41396.149
124.980463,-13592.224
124.974351,14211.685
124.968239,42015.594
124.962128,-3059.86
124.956016,-48135.315
124.949904,-130179.962
124.943792,-93923.203
124.93768,-84777.176
124.931568,-75631.149
124.925457,-17192.871
124.919345,41245.392
124.913233,81815.247
124.907121,4083.664
124.901009,-73647.903
124.894897,-33078.079
124.888785,-25780.502
124.882674,-18482.941
124.876562,-3791.55
124.87045,10899.857
124.864338,-12995.331
124.858226,-36890.518
124.852114,-11493.454
124.846003,13903.61
124.839891,-3213.898
124.833779,-20331.406
124.827667,-37448.914
124.821555,-54566.422
124.815443,-29169.357
124.809332,-3772.293
124.80322,21624.771
124.797108,47021.851
124.790996,47772.766
124.784884,48523.712
124.778772,49274.658
124.772661,50025.574
124.766549,49409.424
124.760437,48793.274
124.754325,48177.124
124.748213,47560.974
124.742101,36470.215
124.735989,25379.456
124.729878,21682.541
124.723766,17985.626
124.717654,-64270.828
124.711542,-28225.861
124.70543,10283.707
124.699318,48793.274
124.693207,19526.001
124.687095,-9741.272
124.680983,-39008.545
124.674871,-68275.818
124.668759,24147.156
124.662647,116570.129
124.656536,21682.541
124.650424,-73205.048
124.644312,-65811.218
124.6382,-58417.374
124.632088,-51023.529
124.625976,-43629.7
124.619864,-17597.229
124.613753,8435.242
124.607641,-14824.539
124.601529,-38084.32
124.595417,-33617.203
124.589305,-29150.101
124.583193,-24682.983
124.577082,-20215.881
124.57097,-24220.871
124.564858,-28225.861
124.558746,-65503.128
124.552634,-43629.7
124.546522,-19907.806
124.540411,3814.102
124.534299,-18059.341
124.528187,-39932.785
124.522075,-40086.823
124.515963,-40240.86
124.509851,-36697.968
124.503739,-33155.09
124.497628,-69662.17
124.491516,-47018.539
124.485404,27381.958
124.479292,3197.937
124.47318,-32230.865
124.467068,-67659.668
124.460957,-95694.641
124.454845,-25145.096
124.448733,-19291.641
124.442621,-13438.187
124.436509,5970.627
124.430397,-33771.24
124.424286,-41319.122
124.418174,10283.707
124.412062,31078.888
124.40595,51874.054
124.399838,-3117.63
124.393726,40475.22
124.387614,54492.706
124.381503,68510.193
124.375391,59133.087
124.369279,-9394.684
124.363167,-48347.122
124.357055,-28148.849
124.350943,-23970.566
124.344832,-19792.267
124.33872,-4523.224
124.332608,-48404.877
124.326496,-75188.293
124.320384,-42820.999
124.314272,-15382.919
124.308161,-86529.358
124.302049,-112696.617
124.295937,-40279.358
124.289825,-29477.432
124.283713,-18675.491
124.277601,-55625.427
124.271489,-92575.363
124.265378,-16153.122
124.259266,-77749.176
124.253154,-107921.432
124.247042,-39509.171
124.24093,27670.776
124.234818,35700.012
124.228707,20623.52
124.222595,5547.028
124.216483,12652.039
124.210371,19757.065
124.204259,983.643
124.198147,-76940.475
124.192036,-83390.839
124.185924,-89841.187
124.179812,-125424.034
124.1737,-22988.571
124.167588,-38854.507
124.161476,-54720.459
124.155365,-106323.28
124.149253,-19907.806
124.143141,-48096.802
124.137029,-17135.117
124.130917,-5736.282
124.124805,-53488.144
124.118693,-64270.828
124.112582,-75053.513
124.10647,-75977.737
124.100358,-76901.962
124.094246,-90149.261
124.088134,-44245.85
124.082022,5508.514
124.075911,-82755.417
124.069799,-66273.331
124.063687,-49791.229
124.057575,-3117.63
124.051463,-55028.534
124.045351,-84757.919
124.03924,-55336.609
124.033128,-77210.052
124.027016,-99083.481
124.020904,-54412.384
124.014792,-68891.983
124.00868,-32847.015
124.002568,3197.937
123.996457,-77826.202
123.990345,-60265.839
123.984233,21932.846
123.978121,-33886.78
123.972009,-5909.576
123.965897,22067.642
123.959786,-24509.689
123.953674,-71087.021
123.947562,-105341.293
123.94145,-80444.855
123.935338,-47230.347
123.929226,-73166.534
123.923115,-131142.7
123.917003,-189118.866
123.910891,-102915.192
123.904779,-16711.502
123.898667,14038.391
123.892555,-14362.427
123.886443,12459.503
123.880332,39281.403
123.87422,-6602.737
123.868108,-52486.893
123.861996,-50311.111
123.855884,-48135.315
123.849772,-42262.604
123.843661,-36389.893
123.837549,-54547.165
123.831437,-13553.726
123.825325,-2135.635
123.819213,9282.455
123.813101,-37834
123.80699,-25799.759
123.800878,-47037.796
123.794766,-68275.818
123.788654,-85788.055
123.782542,-103300.278
123.77643,-32086.456
123.770318,39127.38
123.764207,19150.528
123.758095,-826.309
123.751983,8772.202
123.745871,18370.712
123.739759,22731.934
123.733647,27093.14
123.727536,31454.346
123.721424,35815.552
123.715312,10601.41
123.7092,-14612.732
123.703088,-10251.526
123.696976,-5890.32
123.690865,242.34
123.684753,6374.985
123.678641,12507.629
123.672529,18640.289
123.666417,5672.18
123.660305,-7295.914
123.654194,9311.34
123.648082,25918.579
123.64197,38212.769
123.635858,50506.958
123.629746,60336.517
123.623634,-48135.315
123.617522,-21669.617
123.611411,4796.097
123.605299,-37747.36
123.599187,-80290.817
123.593075,21412.979
123.586963,-74052.261
123.580851,-51216.08
123.57474,-28379.913
123.568628,-43129.074
123.562516,60423.157
123.556404,114683.167
123.550292,50641.754
123.54418,-29111.588
123.538069,-108864.914
123.531957,-114679.863
123.525845,-2193.39
123.519733,-20331.406
123.513621,-38469.421
123.507509,-27032.074
123.501397,-15594.727
123.495286,-8162.384
123.489174,-119031.441
123.483062,-94346.802
123.47695,-69662.17
123.470838,-44977.539
123.464726,-20292.892
123.458615,4391.739
123.452503,29076.385
123.446391,15713.562
123.440279,2350.739
123.434167,-18405.93
123.428055,-39162.582
123.421944,26958.344
123.415832,-25222.122
123.40972,-52756.47
123.403608,-80290.817
123.397496,-103983.826
123.391384,-9375.427
123.385272,-47856.125
123.379161,31964.6
123.373049,-9596.863
123.366937,-51158.325
123.360825,-36033.676
123.354713,-20909.042
123.348601,-49069.168
123.34249,-77229.294
123.336378,-56097.168
123.330266,-34965.042
123.324154,-34782.12
123.318042,-34599.197
123.31193,-63991.638
123.305819,-93384.064
123.299707,-73638.275
123.293595,-53892.502
123.287483,-4571.365
123.281371,44749.786
123.275259,415.634
123.269147,-43918.518
123.263036,-73464.996
123.256924,15289.948
123.250812,23944.977
123.2447,-85701.401
123.238588,-99227.89
123.232476,-112754.379
123.226365,14202.057
123.220253,22857.086
123.214141,63552.063
123.208029,-14054.352
123.201917,-111907.173
123.195805,-91458.588
123.189694,-75939.224
123.183582,-60419.876
123.17747,-31345.139
123.171358,-2270.416
123.165246,-42204.849
123.159134,-82139.267
123.153022,-56915.497
123.146911,-31691.727
123.140799,30501.221
123.134687,-25607.224
123.128575,-17635.742
123.122463,-9664.246
123.116351,-9086.609
123.11024,-8508.972
123.104128,-1769.791
123.098016,4969.391
123.091904,11708.557
123.085792,18447.739
123.07968,-21024.582
123.073569,-60496.887
123.067457,-30960.052
123.061345,-1423.203
123.055233,9475.006
123.049121,20373.215
123.043009,31271.423
123.036898,42169.647
123.030786,55532.44
123.024674,68895.264
123.018562,76096.558
123.01245,83297.852
123.006338,128277.039
123.000226,74671.722
122.994115,55570.953
122.988003,36470.215
122.981891,-51639.694
122.975779,-1731.277
122.969667,117.172
122.963555,1965.637
122.957444,271.21
122.951332,-1423.203
122.94522,-3117.63
122.939108,-4812.042
122.932996,29846.558
122.926884,64505.188
122.920773,16599.274
122.914661,27844.086
122.908549,38780.792
122.902437,49717.499
122.896325,-8354.935
122.890213,-66427.368
122.884101,-54258.347
122.87799,-101240.021
122.871878,-158080.139
122.865766,-214920.288
122.859654,-222160.08
122.853542,-130815.369
122.84743,-94924.454
122.841319,-118184.235
122.835207,-68121.78
122.829095,-77210.052
122.822983,-23450.684
122.816871,-28842.026
122.810759,-15710.251
122.804648,-2578.491
122.798536,-22718.994
122.792424,-42859.512
122.786312,-10626.999
122.7802,21605.515
122.774088,27959.595
122.767976,34313.69
122.761865,-50676.956
122.755753,-76516.876
122.749641,-66619.919
122.743529,-56722.946
122.737417,-39432.159
122.731305,-22141.357
122.725194,-8547.47
122.719082,5046.402
122.71297,15405.487
122.706858,-33386.154
122.700746,-108056.213
122.694634,-84141.769
122.688523,-4157.379
122.682411,16676.3
122.676299,31348.45
122.670187,46020.599
122.664075,-5851.807
122.657963,1426.498
122.651851,-30728.989
122.64574,-62884.491
122.639628,-37121.582
122.633516,-109943.184
122.627404,-137169.449
122.621292,-105245.01
122.61518,-17520.203
122.609069,-28379.913
122.602957,19911.102
122.596845,68202.118
122.590733,56726.257
122.584621,45250.397
122.578509,-6891.571
122.572398,-59033.524
122.566286,23762.054
122.560174,-70894.47
122.554062,-75592.636
122.54795,-21140.106
122.541838,88766.205
122.535727,100088.043
122.529615,-35234.604
122.523503,-32538.94
122.517391,-11050.598
122.511279,10437.744
122.505167,-67890.732
122.499055,-47634.689
122.492944,60731.262
122.486832,109946.472
122.48072,58112.61
122.474608,104863.22
122.468496,38857.819
122.462384,32003.113
122.456273,-5659.256
122.450161,-43321.625
122.444049,2812.851
122.437937,-10203.384
122.431825,-33078.079
122.425713,-55952.759
122.419602,-114102.219
122.41349,-73667.16
122.407378,-92382.813
122.401266,-111098.473
122.395154,-21371.17
122.389042,9205.444
122.38293,1580.536
122.376819,-65195.053
122.370707,-64809.967
122.364595,-5274.155
122.358483,50564.728
122.352371,47252.899
122.346259,12517.258
122.340148,-22218.369
122.334036,-11358.673
122.327924,-498.978
122.321812,-65734.192
122.3157,-130969.421
122.309588,-65580.154
122.303477,58959.808
122.297365,126813.69
122.291253,135516.846
122.285141,131896.942
122.279029,29692.535
122.272917,-57108.047
122.266805,-84757.919
122.260694,-82832.443
122.254582,-80906.967
122.24847,-40779.984
122.242358,-653.015
122.236246,19757.065
122.230134,-18983.566
122.224023,-7815.796
122.217911,-55798.721
122.211799,-111175.491
122.205687,-48250.839
122.199575,7896.118
122.193463,64043.06
122.187352,58574.707
122.18124,53106.354
122.175128,21913.605
122.169016,-9279.16
122.162904,194.199
122.156792,-49483.154
122.15068,-85605.133
122.144569,-3425.705
122.138457,8512.268
122.132345,20450.241
122.126233,29499.969
122.120121,38549.744
122.114009,-5389.694
122.107898,-49329.117
122.101786,-2694.016
122.095674,-15209.625
122.089562,-94269.791
122.08345,-55028.534
122.077338,-27340.149
122.071227,-58802.475
122.065115,-45901.764
122.059003,-92151.764
122.052891,-137169.449
122.046779,-182187.149
122.040667,-161892.609
122.034555,-141598.053
122.028444,-78134.277
122.022332,-14670.502
122.01622,-20215.881
122.010108,-25761.261
122.003996,6278.717
121.997884,38318.665
