ppm,intensity,intensity_shifted
527.987,-0.0846992,1499.872951
527.973,0.00715937,1500.010739
527.959,0.0994672,1500.149201
527.944,0.191954,1500.287931
527.93,0.284348,1500.426522
527.915,0.376381,1500.564572
527.901,0.467787,1500.701681
527.886,0.558302,1500.837453
527.872,0.647669,1500.971504
527.857,0.735634,1501.103451
527.843,0.821955,1501.232933
527.829,0.906397,1501.359596
527.814,0.988731,1501.483097
527.8,1.06874,1501.60311
527.785,1.14623,1501.719345
527.771,1.221,1501.8315
527.756,1.29287,1501.939305
527.742,1.36167,1502.042505
527.728,1.42727,1502.140905
527.713,1.48952,1502.23428
527.699,1.5483,1502.32245
527.684,1.60351,1502.405265
527.67,1.65507,1502.482605
527.655,1.70289,1502.554335
527.641,1.74693,1502.620395
527.626,1.78714,1502.68071
527.612,1.82351,1502.735265
527.598,1.85602,1502.78403
527.583,1.88469,1502.827035
527.569,1.90954,1502.86431
527.554,1.93061,1502.895915
527.54,1.94795,1502.921925
527.525,1.96163,1502.942445
527.511,1.97173,1502.957595
527.496,1.97834,1502.96751
527.482,1.98156,1502.97234
527.468,1.98151,1502.972265
527.453,1.97831,1502.967465
527.439,1.97209,1502.958135
527.424,1.96298,1502.94447
527.41,1.95114,1502.92671
527.395,1.93671,1502.905065
527.381,1.91984,1502.87976
527.366,1.90069,1502.851035
527.352,1.87942,1502.81913
527.338,1.85619,1502.784285
527.323,1.83115,1502.746725
527.309,1.80446,1502.70669
527.294,1.77627,1502.664405
527.28,1.74674,1502.62011
527.265,1.71601,1502.574015
527.251,1.68422,1502.52633
527.236,1.6515,1502.47725
527.222,1.61799,1502.426985
527.208,1.58379,1502.375685
527.193,1.54903,1502.323545
527.179,1.51379,1502.270685
527.164,1.47818,1502.21727
527.15,1.44227,1502.163405
527.135,1.40614,1502.10921
527.121,1.36984,1502.05476
527.106,1.33343,1502.000145
527.092,1.29695,1501.945425
527.078,1.26042,1501.89063
527.063,1.22386,1501.83579
527.049,1.18728,1501.78092
527.034,1.15067,1501.726005
527.02,1.11403,1501.671045
527.005,1.07733,1501.615995
526.991,1.04054,1501.56081
526.976,1.00362,1501.50543
526.962,0.966524,1501.449786
526.948,0.929198,1501.393797
526.933,0.891585,1501.337378
526.919,0.85362,1501.28043
526.904,0.81523,1501.222845
526.89,0.776349,1501.164524
526.875,0.736898,1501.105347
526.861,0.696805,1501.045208
526.846,0.655991,1500.983987
526.832,0.614382,1500.921573
526.818,0.571905,1500.857858
526.803,0.528488,1500.792732
526.789,0.484064,1500.726096
526.774,0.438572,1500.657858
526.76,0.391955,1500.587933
526.745,0.344165,1500.516248
526.731,0.295157,1500.442736
526.716,0.2449,1500.36735
526.702,0.193369,1500.290054
526.688,0.140549,1500.210824
526.673,0.0864352,1500.129653
526.659,0.0310383,1500.046557
526.644,-0.025625,1499.961563
526.63,-0.0835219,1499.874717
526.615,-0.142611,1499.786084
526.601,-0.202832,1499.695752
526.586,-0.264117,1499.603825
526.572,-0.326385,1499.510423
526.558,-0.389539,1499.415692
526.543,-0.45347,1499.319795
526.529,-0.518059,1499.222912
526.514,-0.58317,1499.125245
526.5,-0.64866,1499.02701
526.485,-0.71437,1498.928445
526.471,-0.780136,1498.829796
526.456,-0.84578,1498.73133
526.442,-0.911114,1498.633329
526.428,-0.975943,1498.536086
526.413,-1.04006,1498.43991
526.399,-1.10327,1498.345095
526.384,-1.16534,1498.25199
526.37,-1.22607,1498.160895
526.355,-1.28522,1498.07217
526.341,-1.34257,1497.986145
526.326,-1.39791,1497.903135
526.312,-1.451,1497.8235
526.298,-1.50163,1497.747555
526.283,-1.54957,1497.675645
526.269,-1.59461,1497.608085
526.254,-1.63655,1497.545175
526.24,-1.67518,1497.48723
526.225,-1.71032,1497.43452
526.211,-1.74177,1497.387345
526.196,-1.76938,1497.34593
526.182,-1.79297,1497.310545
526.168,-1.81242,1497.28137
526.153,-1.82759,1497.258615
526.139,-1.83836,1497.24246
526.124,-1.84464,1497.23304
526.11,-1.84635,1497.230475
526.095,-1.84343,1497.234855
526.081,-1.83583,1497.246255
526.067,-1.82354,1497.26469
526.052,-1.80655,1497.290175
526.038,-1.78489,1497.322665
526.023,-1.75859,1497.362115
526.009,-1.7277,1497.40845
525.994,-1.69233,1497.461505
525.98,-1.65257,1497.521145
525.965,-1.60854,1497.58719
525.951,-1.56039,1497.659415
525.937,-1.50828,1497.73758
525.922,-1.45241,1497.821385
525.908,-1.39297,1497.910545
525.893,-1.3302,1498.0047
525.879,-1.26433,1498.103505
525.864,-1.19562,1498.20657
525.85,-1.12434,1498.31349
525.835,-1.05079,1498.423815
525.821,-0.975265,1498.537103
525.807,-0.89808,1498.65288
525.792,-0.819562,1498.770657
525.778,-0.740048,1498.889928
525.763,-0.659875,1499.010188
525.749,-0.579398,1499.130903
525.734,-0.498967,1499.25155
525.72,-0.418941,1499.371589
525.705,-0.339679,1499.490482
525.691,-0.261537,1499.607695
525.677,-0.184874,1499.722689
525.662,-0.110043,1499.834936
525.648,-0.0373914,1499.943913
525.633,0.0327414,1500.049112
525.619,0.100021,1500.150032
525.604,0.164126,1500.246189
525.59,0.224745,1500.337118
525.575,0.281581,1500.422372
525.561,0.334352,1500.501528
525.547,0.382789,1500.574184
525.532,0.426645,1500.639968
525.518,0.465687,1500.698531
525.503,0.499705,1500.749558
525.489,0.528509,1500.792764
525.474,0.551928,1500.827892
525.46,0.569818,1500.854727
525.445,0.582055,1500.873083
525.431,0.58854,1500.88281
525.417,0.589198,1500.883797
525.402,0.58398,1500.87597
525.388,0.572862,1500.859293
525.373,0.55584,1500.83376
525.359,0.532946,1500.799419
525.344,0.504228,1500.756342
525.33,0.469762,1500.704643
525.315,0.429648,1500.644472
525.301,0.384013,1500.57602
525.287,0.333004,1500.499506
525.272,0.276793,1500.41519
525.258,0.215575,1500.323363
525.243,0.149563,1500.224345
525.229,0.0789937,1500.118491
525.214,0.00412187,1500.006183
525.2,-0.0747789,1499.887832
525.185,-0.15742,1499.76387
525.171,-0.243494,1499.634759
525.157,-0.332682,1499.500977
525.142,-0.424652,1499.363022
525.128,-0.519058,1499.221413
525.113,-0.615548,1499.076678
525.099,-0.713761,1498.929359
525.084,-0.813327,1498.78001
525.07,-0.913873,1498.629191
525.055,-1.01502,1498.47747
525.041,-1.1164,1498.3254
525.027,-1.21762,1498.17357
525.012,-1.31831,1498.022535
524.998,-1.41809,1497.872865
524.983,-1.5166,1497.7251
524.969,-1.61348,1497.57978
524.954,-1.70836,1497.43746
524.94,-1.80091,1497.298635
524.925,-1.89078,1497.16383
524.911,-1.97766,1497.03351
524.897,-2.06124,1496.90814
524.882,-2.14122,1496.78817
524.868,-2.21732,1496.67402
524.853,-2.28927,1496.566095
524.839,-2.35684,1496.46474
524.824,-2.4198,1496.3703
524.81,-2.47794,1496.28309
524.795,-2.53106,1496.20341
524.781,-2.57901,1496.131485
524.767,-2.62163,1496.067555
524.752,-2.65881,1496.011785
524.738,-2.69044,1495.96434
524.723,-2.71643,1495.925355
524.709,-2.73674,1495.89489
524.694,-2.75131,1495.873035
524.68,-2.76014,1495.85979
524.665,-2.76322,1495.85517
524.651,-2.76059,1495.859115
524.637,-2.7523,1495.87155
524.622,-2.7384,1495.8924
524.608,-2.719,1495.9215
524.593,-2.69419,1495.958715
524.579,-2.66411,1496.003835
524.564,-2.62889,1496.056665
524.55,-2.58869,1496.116965
524.535,-2.54369,1496.184465
524.521,-2.49408,1496.25888
524.507,-2.44007,1496.339895
524.492,-2.38186,1496.42721
524.478,-2.3197,1496.52045
524.463,-2.25382,1496.61927
524.449,-2.18447,1496.723295
524.434,-2.11191,1496.832135
524.42,-2.03641,1496.945385
524.406,-1.95822,1497.06267
524.391,-1.87764,1497.18354
524.377,-1.79493,1497.307605
524.362,-1.71039,1497.434415
524.348,-1.62429,1497.563565
524.333,-1.53692,1497.69462
524.319,-1.44856,1497.82716
524.304,-1.35949,1497.960765
524.29,-1.27,1498.095
524.276,-1.18034,1498.22949
524.261,-1.0908,1498.3638
524.247,-1.00163,1498.497555
524.232,-0.913094,1498.630359
524.218,-0.825436,1498.761846
524.203,-0.738899,1498.891652
524.189,-0.653712,1499.019432
524.174,-0.570097,1499.144855
524.16,-0.488266,1499.267601
524.146,-0.40842,1499.38737
524.131,-0.330745,1499.503883
524.117,-0.255421,1499.616869
524.102,-0.182611,1499.726084
524.088,-0.11247,1499.831295
524.073,-0.0451383,1499.932293
524.059,0.0192578,1500.028887
524.044,0.0806039,1500.120906
524.03,0.138795,1500.208193
524.016,0.193747,1500.290621
524.001,0.24538,1500.36807
523.987,0.293633,1500.44045
523.972,0.338454,1500.507681
523.958,0.379805,1500.569708
523.943,0.417659,1500.626489
523.929,0.452004,1500.678006
523.914,0.482834,1500.724251
523.9,0.510161,1500.765242
523.886,0.534001,1500.801002
523.871,0.554385,1500.831578
523.857,0.571353,1500.85703
523.842,0.584953,1500.87743
523.828,0.595243,1500.892865
523.813,0.602289,1500.903434
523.799,0.606165,1500.909248
