ppm,intensity,intensity_shifted
526.59,-0.554559,1098.890882
526.576,-0.507347,1098.985306
526.561,-0.457733,1099.084534
526.547,-0.405905,1099.18819
526.532,-0.352059,1099.295882
526.518,-0.296399,1099.407202
526.503,-0.239135,1099.52173
526.489,-0.180485,1099.63903
526.475,-0.12067,1099.75866
526.46,-0.059918,1099.880164
526.446,0.00154297,1100.003086
526.431,0.0634816,1100.126963
526.417,0.125663,1100.251326
526.402,0.18786,1100.37572
526.388,0.249841,1100.499682
526.373,0.311376,1100.622752
526.359,0.372243,1100.744486
526.345,0.432221,1100.864442
526.33,0.491096,1100.982192
526.316,0.548661,1101.097322
526.301,0.604716,1101.209432
526.287,0.65907,1101.31814
526.272,0.71154,1101.42308
526.258,0.761956,1101.523912
526.243,0.810157,1101.620314
526.229,0.855992,1101.711984
526.215,0.899328,1101.798656
526.2,0.940037,1101.880074
526.186,0.978011,1101.956022
526.171,1.01315,1102.0263
526.157,1.04538,1102.09076
526.142,1.07462,1102.14924
526.128,1.10082,1102.20164
526.113,1.12395,1102.2479
526.099,1.14398,1102.28796
526.085,1.16089,1102.32178
526.07,1.17469,1102.34938
526.056,1.18541,1102.37082
526.041,1.19307,1102.38614
526.027,1.19771,1102.39542
526.012,1.1994,1102.3988
525.998,1.19821,1102.39642
525.983,1.19422,1102.38844
525.969,1.18752,1102.37504
525.955,1.17822,1102.35644
525.94,1.16644,1102.33288
525.926,1.15229,1102.30458
525.911,1.13591,1102.27182
525.897,1.11744,1102.23488
525.882,1.09702,1102.19404
525.868,1.07481,1102.14962
525.853,1.05095,1102.1019
525.839,1.02562,1102.05124
525.825,0.998962,1101.997924
525.81,0.971149,1101.942298
525.796,0.94234,1101.88468
525.781,0.9127,1101.8254
525.767,0.88239,1101.76478
525.752,0.851569,1101.703138
525.738,0.820393,1101.640786
525.723,0.789014,1101.578028
525.709,0.757579,1101.515158
525.695,0.72623,1101.45246
525.68,0.695102,1101.390204
525.666,0.664322,1101.328644
525.651,0.63401,1101.26802
525.637,0.604279,1101.208558
525.622,0.57523,1101.15046
525.608,0.546958,1101.093916
525.593,0.519547,1101.039094
525.579,0.49307,1100.98614
525.565,0.467591,1100.935182
525.55,0.443162,1100.886324
525.536,0.419829,1100.839658
525.521,0.39762,1100.79524
525.507,0.376558,1100.753116
525.492,0.356657,1100.713314
525.478,0.337914,1100.675828
525.464,0.320321,1100.640642
525.449,0.303861,1100.607722
525.435,0.288503,1100.577006
525.42,0.274212,1100.548424
525.406,0.260942,1100.521884
525.391,0.248639,1100.497278
525.377,0.237243,1100.474486
525.362,0.226687,1100.453374
525.348,0.216896,1100.433792
525.334,0.207793,1100.415586
525.319,0.199294,1100.398588
525.305,0.191311,1100.382622
525.29,0.183755,1100.36751
525.276,0.176532,1100.353064
525.261,0.16955,1100.3391
525.247,0.162711,1100.325422
525.232,0.155922,1100.311844
525.218,0.149089,1100.298178
525.204,0.14212,1100.28424
525.189,0.134924,1100.269848
525.175,0.127414,1100.254828
525.16,0.119507,1100.239014
525.146,0.111125,1100.22225
525.131,0.102193,1100.204386
525.117,0.0926445,1100.185289
525.102,0.0824184,1100.164837
525.088,0.0714574,1100.142915
525.074,0.0597141,1100.119428
525.059,0.0471484,1100.094297
525.045,0.0337289,1100.067458
525.03,0.0194301,1100.03886
525.016,0.0042375,1100.008475
525.001,-0.0118586,1099.976283
524.987,-0.0288543,1099.942291
524.972,-0.046741,1099.906518
524.958,-0.0654996,1099.869001
524.944,-0.0851031,1099.829794
524.929,-0.105516,1099.788968
524.915,-0.126693,1099.746614
524.9,-0.148583,1099.702834
524.886,-0.171127,1099.657746
524.871,-0.194258,1099.611484
524.857,-0.217903,1099.564194
524.842,-0.241979,1099.516042
524.828,-0.266403,1099.467194
524.814,-0.291082,1099.417836
524.799,-0.315921,1099.368158
524.785,-0.340818,1099.318364
524.77,-0.365671,1099.268658
524.756,-0.390371,1099.219258
524.741,-0.414812,1099.170376
524.727,-0.438882,1099.122236
524.712,-0.46247,1099.07506
524.698,-0.485465,1099.02907
524.684,-0.507757,1098.984486
524.669,-0.529237,1098.941526
524.655,-0.549797,1098.900406
524.64,-0.569334,1098.861332
524.626,-0.587748,1098.824504
524.611,-0.604939,1098.790122
524.597,-0.620819,1098.758362
524.582,-0.635299,1098.729402
524.568,-0.648299,1098.703402
524.554,-0.659744,1098.680512
524.539,-0.669566,1098.660868
524.525,-0.677706,1098.644588
524.51,-0.684111,1098.631778
524.496,-0.688736,1098.622528
524.481,-0.691544,1098.616912
524.467,-0.692507,1098.614986
524.452,-0.691608,1098.616784
524.438,-0.688835,1098.62233
524.424,-0.684186,1098.631628
524.409,-0.677669,1098.644662
524.395,-0.669302,1098.661396
524.38,-0.659107,1098.681786
524.366,-0.647121,1098.705758
524.351,-0.633385,1098.73323
524.337,-0.617949,1098.764102
524.322,-0.600873,1098.798254
524.308,-0.582223,1098.835554
524.294,-0.562072,1098.875856
524.279,-0.5405,1098.919
524.265,-0.517596,1098.964808
524.25,-0.493449,1099.013102
524.236,-0.46816,1099.06368
524.221,-0.44183,1099.11634
524.207,-0.414567,1099.170866
524.192,-0.386482,1099.227036
524.178,-0.357688,1099.284624
524.164,-0.328304,1099.343392
524.149,-0.298445,1099.40311
524.135,-0.268233,1099.463534
524.12,-0.237786,1099.524428
524.106,-0.207226,1099.585548
524.091,-0.176671,1099.646658
524.077,-0.14624,1099.70752
524.062,-0.11605,1099.7679
524.048,-0.0862133,1099.827573
524.034,-0.0568422,1099.886316
524.019,-0.0280445,1099.943911
524.005,7.62E-05,1100.000152
523.99,0.0274211,1100.054842
523.976,0.0538949,1100.10779
523.961,0.0794078,1100.158816
523.947,0.103876,1100.207752
523.933,0.127222,1100.254444
523.918,0.149374,1100.298748
523.904,0.170268,1100.340536
523.889,0.189841,1100.379682
523.875,0.208043,1100.416086
523.86,0.224829,1100.449658
523.846,0.240158,1100.480316
523.831,0.254,1100.508
523.817,0.266329,1100.532658
523.803,0.277126,1100.554252
523.788,0.28638,1100.57276
523.774,0.294084,1100.588168
523.759,0.30024,1100.60048
523.745,0.304856,1100.609712
523.73,0.307942,1100.615884
523.716,0.309517,1100.619034
523.701,0.309606,1100.619212
523.687,0.308236,1100.616472
523.673,0.305439,1100.610878
523.658,0.301253,1100.602506
523.644,0.295718,1100.591436
523.629,0.288878,1100.577756
523.615,0.28078,1100.56156
523.6,0.271475,1100.54295
523.586,0.261012,1100.522024
523.571,0.249446,1100.498892
523.557,0.23683,1100.47366
523.543,0.22322,1100.44644
523.528,0.208674,1100.417348
