ppm,intensity,intensity_shifted
531.237,-0.245314,599.754686
531.223,-0.253628,599.746372
531.208,-0.261467,599.738533
531.194,-0.268711,599.731289
531.179,-0.275233,599.724767
531.165,-0.280905,599.719095
531.151,-0.285597,599.714403
531.136,-0.289186,599.710814
531.122,-0.291547,599.708453
531.107,-0.292552,599.707448
531.093,-0.292083,599.707917
531.078,-0.290023,599.709977
531.064,-0.286261,599.713739
531.05,-0.280686,599.719314
531.035,-0.273197,599.726803
531.021,-0.263698,599.736302
531.006,-0.252105,599.747895
530.992,-0.238336,599.761664
530.977,-0.222319,599.777681
530.963,-0.203995,599.796005
530.948,-0.183309,599.816691
530.934,-0.16022,599.83978
530.92,-0.134694,599.865306
530.905,-0.106714,599.893286
530.891,-0.0762687,599.9237313
530.876,-0.0433562,599.9566438
530.862,-0.00799375,599.9920063
530.847,0.0297984,600.0297984
530.833,0.0699797,600.0699797
530.818,0.112505,600.112505
530.804,0.157314,600.157314
530.79,0.204337,600.204337
530.775,0.253494,600.253494
530.761,0.304689,600.304689
530.746,0.357825,600.357825
530.732,0.412784,600.412784
530.717,0.469448,600.469448
530.703,0.527687,600.527687
530.688,0.587362,600.587362
530.674,0.648328,600.648328
530.66,0.710433,600.710433
530.645,0.773514,600.773514
530.631,0.837409,600.837409
530.616,0.901953,600.901953
530.602,0.966973,600.966973
530.587,1.0323,601.0323
530.573,1.09774,601.09774
530.558,1.16314,601.16314
530.544,1.2283,601.2283
530.53,1.29306,601.29306
530.515,1.35725,601.35725
530.501,1.42069,601.42069
530.486,1.48321,601.48321
530.472,1.54465,601.54465
530.457,1.60486,601.60486
530.443,1.66368,601.66368
530.428,1.72097,601.72097
530.414,1.7766,601.7766
530.4,1.83042,601.83042
530.385,1.88234,601.88234
530.371,1.93224,601.93224
530.356,1.98002,601.98002
530.342,2.02558,602.02558
530.327,2.06886,602.06886
530.313,2.10978,602.10978
530.298,2.1483,602.1483
530.284,2.18437,602.18437
530.27,2.21795,602.21795
530.255,2.24903,602.24903
530.241,2.27759,602.27759
530.226,2.30365,602.30365
530.212,2.32722,602.32722
530.197,2.34832,602.34832
530.183,2.36699,602.36699
530.168,2.38328,602.38328
530.154,2.39724,602.39724
530.14,2.40895,602.40895
530.125,2.41848,602.41848
530.111,2.4259,602.4259
530.096,2.43132,602.43132
530.082,2.43484,602.43484
530.067,2.43655,602.43655
530.053,2.43657,602.43657
530.038,2.43501,602.43501
530.024,2.43199,602.43199
530.01,2.42763,602.42763
529.995,2.42206,602.42206
529.981,2.4154,602.4154
529.966,2.40777,602.40777
529.952,2.3993,602.3993
529.937,2.39012,602.39012
529.923,2.38033,602.38033
529.908,2.37006,602.37006
529.894,2.35942,602.35942
529.88,2.34853,602.34853
529.865,2.33747,602.33747
529.851,2.32636,602.32636
529.836,2.31528,602.31528
529.822,2.30432,602.30432
529.807,2.29355,602.29355
529.793,2.28305,602.28305
529.778,2.27286,602.27286
529.764,2.26305,602.26305
529.75,2.25365,602.25365
529.735,2.24469,602.24469
529.721,2.23621,602.23621
529.706,2.22821,602.22821
529.692,2.22071,602.22071
529.677,2.21369,602.21369
529.663,2.20715,602.20715
529.648,2.20106,602.20106
529.634,2.19539,602.19539
529.62,2.19011,602.19011
529.605,2.18518,602.18518
529.591,2.18053,602.18053
529.576,2.17612,602.17612
529.562,2.17188,602.17188
529.547,2.16773,602.16773
529.533,2.16361,602.16361
529.518,2.15944,602.15944
529.504,2.15514,602.15514
529.49,2.15062,602.15062
529.475,2.14581,602.14581
529.461,2.14061,602.14061
529.446,2.13495,602.13495
529.432,2.12875,602.12875
529.417,2.12191,602.12191
529.403,2.11437,602.11437
529.389,2.10605,602.10605
529.374,2.09688,602.09688
529.36,2.0868,602.0868
529.345,2.07575,602.07575
529.331,2.06367,602.06367
529.316,2.05052,602.05052
529.302,2.03626,602.03626
529.287,2.02087,602.02087
529.273,2.00432,602.00432
529.259,1.98661,601.98661
529.244,1.96773,601.96773
529.23,1.94769,601.94769
529.215,1.9265,601.9265
