crystal_id,Zeolite,SMILES,Templating,SCScore,Volume (Angstrom3),In literature?
139288643,AEI,C[C@@H]1CCC[N@@+]12CCC[C@@H]1CCCC[C@@H]12,19.987398853903414,2.254955554677783,228.68800000000005,0.0
139114038,AEI,C[C@@H]1CCC[C@@H]([N+]2(C)CCCC2)C1,19.922025884236323,2.5236538317167394,206.80000000000004,0.0
139162779,AEI,CCCC[N+]12CCC(CC1)CC2,19.916991499190786,1.7817878641321243,189.98400000000004,0.0
144321254,AEI,CC[N+]1(CC)CC[C@@H]2CC[C@H]1[C@@H](C)[C@@H]2C,19.91466608140396,2.8324585780565106,239.61600000000007,0.0
139150227,AEI,C[N+](C)(C)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,19.880854577434558,1.7102382703967285,212.136,0.0
139152004,AEI,C[N+]1(C)CCC[C@H]2CCCC[C@@H]2C1,19.862087984047466,2.3440352494683503,206.03200000000004,0.0
139455732,AEI,CC[N+]1(CC)C(C)CC[C@@H]2CCCCC21,19.747868343659718,2.8213205353344053,239.36800000000005,0.0
139086222,AEI,C[N+]1(C)C[C@H]2[C@@H]3C=C[C@@H](CC3)[C@@H]2C1,19.718365156684023,2.114241525377328,191.20000000000005,0.0
139410728,AEI,CC[N+]1(CC)CCC[C@H]2CCCC[C@H]21,19.667233342950027,2.212627280131085,222.74400000000009,0.0
139242651,AEI,CC[N+]1(CC)CCC[C@@H]2CCCC[C@@H]21,19.61170226344133,1.989625180999329,222.5840000000001,0.0
138565420,AEI,CC[N+]1(CC)CC[C@H](C)[C@@H]2C[C@H]1C2(C)C,19.588528909938386,2.6764737884800334,240.96000000000006,0.0
139139829,AEI,C[C@H]1C[C@@H](C)C[N@+]2(CCC[C@@H]2C)C1,19.588081950628744,2.9837736230403387,206.40800000000004,0.0
138569986,AEI,C[N+]1(C2CCCCC2)CCCC1,19.566495302905512,1.3668128261718795,189.82400000000004,0.0
139204942,AEI,C[C@H]1CCC[N@@+]12CCC[C@@H]1CCCC[C@H]12,19.553806276314045,2.6339125545267192,229.18400000000003,0.0
139213560,AEI,C[N+]1(C)CCCCC[C@@H]2CCCC[C@@H]21,19.523828789227814,2.1309513915303797,222.42400000000006,0.0
139212945,AEI,CC[N+]1(CC)CCC[C@@H]2CCCC[C@H]21,19.48721589956721,2.561259512436388,222.7680000000001,0.0
139295849,AEI,C[C@H]1CCC[N@@+]12CCC[C@H]1CCCC[C@H]12,19.483290778994892,2.5061210989351643,229.28800000000007,0.0
138822837,AEI,C[N+]1(C)C[C@@H]2CCCCCC[C@H]2C1,19.47175455748723,2.5427037666701926,206.33600000000004,0.0
139387228,AEI,CC[N+]1([C@H]2CC(C)(C)C[C@H]2C)CCCC1,19.462577300987547,2.6770734469505664,240.60000000000005,0.0
144506283,AEI,CC[N+]1(CC)CC[C@H]2CC[C@@H]1[C@@H](C)[C@H]2C,19.3850873904722,2.8800313860298883,239.22400000000005,0.0
138565425,AEI,C[N+]1(C)CCC[C@@H]2CCCC[C@@H]2C1,19.34885467061458,1.6363037022261528,206.08000000000004,0.0
138579106,AEI,C[C@H]1C[C@@H](C)C[N@+]2(CCC[C@H]2C)C1,19.348162493199148,2.7298260591746457,206.5360000000001,0.0
138942249,AEI,C[C@H]1C[C@H](C)C[N+]2(CCCCC2)C1,19.300833277907046,2.600658166816137,206.0240000000001,0.0
139145329,AEI,C[C@H]1C[C@@H](C)C[N+]2(CCC[C@@H]2C)C1,19.28791858759193,2.8140659999530686,206.66400000000004,0.0
139134837,AEI,CC[N+]1(CC)CCCC[C@@H]2CCCC[C@H]21,19.272432198221622,2.6659362333807257,239.0960000000001,0.0
139081346,AEI,C[C@H]1C[C@@H](C)C[N+]2(CCCCC2)C1,19.24277391745084,2.3323884012119347,205.92800000000003,0.0
139101198,AEI,C[C@@H]1C[C@@H]2CC[C@@]1(C)CC[N+]2(C)C,19.206976645318736,2.3074079028073062,205.8400000000001,0.0
139198175,AEI,C[N+](C)(C)[C@H]1C[C@@H]2C[C@H]1[C@H]1CCC[C@@H]21,19.15593060727036,2.0695872168152416,213.31200000000004,0.0
139168231,AEI,C[N+](C)(C)[C@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]12,19.146210021440986,2.8919719122213623,213.78400000000005,0.0
139100664,AEI,C[N+](C)(C)C1CCCCC1,19.128638493394813,1.0015264289825456,167.44000000000003,0.0
139150377,AEI,C[C@H]1C[C@@H](C)C[N+]2(CCCC2)C1,19.03722122912043,2.1347475550330333,190.00800000000004,0.0
139143111,AEI,CC[N+]1(C2CCCCC2)CCCC1,19.011100799265385,2.265714643554978,206.87200000000004,0.0
138562584,AEI,C1CC[N+]2(CC1)CCC[C@@H]1CCCC[C@@H]12,19.00986254313264,1.9150962882246785,228.18400000000003,0.0
142822301,AEI,CC[N+]1(CC)CC[C@@H]2CC[C@H]1[C@H](C)[C@H]2C,19.004406297003285,2.7896607538474902,239.26400000000007,0.0
