crystal_id,Axis 1 (Angstrom),Axis 2 (Angstrom),Binding (SiO2),In literature?
139649841,5.9481699507837575,5.309939422084968,-9.1600086023685,0.0
139113704,7.998613709941024,6.785807462158521,-9.319691096582376,0.0
139611054,5.8418548927962135,4.257065779617991,-10.195944241987188,0.0
139242651,8.240991554965996,6.224969214454916,-10.19491198981521,0.0
139613529,5.86077160580971,4.272524639663562,-10.145513156384366,0.0
138565420,8.036942962549652,6.14988212290042,-9.663486790120931,0.0
139139829,7.6200568952537955,6.751877806630384,-9.60975870076952,0.0
137352500,6.0544691724205375,4.3227590841897365,-10.019557606857923,0.0
138569986,8.226594539318826,4.302230942536664,-10.907198411566286,0.0
139186886,5.788531037695522,5.187865077445032,-9.553138464075127,0.0
139204942,8.024242983113082,6.470091240089988,-9.95421555993501,0.0
139213560,7.7739796238916075,6.689891790130871,-9.91203581814034,0.0
139212945,7.974406779141026,6.249918191624117,-10.179547768622763,0.0
139295849,8.245757433235596,5.602515584291087,-10.086489369966293,0.0
138822837,8.232351203851156,5.3656842569056735,-10.18636057667471,0.0
139387228,8.064675577457903,5.985657585473392,-10.68352625283906,0.0
140996536,8.186827250495316,5.6723253198473635,-10.522572966610833,0.0
137329403,5.8607857883667975,4.272426696628028,-10.287294066609704,0.0
139595636,5.783845849803798,4.299133325616607,-10.247508708433676,0.0
137348966,6.665329520466052,4.194841346077534,-10.590986844676381,0.0
139231885,8.240126870403655,6.617634248508687,-9.992756579154133,0.0
144506283,7.686025462366199,5.798350862893202,-10.575393913083152,0.0
137324631,7.321185233004007,4.0782952121677045,-10.506527297774037,1.0
139179121,7.958688560397839,5.092298007696292,-10.850305905371187,0.0
138565425,7.547115235825863,5.537810258843024,-10.307159709708127,0.0
138579106,7.732967516900373,6.673597771651356,-9.684376403735085,0.0
137372377,5.842319015474732,4.25779622712577,-10.394694303930404,0.0
137355274,6.5387085807545375,4.013966753813516,-10.531593499397482,0.0
138580639,6.286747466929067,4.744668622731406,-10.52808573553707,0.0
138942249,8.382179571540476,5.616602397434101,-10.333238183002797,0.0
139145329,7.618926514720693,6.7561892792805,-10.137010910552734,0.0
139340683,8.192368410655796,5.708062792377127,-9.99342502138198,0.0
139444678,8.161370924166878,5.9921284681452125,-9.937759406382524,0.0
139134837,7.8043466032058815,6.6056451272593675,-9.2427361976489,0.0
140854613,7.558777030013991,5.534244613754266,-10.782871212553893,0.0
137326981,6.046087192684113,5.8276666229556575,-10.75894066319927,1.0
139081346,8.22586066360789,6.5628137406262335,-9.846844831040073,0.0
139101198,7.116311132313872,5.09397903469856,-10.472412321307909,0.0
137448495,5.8063347228406474,4.3150122856954045,-11.211238858387796,0.0
139168231,7.942916965498023,4.8651860330735595,-11.31796122606124,0.0
139396066,8.488490198144072,6.05263873689106,-10.430181321689165,0.0
139100664,7.238181698185092,4.339457827575644,-11.19377338802696,0.0
139417079,7.576667823262224,6.405993275913413,-10.463217431515082,0.0
139333977,8.073559641099628,6.808510595419882,-10.748862128721983,0.0
139150377,7.329497640054576,6.8290388885319535,-10.576385540916908,0.0
139305941,8.075328191997983,6.185241714915778,-10.409367147531322,0.0
139143111,7.879483299967166,6.072622452923957,-11.412188222701696,0.0
138562584,8.151827673762604,6.125434848904048,-10.668741928496097,0.0
142822301,8.186892826297258,5.672469402310593,-10.331826562629503,0.0
138610345,8.461357256047762,4.253173599995908,-11.06818116601809,0.0
139922326,8.43781825534484,5.014212825332518,-11.287467403802786,0.0
139207728,8.342541965602427,6.3534131125553,-10.60383927168142,0.0
140854981,5.9337786637981385,5.6028555347564994,-11.442650787737994,0.0
139098333,8.490167281727881,4.681241996124706,-11.711978873280456,0.0
139053555,7.220958909492163,6.801528978708358,-10.557998032756387,0.0
145961699,8.158963041330244,5.490638609293057,-11.38272353694352,0.0
139163877,6.8905429104200575,4.213093831799308,-11.703047106984448,0.0
138825408,8.225969112896706,5.536285638533911,-11.213594507172349,0.0
138883805,8.137003874601813,5.028336352411398,-11.332143823752071,0.0
139168429,8.025522574635714,5.441697713859004,-11.220320418136744,0.0
139392616,8.241899309563877,5.933077611871307,-11.397055948188362,0.0
137367645,7.741494601703716,4.213945070112532,-10.910964293747707,0.0
139163455,7.942562930661527,5.510129692669383,-11.666226240037195,0.0
139133511,6.037152284121766,4.0752171266888215,-11.07212492289951,0.0
137368743,6.94382949349183,4.397562478043488,-10.879507970160226,0.0
139118468,7.627643164906582,6.7325979573536845,-10.831542526602009,0.0
139159419,8.463542082009901,4.31183462383926,-11.362730251812634,0.0
137336150,6.240938118199383,4.060899742777224,-11.018250718597903,0.0
150326084,7.955176146385733,5.232903188138002,-11.593301653353928,0.0
139147137,6.935737968111716,4.258446464275998,-11.652508420153305,0.0
139145721,8.226056242680201,5.536295757602747,-11.406773466775475,0.0
139299775,7.846641221294807,5.986043134535026,-11.642222180932492,0.0
139650333,7.199630962058452,4.556354760529533,-11.487835544594128,0.0
139320681,7.947916188240661,5.335281458151048,-11.253775656154485,0.0
139310153,8.047927556870151,5.225447485479876,-11.180654138921373,0.0
140860384,7.952012590776036,5.128851720091324,-12.010072849680965,0.0
139121079,6.518037504786823,4.9992707509013465,-10.745228572131019,0.0
139171786,8.058168251774696,5.391129588829418,-11.526240921540039,0.0
138565460,7.8211674806060625,5.53261092308216,-11.672322262697785,0.0
139083025,7.139601392354448,4.3310511385495385,-11.824823596065352,0.0
137322641,7.997520452599367,6.901788557170031,-10.205950090859828,0.0
139206440,7.772717194049653,6.696490498865659,-11.518305225422516,0.0
150943552,5.553970275697284,3.908079629580813,-11.537537140905727,0.0
139180194,7.6225568489921605,6.81472416243091,-11.052103757532565,0.0
139253317,7.379777109233898,6.778469592073059,-10.890667763309496,0.0
139139802,8.368898203260057,4.374370974563004,-11.854671971762874,0.0
139336697,7.6280877710432575,6.638278103846508,-11.35823586529422,0.0
139296312,8.073480345338865,6.808490497923343,-11.257500813492195,0.0
137329357,5.915868205066838,5.427171641283766,-11.44748940572187,0.0
139182792,7.465091290975251,4.83008529980216,-12.062803662787356,0.0
137337512,8.200212938509395,3.837826623428577,-11.496178067025786,0.0
137315859,5.990529728826215,5.880426919635795,-11.59816986016799,0.0
139104004,7.4260806739190315,6.219978329346072,-11.382151318717149,0.0
139301113,7.248294274386581,6.415935771576756,-11.352267303756069,0.0
139292726,7.628731450128522,6.623126028981504,-11.333168357098794,0.0
138759399,8.36813737027923,6.278364840782298,-11.288244512617636,0.0
141136743,7.954777741090617,5.116532531394318,-12.103364300577464,0.0
139140352,6.1898192216659425,5.162387892915131,-11.098952644873998,0.0
137326321,6.219107354202883,4.843991718639646,-11.604460964076635,0.0
138558505,6.890477450143623,4.213041774757274,-12.171746338488786,0.0
139294348,7.8587040361698755,6.28516562055662,-11.439526271592676,0.0
139171074,7.406635930458517,4.553097493813904,-11.902447359349905,0.0
139147466,7.962762098809612,5.058606564330342,-12.38306347211536,0.0
139115865,8.239996558522568,5.062769243451585,-12.058970703210298,0.0
138807979,8.44061568222485,5.39690012016646,-11.877399148217629,0.0
138934147,7.010108905076059,4.969247520812115,-12.404281557926724,0.0
138623780,8.188957389629993,4.94034875155959,-12.053403962810492,0.0
139158811,6.076579163081093,5.134707339585714,-11.005858586852883,0.0
139121549,7.171115759897412,4.7686190840635945,-12.311642408068755,0.0
138620392,7.060482738309691,4.19851690050279,-12.457084654615624,0.0
139133798,7.562245424541488,5.4823390927751445,-12.196988103184873,0.0
139110572,8.37821899932877,5.551018126801443,-11.864853062090509,0.0
139184335,7.8386520377530715,4.7542873486418475,-12.30269846050158,0.0
139090480,7.114095397018198,5.585584612177807,-10.838757095489,0.0
138352553,7.014853952502303,5.734958604432089,-10.758296462907007,0.0
137353059,5.826440973652092,4.484076360832037,-12.453482053730127,0.0
137319816,7.110801767096348,4.584691664804528,-12.203140549654202,0.0
138712391,7.389666175142175,4.935921785396137,-12.399827454027658,0.0
139190785,6.434078595825036,3.9994981517351063,-12.476600900263994,0.0
138236552,6.959998635296407,6.625653057178012,-10.810665476180034,0.0
139152917,7.84423290145754,5.3615121633352825,-12.525201820233786,0.0
139927818,7.881727494242992,5.854549838699407,-12.297622327831853,0.0
139126240,7.949441163315867,5.531721361943543,-12.601017911024575,0.0
139128645,7.457355779491607,4.8536592463514605,-12.513950225326653,0.0
143592458,7.685997954382097,5.798363834905926,-12.453987335268685,0.0
137445913,6.8374007944362525,4.861528730297144,-11.969486060350047,0.0
139137201,7.4059316641475155,4.834666941236557,-12.080059800215038,0.0
137345310,5.948183249082772,5.309944437064091,-12.393086326524944,0.0
139382341,8.255295494812593,5.677521108918202,-12.923062638392693,0.0
139210329,6.959852983179015,6.625717713279357,-11.708837914429214,0.0
137349096,5.953338470688058,4.959125947540242,-12.388339892219939,0.0
137361727,8.331303234335625,4.031999701770388,-12.23822870113744,0.0
137317221,5.8554069976328575,4.580974707677717,-12.578455282235565,0.0
137369317,6.155588291426279,4.907492074950401,-12.431921485249676,0.0
139163404,7.621157684930488,5.9379920933382415,-12.086456113320171,0.0
137351344,5.961721014534807,4.917200553465372,-12.340394449263716,0.0
139232310,7.203159673613678,6.422312128425182,-12.171372799608614,0.0
139158826,7.243208871190577,5.9547002805221245,-12.132143799885215,0.0
139265394,7.707959539562353,6.771762662289425,-12.04379888981858,0.0
139104146,7.260988787486794,5.785149923891421,-12.080910599689842,0.0
140890584,7.231806137563836,4.0532624366974375,-12.692540363958033,0.0
139114290,7.1901901326140045,6.293334631809605,-12.166478260343773,0.0
139131014,7.636802388347138,4.9382029471203674,-12.949355449796276,0.0
138620429,7.420596890982712,4.8759142881033535,-12.920496490810663,0.0
139296044,6.92065386389673,5.122231815373986,-12.603899605791659,0.0
139101157,7.562505707077039,6.149511465157926,-12.09391153367686,0.0
137363604,6.652462696575812,4.31792161578204,-12.740114740470364,0.0
139165500,6.5278039861827,6.243968903728616,-12.019660756327086,0.0
139147736,7.821210798418955,3.968991427286831,-12.347781988180484,0.0
137325832,6.776848602800357,4.978346671070413,-12.31422694816412,1.0
139102284,7.263599385643707,5.813928805091388,-12.171510934419189,0.0
139181508,7.306636392630391,5.127019971498116,-12.911111022417893,0.0
139182732,7.952219539618762,5.041732198757578,-12.488547812579654,0.0
139601111,6.652462452594903,4.318030497414272,-12.843198687084833,0.0
139106402,7.010247378586903,6.764008273161358,-11.837258824584804,0.0
138765266,7.505889851041294,4.329298742957049,-12.614771390273091,0.0
139191504,7.83100118233232,5.331546696047711,-13.025775820079849,0.0
139393553,7.280309594880707,6.3143969350509135,-12.41896768835968,0.0
139145530,7.274169272387514,4.559081209396839,-12.852945070862287,0.0
139348640,6.474891227914351,6.240891183851381,-12.475580648453164,0.0
138558985,6.1772471269249865,4.14088292052787,-12.94618291210516,0.0
139426711,8.159824452612957,6.2216606635023535,-12.166353774185215,0.0
139162683,8.225880982126167,5.023254883562647,-12.897154501882794,0.0
138618652,7.945351243814589,4.876191782403217,-13.143396003168945,0.0
139208516,8.158885790301955,5.490594497237799,-12.584660112190932,0.0
139112330,7.208486841814881,6.298766939033941,-12.929380235560982,0.0
139129220,7.2774808340085935,6.220125622456554,-12.404629789512533,0.0
137340983,6.155487147352433,4.9074751396863086,-12.702961722823286,0.0
138756792,7.347830981179181,6.116689322342787,-12.540146048886685,0.0
139142024,6.166006447532103,4.108015328640572,-13.046360700904765,0.0
139162526,7.8010562867351,4.247112392467434,-12.629758213172753,0.0
139144105,8.082041858745708,6.685415682773372,-12.209380556547638,0.0
139439311,8.243696431601268,6.2682441968881415,-12.40868343914856,0.0
138812079,7.27190841999877,4.495285234889794,-12.64938835169607,0.0
150546904,8.398405714459166,4.839317736908382,-14.374310716868058,0.0
139126311,7.983221394966597,5.2274789408481315,-13.304540450929206,0.0
138832465,6.294718913080692,6.2747727138768825,-12.886159939836938,0.0
139053041,7.997411084431289,5.694661510087999,-12.987593625730211,0.0
137364893,5.924624246433253,5.6886383276321535,-12.696837719421039,0.0
139089012,7.962994338247979,6.543754319106202,-12.414827644163804,0.0
139148196,7.264552760157485,5.461450289761872,-12.95539064650568,0.0
139414600,7.930548209929645,4.985693471914074,-12.626967194501448,0.0
137361758,7.181262334873448,4.185986641533758,-13.258822954421765,0.0
139146105,5.554159326531766,4.043522922894612,-12.91154844261756,0.0
137329497,7.031276024109566,6.9918430996255685,-11.82744654937707,0.0
137342256,6.372847523178329,4.983407363305579,-12.722977883014455,0.0
137344012,7.765536903549345,6.818184655863168,-12.682020851385046,1.0
139099991,7.3652039283813,4.7087594659622125,-13.225845419223035,0.0
139095015,5.800276111407506,5.011259330673021,-12.849712913286432,0.0
139155304,7.299254802795045,5.302011225837188,-12.736993520906628,0.0
137357850,7.259328801396794,4.079669058108344,-13.170971225026925,0.0
141768727,7.787411145462147,4.854921631102294,-13.481225909122115,0.0
139351301,8.050276553829566,5.479641919090909,-12.86199217731302,0.0
139087086,6.018096277990082,5.429548843033691,-12.136211701206411,0.0
138814006,7.605562162133089,4.849148895223914,-12.562098810075009,0.0
138807604,6.9038762506461415,5.130830989165978,-12.98470563931649,0.0
139128634,7.306244786072518,6.79732902977687,-12.383683028449845,0.0
139161868,8.000191253639692,5.686565786302628,-13.242302396920936,0.0
139275056,8.343670357334943,6.352346925026888,-12.724297701629936,0.0
138825874,8.316590037624053,4.7857768924334945,-13.076519417600572,0.0
139084631,6.6429911277058125,5.716117437504533,-12.115566939182338,0.0
145726020,6.771736280042028,4.377496956576255,-13.768776693845007,0.0
139344185,7.725872440163856,6.875645000731112,-12.531956556186236,0.0
137501628,6.199534557149647,4.897448531802699,-13.08560256533695,1.0
139142386,7.610598536879176,5.120099663634694,-12.888989633038955,0.0
137352083,6.850313114092574,4.805820294529113,-13.036846706030808,1.0
139085822,6.724134635342658,5.0255366384515945,-13.190280027246231,0.0
139083471,7.144520471527582,5.83275279352617,-12.949933678253773,0.0
139119775,7.748741367007737,5.964562693598057,-12.921916754660185,0.0
139088543,6.193445950761649,5.9799489022026275,-13.11273865840117,0.0
139101767,7.57556899514562,4.348878747606132,-13.644498702343723,0.0
139078573,7.810662507081562,5.376933386230032,-13.311425220945878,0.0
138609979,7.625730890526768,6.605344198700483,-13.084178019951565,0.0
139163431,6.563733528604318,3.988220642432514,-13.377238156412414,0.0
139178963,7.096362368098598,5.828614931884773,-12.315428351155429,0.0
139136392,8.067265852851184,5.103539310901882,-13.569351053780773,0.0
138942275,7.561162590265237,6.14928540811678,-13.007016401228846,0.0
139151343,7.595210761556707,4.604835515743705,-13.581876073947285,0.0
139115717,7.144531422939358,6.301884145760679,-13.559344059144967,0.0
139083919,7.3388494759090594,5.343796982310656,-13.17733925587388,0.0
139032975,7.5082809364033976,5.092730014161287,-13.580928387134476,0.0
139138909,5.7112090710591525,5.21516315507915,-13.407957673905544,0.0
139159968,7.679479778701482,5.0269716239574365,-13.223833579780672,0.0
137331622,7.157391116685679,5.9206917120894005,-13.342155231217143,1.0
138893445,6.243776218452598,6.078777367025444,-11.897419650248068,0.0
139112861,7.240115515074122,5.870841083359813,-12.941101472743009,0.0
138446633,7.972640138379947,5.239210759669376,-13.752700551729285,0.0
139082447,6.532202598899097,5.037260295631857,-13.773907903549242,0.0
139152150,5.8715640210652165,4.4221827752653455,-13.678192942529302,0.0
139282402,7.100499073880463,6.006896501587644,-13.17698513466353,0.0
139123798,6.724222240315485,5.025549407672264,-13.50582092068534,0.0
138567245,7.53051486203068,5.114274058236287,-13.588260547500155,0.0
137324969,7.946325020782837,4.5138696111674745,-13.653427594181386,0.0
139225428,7.776163597015038,5.962936424314576,-12.995246820883322,0.0
139344257,7.931463974104383,4.964889046900349,-13.512450466940455,0.0
139103502,6.103858524055902,4.346190024993226,-13.732384724227865,0.0
139135591,6.118778179368903,5.5724328590540395,-13.08636765368952,0.0
138937108,7.864833244860831,6.5538455635061705,-12.947499775857803,0.0
139091297,8.204805773119894,4.613956433872153,-13.424529589735961,0.0
138448114,7.286880895823523,4.802991075308043,-13.989104591119983,0.0
138582726,7.371944263130902,4.826315750262623,-14.023569648473813,0.0
138450429,7.203175753491005,4.31987705576658,-13.892710353375303,0.0
137362269,6.066269404949168,4.24892829201588,-13.325976573453273,0.0
139185588,7.366607818518764,5.505205302639826,-13.964657885527695,0.0
140863746,7.77755286326696,4.856909442655836,-14.015383412152765,0.0
139075625,7.029392986306482,6.714552192759857,-13.47099050560214,0.0
139225323,7.707919503617388,6.771713076281043,-13.375108222963664,0.0
139079809,7.345506627785545,6.112857276464488,-13.362458897548487,0.0
137323301,6.708707676438963,5.588557070589681,-13.745081689267671,1.0
138580041,7.144585050960567,5.8270905302521205,-13.712112194511967,0.0
139129542,6.834985651903213,4.2858503622586,-13.234425657351643,0.0
137368676,7.205887474977009,5.790507428858334,-13.916344873720222,1.0
137362622,6.842885070564913,5.790008348597878,-13.375532436735694,1.0
139093519,6.74011018063305,4.557310954150374,-13.831151535889626,0.0
139153045,7.2607652084947825,5.462990443298235,-14.0075553775669,0.0
139189278,7.639114761804737,5.9720861863542485,-13.604722952497067,0.0
139109683,5.999437554304018,4.9074319764148395,-13.562444896185706,0.0
138561747,6.527747045236106,6.243917152313503,-13.543334592402699,0.0
139145379,8.188444686516451,5.020599221967071,-13.66014602753375,0.0
139097553,5.919726398477647,5.023452676157689,-14.575308645457618,0.0
150231302,6.912397085690357,6.1633104822490985,-14.01822263327975,0.0
138692274,7.261547703214459,4.975170213701562,-13.605217459841947,0.0
139193872,6.995143750659026,5.525290599578448,-13.9312170801051,0.0
137331249,7.588502610512467,4.1713443679240685,-13.684634965552863,0.0
139109508,7.512234647968278,5.356362622549963,-13.6666265843803,0.0
139096257,7.5142253114220035,6.188447176075683,-13.742088373050814,0.0
138933463,5.7112189938389095,5.215126731810548,-13.806931108464108,0.0
141883471,7.229313547037872,4.202406888538464,-14.297869240421646,0.0
139140174,6.844579706701674,6.110799052927272,-13.48315412795742,0.0
137323527,5.952451792883228,5.925617438552573,-13.573631624818988,0.0
137362108,6.938274082786246,4.245348466791992,-13.549712050669052,0.0
137319898,5.854687893510842,5.7138147145550695,-13.434817396843126,1.0
139175699,6.417936210144212,5.7215802225325225,-14.294370240644104,0.0
139115796,6.815681349961003,5.768752657127764,-13.893691247217715,0.0
139105581,6.117753047882355,5.240838106808374,-14.296928448288641,0.0
138352595,7.445711681705572,6.595528964324613,-13.684652111797538,0.0
139657989,7.8515297004117155,4.749360866383848,-13.914262821109444,0.0
139118564,6.620183107777767,5.22700147977905,-13.881547806374323,0.0
139188606,7.438727117717887,5.790633783847548,-14.528669292060421,0.0
138907198,7.127569534305493,5.977925749789822,-13.932294901487674,0.0
138562699,7.100092865383616,5.914305512551526,-13.853252743756592,0.0
138620403,7.129536156496828,6.827139600366392,-13.738666260009337,0.0
138689836,7.00195584963609,5.904184358159593,-14.302367285341624,0.0
139129158,6.5886269582024095,4.581577824744786,-13.712145743260315,0.0
139167295,7.105242375646284,5.418818432083149,-14.186515316272393,0.0
139161852,7.451837583858405,5.694051242821537,-14.685608286621067,0.0
143050851,6.7717591212354735,4.377566100595695,-14.577369089377834,0.0
139075143,7.063212432705089,5.218734611133778,-14.448833120483146,0.0
138407239,7.382148400368629,6.090954150057351,-13.888819080485465,0.0
139134043,7.2468242676448025,4.238292221847412,-14.026576975162575,0.0
138612896,7.270405831047232,5.8338427468586485,-13.723694191322597,0.0
139185956,7.177596468763161,5.0526750667160085,-14.001148611885812,0.0
139109801,7.105241667776773,5.418846133239469,-14.018096579234829,0.0
138412004,6.58861119804822,4.581539105768295,-13.677672263542476,0.0
137316979,7.153693755827954,5.766695917111652,-14.461631535812344,1.0
137369846,7.217249962388274,5.930827711933,-14.160709816017265,0.0
138764720,7.229784105809162,4.144994567417761,-13.933537893670428,0.0
138611528,7.014540022744923,5.85954345088137,-14.631804014072365,0.0
137370522,5.7652833501845775,5.3476249131962375,-13.51865149778652,1.0
139168481,7.503208206853702,5.388782369074166,-14.164791164979341,0.0
139150281,7.870485267954245,6.556888094727434,-13.867797523201888,0.0
139363999,7.100997028851905,6.015132474907796,-14.036372144327862,0.0
139090922,7.339437550049743,5.506970158727817,-14.249534881238045,0.0
139155207,6.8467575429373415,6.1381318382516215,-13.91769520581684,0.0
149858087,7.276985914179923,6.554932170400938,-14.838680290429744,0.0
138568495,6.874612376837753,5.157826670612531,-14.299165158820296,0.0
139176698,7.015491923936957,4.258509418094528,-14.657749598945472,0.0
138610313,7.276388490900634,5.281335006872164,-14.345218926754628,0.0
139103019,6.148878982542423,5.581336599049472,-13.969487900237533,0.0
137357102,5.815951528445172,5.4813241158694295,-14.354237429329414,1.0
139088662,6.632004504238233,6.1751203147435945,-13.797183800035713,0.0
139105887,6.927172562837678,5.041910480554448,-14.422529092661565,0.0
150368792,7.100743599570737,5.643882717866184,-14.8714451157092,0.0
138236331,7.477249739445907,4.054292787110758,-14.183682266185372,0.0
137322771,8.239396445488122,6.450844548045597,-14.508370389691553,0.0
138820177,7.322309007396378,5.708472206239767,-14.53372222805215,0.0
139173907,7.01012632030252,5.3371092857969655,-14.241760014081402,0.0
139674507,6.795199387064588,4.064157982183674,-14.579335922440634,0.0
139148540,7.065799000352616,5.209621316192909,-14.967096617532807,0.0
137328002,8.20445842317421,5.056440206194643,-14.29422764338766,0.0
137370854,6.001911810333128,5.881077734429015,-14.878380540516732,0.0
139112117,6.9069368927209664,5.269642255093157,-14.475202577409465,0.0
137328580,6.001769305815027,5.881095580006975,-14.953948442933564,0.0
138579330,6.8402218294558095,5.60389370669901,-14.309398069802985,0.0
139144569,6.968908651886423,5.149535114964747,-14.531001925076945,0.0
138407298,7.1163527215864635,5.0938951462768,-14.689068471160116,0.0
139144747,7.038527746475058,6.71435509017396,-14.607198288618875,0.0
139196490,7.241246942030164,5.9465807101001324,-14.564600986518693,0.0
139134519,7.116545703080987,4.665898310972838,-14.501966920592075,0.0
139192437,6.2695793963196085,5.108346544311539,-14.558835345660475,0.0
138943355,7.2410491666384225,4.4964172363459385,-14.686989976445348,0.0
138752934,7.040913664894544,5.026363996212576,-15.17398887427059,0.0
139176362,7.637557282840468,4.963856883558687,-15.306465866296179,0.0
138610324,8.17593039234797,5.027201920447343,-14.785253396072678,0.0
137315687,6.867836439575509,5.892137149429848,-14.599694806514222,1.0
137324011,6.455837759536508,6.4490365980214825,-15.039818504648323,1.0
138751912,6.815647434376402,5.768804835732286,-14.779865716338227,0.0
138812366,6.837609203400732,5.111554431072069,-15.319170087835824,0.0
137337052,6.892045114102503,5.350063486252738,-14.799236148553028,0.0
137370108,6.7608672473875355,6.759478726984877,-14.655202607718904,1.0
138448928,7.0848484445009605,6.515657043504564,-14.421735340129736,0.0
139088959,6.003639889369049,5.0165361879036885,-14.954245195583127,0.0
138270227,7.042102837454952,6.08239529383356,-14.615849704769035,0.0
138236559,7.37667865003666,7.018502272462585,-14.14685152959438,0.0
139104137,7.860645432712111,6.0664387439833884,-15.2241852593426,0.0
139131723,6.025393947279099,5.362644588393059,-14.700636558004328,0.0
138887843,7.14268912658302,6.343230143511929,-14.161088721893089,0.0
139115784,6.2560529619399725,5.139536155352632,-14.47253049699111,0.0
138608479,8.368132757431416,6.278483574032808,-14.572567959959414,0.0
139144096,7.271084993041531,5.247974296536972,-14.79161523577853,0.0
139132139,7.163929945272706,5.075956228883873,-15.340710153186658,0.0
139595056,5.695166080971428,4.961259430711749,-15.629785345596835,0.0
139188822,6.685339113719449,4.737644736759128,-14.934604765292795,0.0
138930053,6.105515650758942,5.339243786808972,-14.617479180945065,0.0
138578874,6.983877101731312,5.261467005789067,-14.878349705417845,0.0
137323617,6.920291540337598,5.522649701271436,-15.583452614493005,1.0
139126898,7.2577582378012755,6.704809368085966,-14.972476015610974,0.0
138561388,7.265969150925107,5.0325151978013976,-14.909201447995956,0.0
139155641,7.010153993229302,5.337087168949383,-14.624033227440554,0.0
139077633,6.531516986303734,5.06159704472355,-14.593585577425985,0.0
