,x,y,system
1255,21.322,511.0,CHA/AEI_calcined
1256,21.335,500.0,CHA/AEI_calcined
1257,21.348,504.0,CHA/AEI_calcined
1258,21.361,504.0,CHA/AEI_calcined
1259,21.374,492.0,CHA/AEI_calcined
1260,21.387,490.0,CHA/AEI_calcined
1261,21.4,487.0,CHA/AEI_calcined
1262,21.413,483.0,CHA/AEI_calcined
1263,21.426,479.0,CHA/AEI_calcined
1264,21.439,466.0,CHA/AEI_calcined
1265,21.452,461.0,CHA/AEI_calcined
1266,21.465,461.0,CHA/AEI_calcined
1267,21.478,452.0,CHA/AEI_calcined
1268,21.491,440.0,CHA/AEI_calcined
1269,21.504,437.0,CHA/AEI_calcined
1270,21.517,436.0,CHA/AEI_calcined
1271,21.53,427.0,CHA/AEI_calcined
1272,21.543,417.0,CHA/AEI_calcined
1273,21.556,415.0,CHA/AEI_calcined
1274,21.569,414.0,CHA/AEI_calcined
1275,21.582,406.0,CHA/AEI_calcined
1276,21.595,395.0,CHA/AEI_calcined
1277,21.608,385.0,CHA/AEI_calcined
1278,21.621,379.0,CHA/AEI_calcined
1279,21.634,373.0,CHA/AEI_calcined
1280,21.647,372.0,CHA/AEI_calcined
1281,21.66,362.0,CHA/AEI_calcined
1282,21.673,360.0,CHA/AEI_calcined
1283,21.686,352.0,CHA/AEI_calcined
1284,21.699,342.0,CHA/AEI_calcined
1285,21.712,338.0,CHA/AEI_calcined
1286,21.725,333.0,CHA/AEI_calcined
1287,21.738,329.0,CHA/AEI_calcined
1288,21.751,326.0,CHA/AEI_calcined
1289,21.764,334.0,CHA/AEI_calcined
1290,21.777,320.0,CHA/AEI_calcined
1291,21.79,315.0,CHA/AEI_calcined
1292,21.803,318.0,CHA/AEI_calcined
1293,21.816,315.0,CHA/AEI_calcined
1294,21.829,312.0,CHA/AEI_calcined
1295,21.842,307.0,CHA/AEI_calcined
1296,21.855,302.0,CHA/AEI_calcined
1297,21.868,301.0,CHA/AEI_calcined
1298,21.881,298.0,CHA/AEI_calcined
1299,21.894,300.0,CHA/AEI_calcined
1300,21.907,298.0,CHA/AEI_calcined
1301,21.92,292.0,CHA/AEI_calcined
1302,21.933,297.0,CHA/AEI_calcined
1303,21.946,292.0,CHA/AEI_calcined
1304,21.959,287.0,CHA/AEI_calcined
1305,21.972,286.0,CHA/AEI_calcined
1306,21.985,290.0,CHA/AEI_calcined
1307,21.998,294.0,CHA/AEI_calcined
1308,22.011,290.0,CHA/AEI_calcined
1309,22.024,294.0,CHA/AEI_calcined
1310,22.037,293.0,CHA/AEI_calcined
1311,22.05,288.0,CHA/AEI_calcined
1312,22.063,296.0,CHA/AEI_calcined
1313,22.076,292.0,CHA/AEI_calcined
1314,22.089,289.0,CHA/AEI_calcined
1315,22.102,288.0,CHA/AEI_calcined
1316,22.115,300.0,CHA/AEI_calcined
1317,22.128,301.0,CHA/AEI_calcined
1318,22.141,304.0,CHA/AEI_calcined
1319,22.154,300.0,CHA/AEI_calcined
1320,22.167,300.0,CHA/AEI_calcined
1321,22.18,297.0,CHA/AEI_calcined
1322,22.193,303.0,CHA/AEI_calcined
1323,22.206,298.0,CHA/AEI_calcined
1324,22.219,291.0,CHA/AEI_calcined
1325,22.232,301.0,CHA/AEI_calcined
1326,22.245,299.0,CHA/AEI_calcined
1327,22.258,297.0,CHA/AEI_calcined
1328,22.271,295.0,CHA/AEI_calcined
1329,22.284,290.0,CHA/AEI_calcined
1330,22.297,285.0,CHA/AEI_calcined
1331,22.31,291.0,CHA/AEI_calcined
1332,22.323,301.0,CHA/AEI_calcined
1333,22.336,294.0,CHA/AEI_calcined
1334,22.349,295.0,CHA/AEI_calcined
1335,22.362,296.0,CHA/AEI_calcined
1336,22.375,295.0,CHA/AEI_calcined
1337,22.388,297.0,CHA/AEI_calcined
1338,22.401,288.0,CHA/AEI_calcined
1339,22.414,297.0,CHA/AEI_calcined
1340,22.427,289.0,CHA/AEI_calcined
1341,22.44,289.0,CHA/AEI_calcined
1342,22.453,295.0,CHA/AEI_calcined
1343,22.466,293.0,CHA/AEI_calcined
1344,22.479,292.0,CHA/AEI_calcined
1345,22.492,296.0,CHA/AEI_calcined
1346,22.505,292.0,CHA/AEI_calcined
1347,22.518,293.0,CHA/AEI_calcined
1348,22.531,295.0,CHA/AEI_calcined
1349,22.544,298.0,CHA/AEI_calcined
1350,22.557,295.0,CHA/AEI_calcined
1351,22.57,288.0,CHA/AEI_calcined
1352,22.583,287.0,CHA/AEI_calcined
1353,22.596,289.0,CHA/AEI_calcined
1354,22.609,288.0,CHA/AEI_calcined
1355,22.622,290.0,CHA/AEI_calcined
1356,22.635,288.0,CHA/AEI_calcined
1357,22.648,288.0,CHA/AEI_calcined
1358,22.661,289.0,CHA/AEI_calcined
1359,22.674,288.0,CHA/AEI_calcined
1360,22.687,289.0,CHA/AEI_calcined
1361,22.7,288.0,CHA/AEI_calcined
1362,22.713,289.0,CHA/AEI_calcined
1363,22.726,290.0,CHA/AEI_calcined
1364,22.739,288.0,CHA/AEI_calcined
1365,22.752,285.0,CHA/AEI_calcined
1366,22.765,286.0,CHA/AEI_calcined
1367,22.778,289.0,CHA/AEI_calcined
1368,22.791,288.0,CHA/AEI_calcined
1369,22.804,288.0,CHA/AEI_calcined
1370,22.817,288.0,CHA/AEI_calcined
1371,22.83,287.0,CHA/AEI_calcined
1372,22.843,288.0,CHA/AEI_calcined
1373,22.856,289.0,CHA/AEI_calcined
1374,22.869,292.0,CHA/AEI_calcined
1375,22.882,294.0,CHA/AEI_calcined
1376,22.895,289.0,CHA/AEI_calcined
1377,22.908,292.0,CHA/AEI_calcined
1378,22.921,288.0,CHA/AEI_calcined
1379,22.934,286.0,CHA/AEI_calcined
1380,22.947,286.0,CHA/AEI_calcined
1381,22.96,293.0,CHA/AEI_calcined
1382,22.973,296.0,CHA/AEI_calcined
1383,22.986,294.0,CHA/AEI_calcined
1384,22.999,295.0,CHA/AEI_calcined
1385,23.012,291.0,CHA/AEI_calcined
1386,23.025,291.0,CHA/AEI_calcined
1387,23.038,294.0,CHA/AEI_calcined
1388,23.051,295.0,CHA/AEI_calcined
1389,23.064,302.0,CHA/AEI_calcined
1390,23.077,306.0,CHA/AEI_calcined
1391,23.09,305.0,CHA/AEI_calcined
1392,23.103,303.0,CHA/AEI_calcined
1393,23.116,310.0,CHA/AEI_calcined
1394,23.129,312.0,CHA/AEI_calcined
1395,23.142,315.0,CHA/AEI_calcined
1396,23.155,324.0,CHA/AEI_calcined
1397,23.168,327.0,CHA/AEI_calcined
1398,23.181,332.0,CHA/AEI_calcined
1399,23.194,339.0,CHA/AEI_calcined
1400,23.207,342.0,CHA/AEI_calcined
1401,23.22,352.0,CHA/AEI_calcined
1402,23.233,356.0,CHA/AEI_calcined
1403,23.246,366.0,CHA/AEI_calcined
1404,23.259,359.0,CHA/AEI_calcined
1405,23.272,372.0,CHA/AEI_calcined
1406,23.285,372.0,CHA/AEI_calcined
1407,23.298,383.0,CHA/AEI_calcined
1408,23.311,382.0,CHA/AEI_calcined
1409,23.324,383.0,CHA/AEI_calcined
1410,23.337,383.0,CHA/AEI_calcined
1411,23.35,370.0,CHA/AEI_calcined
1412,23.363,369.0,CHA/AEI_calcined
1413,23.376,366.0,CHA/AEI_calcined
1414,23.389,367.0,CHA/AEI_calcined
1415,23.402,349.0,CHA/AEI_calcined
1416,23.415,354.0,CHA/AEI_calcined
1417,23.428,347.0,CHA/AEI_calcined
1418,23.441,336.0,CHA/AEI_calcined
1419,23.454,332.0,CHA/AEI_calcined
1420,23.467,325.0,CHA/AEI_calcined
1421,23.48,328.0,CHA/AEI_calcined
1422,23.493,330.0,CHA/AEI_calcined
1423,23.506,318.0,CHA/AEI_calcined
1424,23.519,327.0,CHA/AEI_calcined
1425,23.532,312.0,CHA/AEI_calcined
1426,23.545,313.0,CHA/AEI_calcined
1427,23.558,317.0,CHA/AEI_calcined
1428,23.571,315.0,CHA/AEI_calcined
1429,23.584,304.0,CHA/AEI_calcined
1430,23.597,318.0,CHA/AEI_calcined
1431,23.61,318.0,CHA/AEI_calcined
1432,23.623,311.0,CHA/AEI_calcined
1433,23.636,311.0,CHA/AEI_calcined
1434,23.649,308.0,CHA/AEI_calcined
1435,23.662,312.0,CHA/AEI_calcined
1436,23.675,311.0,CHA/AEI_calcined
1437,23.688,309.0,CHA/AEI_calcined
1438,23.701,313.0,CHA/AEI_calcined
1439,23.714,316.0,CHA/AEI_calcined
1440,23.727,312.0,CHA/AEI_calcined
1441,23.74,314.0,CHA/AEI_calcined
1442,23.753,311.0,CHA/AEI_calcined
1443,23.766,309.0,CHA/AEI_calcined
1444,23.779,315.0,CHA/AEI_calcined
1445,23.792,317.0,CHA/AEI_calcined
1446,23.805,315.0,CHA/AEI_calcined
1447,23.818,317.0,CHA/AEI_calcined
1448,23.831,317.0,CHA/AEI_calcined
1449,23.844,314.0,CHA/AEI_calcined
1450,23.857,315.0,CHA/AEI_calcined
1451,23.87,314.0,CHA/AEI_calcined
1452,23.883,316.0,CHA/AEI_calcined
1453,23.896,317.0,CHA/AEI_calcined
1454,23.909,315.0,CHA/AEI_calcined
1455,23.922,315.0,CHA/AEI_calcined
1456,23.935,316.0,CHA/AEI_calcined
1457,23.948,318.0,CHA/AEI_calcined
1458,23.961,317.0,CHA/AEI_calcined
1459,23.974,319.0,CHA/AEI_calcined
1460,23.987,323.0,CHA/AEI_calcined
1461,24.0,326.0,CHA/AEI_calcined
1462,24.013,326.0,CHA/AEI_calcined
1463,24.026,320.0,CHA/AEI_calcined
1464,24.039,321.0,CHA/AEI_calcined
1465,24.052,325.0,CHA/AEI_calcined
1466,24.065,324.0,CHA/AEI_calcined
1467,24.078,325.0,CHA/AEI_calcined
1468,24.091,332.0,CHA/AEI_calcined
1469,24.104,334.0,CHA/AEI_calcined
1470,24.117,331.0,CHA/AEI_calcined
1471,24.13,331.0,CHA/AEI_calcined
1472,24.143,329.0,CHA/AEI_calcined
1473,24.156,330.0,CHA/AEI_calcined
1474,24.169,329.0,CHA/AEI_calcined
1475,24.182,328.0,CHA/AEI_calcined
1476,24.195,334.0,CHA/AEI_calcined
1477,24.208,334.0,CHA/AEI_calcined
1478,24.221,332.0,CHA/AEI_calcined
1479,24.234,332.0,CHA/AEI_calcined
1480,24.247,335.0,CHA/AEI_calcined
1481,24.26,336.0,CHA/AEI_calcined
1482,24.273,335.0,CHA/AEI_calcined
1483,24.286,337.0,CHA/AEI_calcined
1484,24.299,335.0,CHA/AEI_calcined
1485,24.312,336.0,CHA/AEI_calcined
1486,24.325,334.0,CHA/AEI_calcined
1487,24.338,338.0,CHA/AEI_calcined
1488,24.351,339.0,CHA/AEI_calcined
1489,24.364,337.0,CHA/AEI_calcined
1490,24.377,338.0,CHA/AEI_calcined
1491,24.39,334.0,CHA/AEI_calcined
1492,24.403,340.0,CHA/AEI_calcined
1493,24.416,346.0,CHA/AEI_calcined
1494,24.429,344.0,CHA/AEI_calcined
1495,24.442,337.0,CHA/AEI_calcined
1496,24.455,344.0,CHA/AEI_calcined
1497,24.468,346.0,CHA/AEI_calcined
1498,24.481,342.0,CHA/AEI_calcined
1499,24.494,349.0,CHA/AEI_calcined
1500,24.507,350.0,CHA/AEI_calcined
1501,24.52,351.0,CHA/AEI_calcined
1502,24.533,352.0,CHA/AEI_calcined
1503,24.546,347.0,CHA/AEI_calcined
1504,24.559,341.0,CHA/AEI_calcined
1505,24.572,344.0,CHA/AEI_calcined
1506,24.585,348.0,CHA/AEI_calcined
1507,24.598,351.0,CHA/AEI_calcined
1508,24.611,359.0,CHA/AEI_calcined
1509,24.624,352.0,CHA/AEI_calcined
1510,24.637,356.0,CHA/AEI_calcined
1511,24.65,353.0,CHA/AEI_calcined
1512,24.663,361.0,CHA/AEI_calcined
1513,24.676,355.0,CHA/AEI_calcined
1514,24.689,359.0,CHA/AEI_calcined
1515,24.702,360.0,CHA/AEI_calcined
1516,24.715,362.0,CHA/AEI_calcined
1517,24.728,363.0,CHA/AEI_calcined
1518,24.741,360.0,CHA/AEI_calcined
1519,24.754,375.0,CHA/AEI_calcined
1520,24.767,364.0,CHA/AEI_calcined
1521,24.78,365.0,CHA/AEI_calcined
1522,24.793,367.0,CHA/AEI_calcined
1523,24.806,368.0,CHA/AEI_calcined
1524,24.819,374.0,CHA/AEI_calcined
1525,24.832,375.0,CHA/AEI_calcined
1526,24.845,369.0,CHA/AEI_calcined
1527,24.858,371.0,CHA/AEI_calcined
1528,24.871,371.0,CHA/AEI_calcined
1529,24.884,371.0,CHA/AEI_calcined
1530,24.897,371.0,CHA/AEI_calcined
1531,24.91,382.0,CHA/AEI_calcined
1532,24.923,373.0,CHA/AEI_calcined
1533,24.936,376.0,CHA/AEI_calcined
1534,24.949,379.0,CHA/AEI_calcined
1535,24.962,380.0,CHA/AEI_calcined
1536,24.975,384.0,CHA/AEI_calcined
1537,24.988,382.0,CHA/AEI_calcined
1538,25.001,389.0,CHA/AEI_calcined
1539,25.014,390.0,CHA/AEI_calcined
1540,25.027,390.0,CHA/AEI_calcined
1541,25.04,391.0,CHA/AEI_calcined
1542,25.053,390.0,CHA/AEI_calcined
1543,25.066,400.0,CHA/AEI_calcined
1544,25.079,397.0,CHA/AEI_calcined
1545,25.092,393.0,CHA/AEI_calcined
1546,25.105,398.0,CHA/AEI_calcined
1547,25.118,397.0,CHA/AEI_calcined
1548,25.131,400.0,CHA/AEI_calcined
1549,25.144,405.0,CHA/AEI_calcined
1550,25.157,402.0,CHA/AEI_calcined
1551,25.17,405.0,CHA/AEI_calcined
1552,25.183,407.0,CHA/AEI_calcined
1553,25.196,411.0,CHA/AEI_calcined
1554,25.209,411.0,CHA/AEI_calcined
1555,25.222,414.0,CHA/AEI_calcined
1556,25.235,414.0,CHA/AEI_calcined
1557,25.248,412.0,CHA/AEI_calcined
1558,25.261,410.0,CHA/AEI_calcined
1559,25.274,403.0,CHA/AEI_calcined
1560,25.287,405.0,CHA/AEI_calcined
1561,25.3,404.0,CHA/AEI_calcined
1562,25.313,402.0,CHA/AEI_calcined
1563,25.326,409.0,CHA/AEI_calcined
1564,25.339,408.0,CHA/AEI_calcined
1565,25.352,410.0,CHA/AEI_calcined
1566,25.365,413.0,CHA/AEI_calcined
1567,25.378,406.0,CHA/AEI_calcined
1568,25.391,398.0,CHA/AEI_calcined
1569,25.404,395.0,CHA/AEI_calcined
1570,25.417,397.0,CHA/AEI_calcined
1571,25.43,396.0,CHA/AEI_calcined
1572,25.443,393.0,CHA/AEI_calcined
1573,25.456,393.0,CHA/AEI_calcined
1574,25.469,385.0,CHA/AEI_calcined
1575,25.482,377.0,CHA/AEI_calcined
1576,25.495,381.0,CHA/AEI_calcined
1577,25.508,387.0,CHA/AEI_calcined
1578,25.521,390.0,CHA/AEI_calcined
1579,25.534,385.0,CHA/AEI_calcined
1580,25.547,381.0,CHA/AEI_calcined
1581,25.56,383.0,CHA/AEI_calcined
1582,25.573,381.0,CHA/AEI_calcined
1583,25.586,379.0,CHA/AEI_calcined
1584,25.599,379.0,CHA/AEI_calcined
1585,25.612,379.0,CHA/AEI_calcined
1586,25.625,380.0,CHA/AEI_calcined
1587,25.638,377.0,CHA/AEI_calcined
1588,25.651,372.0,CHA/AEI_calcined
1589,25.664,372.0,CHA/AEI_calcined
1590,25.677,380.0,CHA/AEI_calcined
1591,25.69,375.0,CHA/AEI_calcined
1592,25.703,376.0,CHA/AEI_calcined
1593,25.716,372.0,CHA/AEI_calcined
1594,25.729,365.0,CHA/AEI_calcined
1595,25.742,373.0,CHA/AEI_calcined
1596,25.755,376.0,CHA/AEI_calcined
1597,25.768,378.0,CHA/AEI_calcined
1598,25.781,377.0,CHA/AEI_calcined
1599,25.794,373.0,CHA/AEI_calcined
1600,25.807,374.0,CHA/AEI_calcined
1601,25.82,373.0,CHA/AEI_calcined
1602,25.833,371.0,CHA/AEI_calcined
1603,25.846,380.0,CHA/AEI_calcined
1604,25.859,378.0,CHA/AEI_calcined
1605,25.872,378.0,CHA/AEI_calcined
1606,25.885,372.0,CHA/AEI_calcined
1607,25.898,372.0,CHA/AEI_calcined
1608,25.911,381.0,CHA/AEI_calcined
1609,25.924,385.0,CHA/AEI_calcined
1610,25.937,383.0,CHA/AEI_calcined
1611,25.95,393.0,CHA/AEI_calcined
1612,25.963,392.0,CHA/AEI_calcined
1613,25.976,402.0,CHA/AEI_calcined
1614,25.989,404.0,CHA/AEI_calcined
1615,26.002,407.0,CHA/AEI_calcined
1616,26.015,418.0,CHA/AEI_calcined
1617,26.028,421.0,CHA/AEI_calcined
1618,26.041,426.0,CHA/AEI_calcined
1619,26.054,451.0,CHA/AEI_calcined
1620,26.067,449.0,CHA/AEI_calcined
1621,26.08,463.0,CHA/AEI_calcined
1622,26.093,470.0,CHA/AEI_calcined
1623,26.106,479.0,CHA/AEI_calcined
1624,26.119,485.0,CHA/AEI_calcined
1625,26.132,502.0,CHA/AEI_calcined
1626,26.145,522.0,CHA/AEI_calcined
1627,26.158,536.0,CHA/AEI_calcined
1628,26.171,533.0,CHA/AEI_calcined
1629,26.184,534.0,CHA/AEI_calcined
1630,26.197,530.0,CHA/AEI_calcined
1631,26.21,533.0,CHA/AEI_calcined
1632,26.223,522.0,CHA/AEI_calcined
1633,26.236,513.0,CHA/AEI_calcined
1634,26.249,503.0,CHA/AEI_calcined
1635,26.262,493.0,CHA/AEI_calcined
1636,26.275,483.0,CHA/AEI_calcined
1637,26.288,473.0,CHA/AEI_calcined
1638,26.301,451.0,CHA/AEI_calcined
1639,26.314,442.0,CHA/AEI_calcined
1640,26.327,437.0,CHA/AEI_calcined
1641,26.34,417.0,CHA/AEI_calcined
1642,26.353,407.0,CHA/AEI_calcined
1643,26.366,389.0,CHA/AEI_calcined
1644,26.379,381.0,CHA/AEI_calcined
1645,26.392,377.0,CHA/AEI_calcined
1646,26.405,365.0,CHA/AEI_calcined
1647,26.418,357.0,CHA/AEI_calcined
1648,26.431,354.0,CHA/AEI_calcined
1649,26.444,354.0,CHA/AEI_calcined
1650,26.457,345.0,CHA/AEI_calcined
1651,26.47,340.0,CHA/AEI_calcined
1652,26.483,336.0,CHA/AEI_calcined
1653,26.496,332.0,CHA/AEI_calcined
1654,26.509,330.0,CHA/AEI_calcined
1655,26.522,326.0,CHA/AEI_calcined
1656,26.535,320.0,CHA/AEI_calcined
1657,26.548,321.0,CHA/AEI_calcined
1658,26.561,320.0,CHA/AEI_calcined
1659,26.574,318.0,CHA/AEI_calcined
1660,26.587,317.0,CHA/AEI_calcined
1661,26.6,313.0,CHA/AEI_calcined
1662,26.613,309.0,CHA/AEI_calcined
1663,26.626,307.0,CHA/AEI_calcined
1664,26.639,302.0,CHA/AEI_calcined
1665,26.652,299.0,CHA/AEI_calcined
1666,26.665,297.0,CHA/AEI_calcined
1667,26.678,296.0,CHA/AEI_calcined
1668,26.691,297.0,CHA/AEI_calcined
1669,26.704,296.0,CHA/AEI_calcined
1670,26.717,296.0,CHA/AEI_calcined
1671,26.73,289.0,CHA/AEI_calcined
1672,26.743,288.0,CHA/AEI_calcined
1673,26.756,295.0,CHA/AEI_calcined
1674,26.769,294.0,CHA/AEI_calcined
1675,26.782,288.0,CHA/AEI_calcined
1676,26.795,286.0,CHA/AEI_calcined
1677,26.808,287.0,CHA/AEI_calcined
1678,26.821,284.0,CHA/AEI_calcined
1679,26.834,281.0,CHA/AEI_calcined
1680,26.847,281.0,CHA/AEI_calcined
1681,26.86,281.0,CHA/AEI_calcined
1682,26.873,275.0,CHA/AEI_calcined
1683,26.886,273.0,CHA/AEI_calcined
1684,26.899,275.0,CHA/AEI_calcined
1685,26.912,279.0,CHA/AEI_calcined
1686,26.925,279.0,CHA/AEI_calcined
1687,26.938,275.0,CHA/AEI_calcined
1688,26.951,271.0,CHA/AEI_calcined
1689,26.964,268.0,CHA/AEI_calcined
1690,26.977,271.0,CHA/AEI_calcined
1691,26.99,269.0,CHA/AEI_calcined
1692,27.003,269.0,CHA/AEI_calcined
1693,27.016,270.0,CHA/AEI_calcined
1694,27.029,267.0,CHA/AEI_calcined
1695,27.042,266.0,CHA/AEI_calcined
1696,27.055,262.0,CHA/AEI_calcined
1697,27.068,260.0,CHA/AEI_calcined
1698,27.081,254.0,CHA/AEI_calcined
1699,27.094,263.0,CHA/AEI_calcined
1700,27.107,264.0,CHA/AEI_calcined
1701,27.12,267.0,CHA/AEI_calcined
1702,27.133,255.0,CHA/AEI_calcined
1703,27.146,246.0,CHA/AEI_calcined
1704,27.159,247.0,CHA/AEI_calcined
1705,27.172,241.0,CHA/AEI_calcined
1706,27.185,251.0,CHA/AEI_calcined
1707,27.198,257.0,CHA/AEI_calcined
1708,27.211,254.0,CHA/AEI_calcined
1709,27.224,247.0,CHA/AEI_calcined
1710,27.237,252.0,CHA/AEI_calcined
1711,27.25,247.0,CHA/AEI_calcined
1712,27.263,244.0,CHA/AEI_calcined
1713,27.276,253.0,CHA/AEI_calcined
1714,27.289,249.0,CHA/AEI_calcined
1715,27.302,247.0,CHA/AEI_calcined
1716,27.315,242.0,CHA/AEI_calcined
1717,27.328,249.0,CHA/AEI_calcined
1718,27.341,249.0,CHA/AEI_calcined
1719,27.354,247.0,CHA/AEI_calcined
1720,27.367,243.0,CHA/AEI_calcined
1721,27.38,242.0,CHA/AEI_calcined
1722,27.393,241.0,CHA/AEI_calcined
1723,27.406,253.0,CHA/AEI_calcined
1724,27.419,241.0,CHA/AEI_calcined
1725,27.432,233.0,CHA/AEI_calcined
1726,27.445,232.0,CHA/AEI_calcined
1727,27.458,237.0,CHA/AEI_calcined
1728,27.471,232.0,CHA/AEI_calcined
1729,27.484,236.0,CHA/AEI_calcined
1730,27.497,242.0,CHA/AEI_calcined
1731,27.51,235.0,CHA/AEI_calcined
1732,27.523,237.0,CHA/AEI_calcined
1733,27.536,238.0,CHA/AEI_calcined
1734,27.549,235.0,CHA/AEI_calcined
1735,27.562,241.0,CHA/AEI_calcined
1736,27.575,240.0,CHA/AEI_calcined
1737,27.588,238.0,CHA/AEI_calcined
1738,27.601,237.0,CHA/AEI_calcined
1739,27.614,236.0,CHA/AEI_calcined
1740,27.627,234.0,CHA/AEI_calcined
1741,27.64,239.0,CHA/AEI_calcined
1742,27.653,240.0,CHA/AEI_calcined
1743,27.666,238.0,CHA/AEI_calcined
1744,27.679,242.0,CHA/AEI_calcined
1745,27.692,238.0,CHA/AEI_calcined
1746,27.705,238.0,CHA/AEI_calcined
1747,27.718,242.0,CHA/AEI_calcined
1748,27.731,244.0,CHA/AEI_calcined
1749,27.744,242.0,CHA/AEI_calcined
1750,27.757,241.0,CHA/AEI_calcined
1751,27.77,248.0,CHA/AEI_calcined
1752,27.783,251.0,CHA/AEI_calcined
1753,27.796,255.0,CHA/AEI_calcined
1754,27.809,250.0,CHA/AEI_calcined
1755,27.822,251.0,CHA/AEI_calcined
1756,27.835,257.0,CHA/AEI_calcined
1757,27.848,262.0,CHA/AEI_calcined
1758,27.861,270.0,CHA/AEI_calcined
1759,27.874,269.0,CHA/AEI_calcined
1760,27.887,273.0,CHA/AEI_calcined
1761,27.9,277.0,CHA/AEI_calcined
1762,27.913,272.0,CHA/AEI_calcined
1763,27.926,275.0,CHA/AEI_calcined
1764,27.939,281.0,CHA/AEI_calcined
1765,27.952,284.0,CHA/AEI_calcined
1766,27.965,284.0,CHA/AEI_calcined
1767,27.978,281.0,CHA/AEI_calcined
1768,27.991,282.0,CHA/AEI_calcined
1769,28.004,279.0,CHA/AEI_calcined
1770,28.017,274.0,CHA/AEI_calcined
1771,28.03,273.0,CHA/AEI_calcined
1772,28.043,271.0,CHA/AEI_calcined
1773,28.056,270.0,CHA/AEI_calcined
1774,28.069,265.0,CHA/AEI_calcined
1775,28.082,262.0,CHA/AEI_calcined
1776,28.095,262.0,CHA/AEI_calcined
1777,28.108,262.0,CHA/AEI_calcined
1778,28.121,261.0,CHA/AEI_calcined
1779,28.134,257.0,CHA/AEI_calcined
1780,28.147,259.0,CHA/AEI_calcined
1781,28.16,259.0,CHA/AEI_calcined
1782,28.173,259.0,CHA/AEI_calcined
1783,28.186,257.0,CHA/AEI_calcined
1784,28.199,262.0,CHA/AEI_calcined
1785,28.212,260.0,CHA/AEI_calcined
1786,28.225,254.0,CHA/AEI_calcined
1787,28.238,260.0,CHA/AEI_calcined
1788,28.251,263.0,CHA/AEI_calcined
1789,28.264,262.0,CHA/AEI_calcined
1790,28.277,264.0,CHA/AEI_calcined
1791,28.29,266.0,CHA/AEI_calcined
1792,28.303,253.0,CHA/AEI_calcined
1793,28.316,261.0,CHA/AEI_calcined
1794,28.329,263.0,CHA/AEI_calcined
1795,28.342,263.0,CHA/AEI_calcined
1796,28.355,266.0,CHA/AEI_calcined
1797,28.368,262.0,CHA/AEI_calcined
1798,28.381,267.0,CHA/AEI_calcined
1799,28.394,266.0,CHA/AEI_calcined
1800,28.407,268.0,CHA/AEI_calcined
1801,28.42,267.0,CHA/AEI_calcined
1802,28.433,269.0,CHA/AEI_calcined
1803,28.446,258.0,CHA/AEI_calcined
1804,28.459,273.0,CHA/AEI_calcined
1805,28.472,268.0,CHA/AEI_calcined
1806,28.485,263.0,CHA/AEI_calcined
1807,28.498,263.0,CHA/AEI_calcined
1808,28.511,256.0,CHA/AEI_calcined
1809,28.524,258.0,CHA/AEI_calcined
1810,28.537,255.0,CHA/AEI_calcined
1811,28.55,256.0,CHA/AEI_calcined
1812,28.563,254.0,CHA/AEI_calcined
1813,28.576,238.0,CHA/AEI_calcined
1814,28.589,246.0,CHA/AEI_calcined
1815,28.602,246.0,CHA/AEI_calcined
1816,28.615,238.0,CHA/AEI_calcined
1817,28.628,244.0,CHA/AEI_calcined
1818,28.641,232.0,CHA/AEI_calcined
1819,28.654,241.0,CHA/AEI_calcined
1820,28.667,227.0,CHA/AEI_calcined
1821,28.68,237.0,CHA/AEI_calcined
1822,28.693,234.0,CHA/AEI_calcined
1823,28.706,231.0,CHA/AEI_calcined
1824,28.719,226.0,CHA/AEI_calcined
1825,28.732,226.0,CHA/AEI_calcined
1826,28.745,226.0,CHA/AEI_calcined
1827,28.758,233.0,CHA/AEI_calcined
1828,28.771,226.0,CHA/AEI_calcined
1829,28.784,229.0,CHA/AEI_calcined
1830,28.797,228.0,CHA/AEI_calcined
1831,28.81,228.0,CHA/AEI_calcined
1832,28.823,224.0,CHA/AEI_calcined
1833,28.836,220.0,CHA/AEI_calcined
1834,28.849,222.0,CHA/AEI_calcined
1835,28.862,221.0,CHA/AEI_calcined
1836,28.875,223.0,CHA/AEI_calcined
1837,28.888,224.0,CHA/AEI_calcined
1838,28.901,220.0,CHA/AEI_calcined
1839,28.914,221.0,CHA/AEI_calcined
1840,28.927,221.0,CHA/AEI_calcined
1841,28.94,216.0,CHA/AEI_calcined
1842,28.953,218.0,CHA/AEI_calcined
1843,28.966,214.0,CHA/AEI_calcined
1844,28.979,214.0,CHA/AEI_calcined
1845,28.992,218.0,CHA/AEI_calcined
1846,29.005,220.0,CHA/AEI_calcined
1847,29.018,221.0,CHA/AEI_calcined
1848,29.031,219.0,CHA/AEI_calcined
1849,29.044,216.0,CHA/AEI_calcined
1850,29.057,224.0,CHA/AEI_calcined
1851,29.07,222.0,CHA/AEI_calcined
1852,29.083,219.0,CHA/AEI_calcined
1853,29.096,218.0,CHA/AEI_calcined
1854,29.109,218.0,CHA/AEI_calcined
1855,29.122,217.0,CHA/AEI_calcined
1856,29.135,216.0,CHA/AEI_calcined
1857,29.148,216.0,CHA/AEI_calcined
1858,29.161,215.0,CHA/AEI_calcined
1859,29.174,216.0,CHA/AEI_calcined
1860,29.187,218.0,CHA/AEI_calcined
1861,29.2,220.0,CHA/AEI_calcined
1862,29.213,218.0,CHA/AEI_calcined
