,x,y,system
632,13.223,580.0,CHA/AEI_calcined
633,13.236,568.0,CHA/AEI_calcined
634,13.249,565.0,CHA/AEI_calcined
635,13.262,558.0,CHA/AEI_calcined
636,13.275,559.0,CHA/AEI_calcined
637,13.288,552.0,CHA/AEI_calcined
638,13.301,547.0,CHA/AEI_calcined
639,13.314,546.0,CHA/AEI_calcined
640,13.327,546.0,CHA/AEI_calcined
641,13.34,540.0,CHA/AEI_calcined
642,13.353,536.0,CHA/AEI_calcined
643,13.366,539.0,CHA/AEI_calcined
644,13.379,528.0,CHA/AEI_calcined
645,13.392,523.0,CHA/AEI_calcined
646,13.405,526.0,CHA/AEI_calcined
647,13.418,526.0,CHA/AEI_calcined
648,13.431,515.0,CHA/AEI_calcined
649,13.444,508.0,CHA/AEI_calcined
650,13.457,513.0,CHA/AEI_calcined
651,13.47,510.0,CHA/AEI_calcined
652,13.483,503.0,CHA/AEI_calcined
653,13.496,496.0,CHA/AEI_calcined
654,13.509,488.0,CHA/AEI_calcined
655,13.522,478.0,CHA/AEI_calcined
656,13.535,469.0,CHA/AEI_calcined
657,13.548,469.0,CHA/AEI_calcined
658,13.561,462.0,CHA/AEI_calcined
659,13.574,455.0,CHA/AEI_calcined
660,13.587,457.0,CHA/AEI_calcined
661,13.6,451.0,CHA/AEI_calcined
662,13.613,441.0,CHA/AEI_calcined
663,13.626,435.0,CHA/AEI_calcined
664,13.639,431.0,CHA/AEI_calcined
665,13.652,433.0,CHA/AEI_calcined
666,13.665,431.0,CHA/AEI_calcined
667,13.678,420.0,CHA/AEI_calcined
668,13.691,416.0,CHA/AEI_calcined
669,13.704,419.0,CHA/AEI_calcined
670,13.717,417.0,CHA/AEI_calcined
671,13.73,412.0,CHA/AEI_calcined
672,13.743,408.0,CHA/AEI_calcined
673,13.756,408.0,CHA/AEI_calcined
674,13.769,415.0,CHA/AEI_calcined
675,13.782,411.0,CHA/AEI_calcined
676,13.795,405.0,CHA/AEI_calcined
677,13.808,402.0,CHA/AEI_calcined
678,13.821,408.0,CHA/AEI_calcined
679,13.834,405.0,CHA/AEI_calcined
680,13.847,410.0,CHA/AEI_calcined
681,13.86,399.0,CHA/AEI_calcined
682,13.873,408.0,CHA/AEI_calcined
683,13.886,408.0,CHA/AEI_calcined
684,13.899,411.0,CHA/AEI_calcined
685,13.912,416.0,CHA/AEI_calcined
686,13.925,417.0,CHA/AEI_calcined
687,13.938,422.0,CHA/AEI_calcined
688,13.951,417.0,CHA/AEI_calcined
689,13.964,427.0,CHA/AEI_calcined
690,13.977,438.0,CHA/AEI_calcined
691,13.99,434.0,CHA/AEI_calcined
692,14.003,442.0,CHA/AEI_calcined
693,14.016,443.0,CHA/AEI_calcined
694,14.029,450.0,CHA/AEI_calcined
695,14.042,460.0,CHA/AEI_calcined
696,14.055,453.0,CHA/AEI_calcined
697,14.068,454.0,CHA/AEI_calcined
698,14.081,456.0,CHA/AEI_calcined
699,14.094,463.0,CHA/AEI_calcined
700,14.107,457.0,CHA/AEI_calcined
701,14.12,455.0,CHA/AEI_calcined
702,14.133,458.0,CHA/AEI_calcined
703,14.146,451.0,CHA/AEI_calcined
704,14.159,452.0,CHA/AEI_calcined
705,14.172,437.0,CHA/AEI_calcined
706,14.185,435.0,CHA/AEI_calcined
707,14.198,433.0,CHA/AEI_calcined
708,14.211,423.0,CHA/AEI_calcined
709,14.224,420.0,CHA/AEI_calcined
710,14.237,413.0,CHA/AEI_calcined
711,14.25,420.0,CHA/AEI_calcined
712,14.263,417.0,CHA/AEI_calcined
713,14.276,402.0,CHA/AEI_calcined
714,14.289,399.0,CHA/AEI_calcined
715,14.302,401.0,CHA/AEI_calcined
716,14.315,404.0,CHA/AEI_calcined
717,14.328,400.0,CHA/AEI_calcined
718,14.341,402.0,CHA/AEI_calcined
719,14.354,399.0,CHA/AEI_calcined
720,14.367,402.0,CHA/AEI_calcined
721,14.38,400.0,CHA/AEI_calcined
722,14.393,391.0,CHA/AEI_calcined
723,14.406,393.0,CHA/AEI_calcined
724,14.419,397.0,CHA/AEI_calcined
725,14.432,390.0,CHA/AEI_calcined
726,14.445,394.0,CHA/AEI_calcined
727,14.458,396.0,CHA/AEI_calcined
728,14.471,391.0,CHA/AEI_calcined
729,14.484,395.0,CHA/AEI_calcined
730,14.497,388.0,CHA/AEI_calcined
731,14.51,397.0,CHA/AEI_calcined
732,14.523,392.0,CHA/AEI_calcined
733,14.536,398.0,CHA/AEI_calcined
734,14.549,400.0,CHA/AEI_calcined
735,14.562,396.0,CHA/AEI_calcined
736,14.575,389.0,CHA/AEI_calcined
737,14.588,386.0,CHA/AEI_calcined
738,14.601,389.0,CHA/AEI_calcined
739,14.614,388.0,CHA/AEI_calcined
740,14.627,387.0,CHA/AEI_calcined
741,14.64,384.0,CHA/AEI_calcined
742,14.653,387.0,CHA/AEI_calcined
743,14.666,390.0,CHA/AEI_calcined
744,14.679,392.0,CHA/AEI_calcined
745,14.692,393.0,CHA/AEI_calcined
746,14.705,386.0,CHA/AEI_calcined
747,14.718,387.0,CHA/AEI_calcined
748,14.731,386.0,CHA/AEI_calcined
749,14.744,386.0,CHA/AEI_calcined
750,14.757,390.0,CHA/AEI_calcined
751,14.77,390.0,CHA/AEI_calcined
752,14.783,390.0,CHA/AEI_calcined
753,14.796,388.0,CHA/AEI_calcined
754,14.809,389.0,CHA/AEI_calcined
755,14.822,387.0,CHA/AEI_calcined
756,14.835,382.0,CHA/AEI_calcined
757,14.848,384.0,CHA/AEI_calcined
758,14.861,383.0,CHA/AEI_calcined
759,14.874,377.0,CHA/AEI_calcined
760,14.887,374.0,CHA/AEI_calcined
761,14.9,380.0,CHA/AEI_calcined
762,14.913,381.0,CHA/AEI_calcined
763,14.926,372.0,CHA/AEI_calcined
764,14.939,377.0,CHA/AEI_calcined
765,14.952,381.0,CHA/AEI_calcined
766,14.965,376.0,CHA/AEI_calcined
767,14.978,370.0,CHA/AEI_calcined
768,14.991,372.0,CHA/AEI_calcined
769,15.004,383.0,CHA/AEI_calcined
770,15.017,386.0,CHA/AEI_calcined
771,15.03,380.0,CHA/AEI_calcined
772,15.043,378.0,CHA/AEI_calcined
773,15.056,380.0,CHA/AEI_calcined
774,15.069,380.0,CHA/AEI_calcined
775,15.082,378.0,CHA/AEI_calcined
776,15.095,379.0,CHA/AEI_calcined
777,15.108,382.0,CHA/AEI_calcined
778,15.121,375.0,CHA/AEI_calcined
779,15.134,379.0,CHA/AEI_calcined
780,15.147,375.0,CHA/AEI_calcined
781,15.16,375.0,CHA/AEI_calcined
782,15.173,381.0,CHA/AEI_calcined
783,15.186,380.0,CHA/AEI_calcined
784,15.199,378.0,CHA/AEI_calcined
785,15.212,380.0,CHA/AEI_calcined
786,15.225,379.0,CHA/AEI_calcined
787,15.238,369.0,CHA/AEI_calcined
788,15.251,375.0,CHA/AEI_calcined
789,15.264,376.0,CHA/AEI_calcined
790,15.277,379.0,CHA/AEI_calcined
791,15.29,379.0,CHA/AEI_calcined
792,15.303,373.0,CHA/AEI_calcined
793,15.316,371.0,CHA/AEI_calcined
794,15.329,384.0,CHA/AEI_calcined
795,15.342,374.0,CHA/AEI_calcined
796,15.355,372.0,CHA/AEI_calcined
797,15.368,375.0,CHA/AEI_calcined
798,15.381,375.0,CHA/AEI_calcined
799,15.394,380.0,CHA/AEI_calcined
800,15.407,374.0,CHA/AEI_calcined
801,15.42,378.0,CHA/AEI_calcined
802,15.433,377.0,CHA/AEI_calcined
803,15.446,379.0,CHA/AEI_calcined
804,15.459,385.0,CHA/AEI_calcined
805,15.472,383.0,CHA/AEI_calcined
806,15.485,372.0,CHA/AEI_calcined
807,15.498,383.0,CHA/AEI_calcined
808,15.511,373.0,CHA/AEI_calcined
809,15.524,370.0,CHA/AEI_calcined
810,15.537,373.0,CHA/AEI_calcined
811,15.55,383.0,CHA/AEI_calcined
812,15.563,384.0,CHA/AEI_calcined
813,15.576,385.0,CHA/AEI_calcined
814,15.589,375.0,CHA/AEI_calcined
815,15.602,389.0,CHA/AEI_calcined
816,15.615,380.0,CHA/AEI_calcined
817,15.628,388.0,CHA/AEI_calcined
818,15.641,391.0,CHA/AEI_calcined
819,15.654,391.0,CHA/AEI_calcined
820,15.667,384.0,CHA/AEI_calcined
821,15.68,400.0,CHA/AEI_calcined
822,15.693,399.0,CHA/AEI_calcined
823,15.706,398.0,CHA/AEI_calcined
824,15.719,396.0,CHA/AEI_calcined
825,15.732,400.0,CHA/AEI_calcined
826,15.745,400.0,CHA/AEI_calcined
827,15.758,402.0,CHA/AEI_calcined
828,15.771,395.0,CHA/AEI_calcined
829,15.784,410.0,CHA/AEI_calcined
830,15.797,421.0,CHA/AEI_calcined
831,15.81,414.0,CHA/AEI_calcined
832,15.823,413.0,CHA/AEI_calcined
833,15.836,424.0,CHA/AEI_calcined
834,15.849,435.0,CHA/AEI_calcined
835,15.862,434.0,CHA/AEI_calcined
836,15.875,444.0,CHA/AEI_calcined
837,15.888,452.0,CHA/AEI_calcined
838,15.901,450.0,CHA/AEI_calcined
839,15.914,460.0,CHA/AEI_calcined
840,15.927,474.0,CHA/AEI_calcined
841,15.94,483.0,CHA/AEI_calcined
842,15.953,497.0,CHA/AEI_calcined
843,15.966,512.0,CHA/AEI_calcined
844,15.979,529.0,CHA/AEI_calcined
845,15.992,547.0,CHA/AEI_calcined
846,16.005,564.0,CHA/AEI_calcined
847,16.018,597.0,CHA/AEI_calcined
848,16.031,620.0,CHA/AEI_calcined
849,16.044,637.0,CHA/AEI_calcined
850,16.057,674.0,CHA/AEI_calcined
851,16.07,712.0,CHA/AEI_calcined
852,16.083,745.0,CHA/AEI_calcined
853,16.096,788.0,CHA/AEI_calcined
854,16.109,839.0,CHA/AEI_calcined
855,16.122,889.0,CHA/AEI_calcined
856,16.135,933.0,CHA/AEI_calcined
857,16.148,977.0,CHA/AEI_calcined
858,16.161,1020.0,CHA/AEI_calcined
859,16.174,1056.0,CHA/AEI_calcined
860,16.187,1073.0,CHA/AEI_calcined
861,16.2,1080.0,CHA/AEI_calcined
862,16.213,1067.0,CHA/AEI_calcined
863,16.226,1030.0,CHA/AEI_calcined
864,16.239,999.0,CHA/AEI_calcined
865,16.252,946.0,CHA/AEI_calcined
866,16.265,878.0,CHA/AEI_calcined
867,16.278,820.0,CHA/AEI_calcined
868,16.291,767.0,CHA/AEI_calcined
869,16.304,717.0,CHA/AEI_calcined
870,16.317,669.0,CHA/AEI_calcined
871,16.33,623.0,CHA/AEI_calcined
872,16.343,588.0,CHA/AEI_calcined
873,16.356,565.0,CHA/AEI_calcined
874,16.369,544.0,CHA/AEI_calcined
875,16.382,526.0,CHA/AEI_calcined
876,16.395,509.0,CHA/AEI_calcined
877,16.408,502.0,CHA/AEI_calcined
878,16.421,488.0,CHA/AEI_calcined
879,16.434,479.0,CHA/AEI_calcined
880,16.447,472.0,CHA/AEI_calcined
881,16.46,474.0,CHA/AEI_calcined
882,16.473,475.0,CHA/AEI_calcined
883,16.486,468.0,CHA/AEI_calcined
884,16.499,469.0,CHA/AEI_calcined
885,16.512,458.0,CHA/AEI_calcined
886,16.525,466.0,CHA/AEI_calcined
887,16.538,462.0,CHA/AEI_calcined
888,16.551,462.0,CHA/AEI_calcined
889,16.564,459.0,CHA/AEI_calcined
890,16.577,467.0,CHA/AEI_calcined
891,16.59,453.0,CHA/AEI_calcined
892,16.603,462.0,CHA/AEI_calcined
893,16.616,464.0,CHA/AEI_calcined
894,16.629,463.0,CHA/AEI_calcined
895,16.642,459.0,CHA/AEI_calcined
896,16.655,455.0,CHA/AEI_calcined
897,16.668,463.0,CHA/AEI_calcined
898,16.681,456.0,CHA/AEI_calcined
899,16.694,471.0,CHA/AEI_calcined
900,16.707,467.0,CHA/AEI_calcined
901,16.72,458.0,CHA/AEI_calcined
902,16.733,471.0,CHA/AEI_calcined
903,16.746,462.0,CHA/AEI_calcined
904,16.759,460.0,CHA/AEI_calcined
905,16.772,483.0,CHA/AEI_calcined
906,16.785,483.0,CHA/AEI_calcined
907,16.798,464.0,CHA/AEI_calcined
908,16.811,470.0,CHA/AEI_calcined
909,16.824,470.0,CHA/AEI_calcined
910,16.837,474.0,CHA/AEI_calcined
911,16.85,476.0,CHA/AEI_calcined
912,16.863,481.0,CHA/AEI_calcined
913,16.876,480.0,CHA/AEI_calcined
914,16.889,477.0,CHA/AEI_calcined
915,16.902,479.0,CHA/AEI_calcined
916,16.915,474.0,CHA/AEI_calcined
917,16.928,479.0,CHA/AEI_calcined
918,16.941,479.0,CHA/AEI_calcined
919,16.954,485.0,CHA/AEI_calcined
920,16.967,499.0,CHA/AEI_calcined
921,16.98,482.0,CHA/AEI_calcined
922,16.993,479.0,CHA/AEI_calcined
923,17.006,475.0,CHA/AEI_calcined
924,17.019,478.0,CHA/AEI_calcined
925,17.032,496.0,CHA/AEI_calcined
926,17.045,490.0,CHA/AEI_calcined
927,17.058,486.0,CHA/AEI_calcined
928,17.071,488.0,CHA/AEI_calcined
929,17.084,488.0,CHA/AEI_calcined
930,17.097,486.0,CHA/AEI_calcined
931,17.11,488.0,CHA/AEI_calcined
932,17.123,482.0,CHA/AEI_calcined
933,17.136,482.0,CHA/AEI_calcined
934,17.149,487.0,CHA/AEI_calcined
935,17.162,488.0,CHA/AEI_calcined
936,17.175,486.0,CHA/AEI_calcined
937,17.188,486.0,CHA/AEI_calcined
938,17.201,482.0,CHA/AEI_calcined
939,17.214,481.0,CHA/AEI_calcined
940,17.227,485.0,CHA/AEI_calcined
941,17.24,477.0,CHA/AEI_calcined
942,17.253,480.0,CHA/AEI_calcined
943,17.266,484.0,CHA/AEI_calcined
944,17.279,483.0,CHA/AEI_calcined
945,17.292,483.0,CHA/AEI_calcined
946,17.305,479.0,CHA/AEI_calcined
947,17.318,480.0,CHA/AEI_calcined
948,17.331,477.0,CHA/AEI_calcined
949,17.344,479.0,CHA/AEI_calcined
950,17.357,484.0,CHA/AEI_calcined
951,17.37,485.0,CHA/AEI_calcined
952,17.383,482.0,CHA/AEI_calcined
953,17.396,475.0,CHA/AEI_calcined
954,17.409,480.0,CHA/AEI_calcined
955,17.422,487.0,CHA/AEI_calcined
956,17.435,482.0,CHA/AEI_calcined
957,17.448,473.0,CHA/AEI_calcined
958,17.461,477.0,CHA/AEI_calcined
959,17.474,476.0,CHA/AEI_calcined
960,17.487,470.0,CHA/AEI_calcined
961,17.5,472.0,CHA/AEI_calcined
962,17.513,472.0,CHA/AEI_calcined
963,17.526,472.0,CHA/AEI_calcined
964,17.539,473.0,CHA/AEI_calcined
965,17.552,473.0,CHA/AEI_calcined
966,17.565,472.0,CHA/AEI_calcined
967,17.578,468.0,CHA/AEI_calcined
968,17.591,466.0,CHA/AEI_calcined
969,17.604,462.0,CHA/AEI_calcined
970,17.617,459.0,CHA/AEI_calcined
971,17.63,470.0,CHA/AEI_calcined
972,17.643,472.0,CHA/AEI_calcined
973,17.656,470.0,CHA/AEI_calcined
974,17.669,465.0,CHA/AEI_calcined
975,17.682,465.0,CHA/AEI_calcined
976,17.695,462.0,CHA/AEI_calcined
977,17.708,459.0,CHA/AEI_calcined
978,17.721,466.0,CHA/AEI_calcined
979,17.734,469.0,CHA/AEI_calcined
980,17.747,470.0,CHA/AEI_calcined
981,17.76,467.0,CHA/AEI_calcined
982,17.773,469.0,CHA/AEI_calcined
983,17.786,466.0,CHA/AEI_calcined
984,17.799,459.0,CHA/AEI_calcined
985,17.812,459.0,CHA/AEI_calcined
986,17.825,457.0,CHA/AEI_calcined
987,17.838,460.0,CHA/AEI_calcined
988,17.851,465.0,CHA/AEI_calcined
989,17.864,463.0,CHA/AEI_calcined
990,17.877,473.0,CHA/AEI_calcined
991,17.89,472.0,CHA/AEI_calcined
992,17.903,465.0,CHA/AEI_calcined
993,17.916,459.0,CHA/AEI_calcined
994,17.929,461.0,CHA/AEI_calcined
995,17.942,455.0,CHA/AEI_calcined
996,17.955,457.0,CHA/AEI_calcined
997,17.968,464.0,CHA/AEI_calcined
998,17.981,458.0,CHA/AEI_calcined
999,17.994,463.0,CHA/AEI_calcined
1000,18.007,460.0,CHA/AEI_calcined
1001,18.02,451.0,CHA/AEI_calcined
1002,18.033,440.0,CHA/AEI_calcined
1003,18.046,449.0,CHA/AEI_calcined
1004,18.059,435.0,CHA/AEI_calcined
1005,18.072,434.0,CHA/AEI_calcined
1006,18.085,436.0,CHA/AEI_calcined
1007,18.098,439.0,CHA/AEI_calcined
1008,18.111,432.0,CHA/AEI_calcined
1009,18.124,428.0,CHA/AEI_calcined
1010,18.137,434.0,CHA/AEI_calcined
1011,18.15,420.0,CHA/AEI_calcined
1012,18.163,420.0,CHA/AEI_calcined
1013,18.176,421.0,CHA/AEI_calcined
1014,18.189,426.0,CHA/AEI_calcined
1015,18.202,413.0,CHA/AEI_calcined
1016,18.215,404.0,CHA/AEI_calcined
1017,18.228,411.0,CHA/AEI_calcined
1018,18.241,406.0,CHA/AEI_calcined
1019,18.254,411.0,CHA/AEI_calcined
1020,18.267,403.0,CHA/AEI_calcined
1021,18.28,401.0,CHA/AEI_calcined
1022,18.293,400.0,CHA/AEI_calcined
1023,18.306,399.0,CHA/AEI_calcined
1024,18.319,400.0,CHA/AEI_calcined
1025,18.332,397.0,CHA/AEI_calcined
1026,18.345,395.0,CHA/AEI_calcined
1027,18.358,393.0,CHA/AEI_calcined
1028,18.371,387.0,CHA/AEI_calcined
1029,18.384,383.0,CHA/AEI_calcined
1030,18.397,386.0,CHA/AEI_calcined
1031,18.41,383.0,CHA/AEI_calcined
1032,18.423,381.0,CHA/AEI_calcined
1033,18.436,379.0,CHA/AEI_calcined
1034,18.449,379.0,CHA/AEI_calcined
1035,18.462,378.0,CHA/AEI_calcined
1036,18.475,383.0,CHA/AEI_calcined
1037,18.488,380.0,CHA/AEI_calcined
1038,18.501,385.0,CHA/AEI_calcined
1039,18.514,386.0,CHA/AEI_calcined
1040,18.527,379.0,CHA/AEI_calcined
1041,18.54,374.0,CHA/AEI_calcined
1042,18.553,372.0,CHA/AEI_calcined
1043,18.566,368.0,CHA/AEI_calcined
1044,18.579,366.0,CHA/AEI_calcined
1045,18.592,373.0,CHA/AEI_calcined
1046,18.605,376.0,CHA/AEI_calcined
1047,18.618,379.0,CHA/AEI_calcined
1048,18.631,376.0,CHA/AEI_calcined
1049,18.644,370.0,CHA/AEI_calcined
1050,18.657,367.0,CHA/AEI_calcined
1051,18.67,361.0,CHA/AEI_calcined
1052,18.683,360.0,CHA/AEI_calcined
1053,18.696,368.0,CHA/AEI_calcined
1054,18.709,368.0,CHA/AEI_calcined
1055,18.722,363.0,CHA/AEI_calcined
1056,18.735,362.0,CHA/AEI_calcined
1057,18.748,363.0,CHA/AEI_calcined
1058,18.761,366.0,CHA/AEI_calcined
1059,18.774,365.0,CHA/AEI_calcined
1060,18.787,365.0,CHA/AEI_calcined
1061,18.8,366.0,CHA/AEI_calcined
1062,18.813,364.0,CHA/AEI_calcined
1063,18.826,361.0,CHA/AEI_calcined
1064,18.839,360.0,CHA/AEI_calcined
1065,18.852,363.0,CHA/AEI_calcined
1066,18.865,369.0,CHA/AEI_calcined
1067,18.878,365.0,CHA/AEI_calcined
1068,18.891,355.0,CHA/AEI_calcined
1069,18.904,357.0,CHA/AEI_calcined
1070,18.917,360.0,CHA/AEI_calcined
1071,18.93,365.0,CHA/AEI_calcined
1072,18.943,364.0,CHA/AEI_calcined
1073,18.956,363.0,CHA/AEI_calcined
1074,18.969,370.0,CHA/AEI_calcined
1075,18.982,373.0,CHA/AEI_calcined
1076,18.995,376.0,CHA/AEI_calcined
1077,19.008,374.0,CHA/AEI_calcined
1078,19.021,381.0,CHA/AEI_calcined
1079,19.034,384.0,CHA/AEI_calcined
1080,19.047,384.0,CHA/AEI_calcined
1081,19.06,385.0,CHA/AEI_calcined
1082,19.073,397.0,CHA/AEI_calcined
1083,19.086,401.0,CHA/AEI_calcined
1084,19.099,409.0,CHA/AEI_calcined
1085,19.112,409.0,CHA/AEI_calcined
1086,19.125,415.0,CHA/AEI_calcined
1087,19.138,416.0,CHA/AEI_calcined
1088,19.151,427.0,CHA/AEI_calcined
1089,19.164,440.0,CHA/AEI_calcined
1090,19.177,446.0,CHA/AEI_calcined
1091,19.19,456.0,CHA/AEI_calcined
1092,19.203,455.0,CHA/AEI_calcined
1093,19.216,451.0,CHA/AEI_calcined
1094,19.229,455.0,CHA/AEI_calcined
1095,19.242,460.0,CHA/AEI_calcined
1096,19.255,454.0,CHA/AEI_calcined
1097,19.268,446.0,CHA/AEI_calcined
1098,19.281,436.0,CHA/AEI_calcined
1099,19.294,441.0,CHA/AEI_calcined
1100,19.307,428.0,CHA/AEI_calcined
1101,19.32,413.0,CHA/AEI_calcined
1102,19.333,404.0,CHA/AEI_calcined
1103,19.346,412.0,CHA/AEI_calcined
1104,19.359,404.0,CHA/AEI_calcined
1105,19.372,385.0,CHA/AEI_calcined
1106,19.385,379.0,CHA/AEI_calcined
1107,19.398,376.0,CHA/AEI_calcined
1108,19.411,367.0,CHA/AEI_calcined
1109,19.424,361.0,CHA/AEI_calcined
1110,19.437,363.0,CHA/AEI_calcined
1111,19.45,363.0,CHA/AEI_calcined
1112,19.463,365.0,CHA/AEI_calcined
1113,19.476,367.0,CHA/AEI_calcined
1114,19.489,347.0,CHA/AEI_calcined
1115,19.502,356.0,CHA/AEI_calcined
1116,19.515,352.0,CHA/AEI_calcined
1117,19.528,354.0,CHA/AEI_calcined
1118,19.541,362.0,CHA/AEI_calcined
1119,19.554,356.0,CHA/AEI_calcined
1120,19.567,360.0,CHA/AEI_calcined
1121,19.58,351.0,CHA/AEI_calcined
1122,19.593,349.0,CHA/AEI_calcined
1123,19.606,350.0,CHA/AEI_calcined
1124,19.619,355.0,CHA/AEI_calcined
1125,19.632,355.0,CHA/AEI_calcined
1126,19.645,358.0,CHA/AEI_calcined
1127,19.658,363.0,CHA/AEI_calcined
1128,19.671,364.0,CHA/AEI_calcined
1129,19.684,367.0,CHA/AEI_calcined
1130,19.697,364.0,CHA/AEI_calcined
1131,19.71,364.0,CHA/AEI_calcined
1132,19.723,366.0,CHA/AEI_calcined
1133,19.736,363.0,CHA/AEI_calcined
1134,19.749,367.0,CHA/AEI_calcined
1135,19.762,365.0,CHA/AEI_calcined
1136,19.775,367.0,CHA/AEI_calcined
1137,19.788,369.0,CHA/AEI_calcined
1138,19.801,368.0,CHA/AEI_calcined
1139,19.814,369.0,CHA/AEI_calcined
1140,19.827,370.0,CHA/AEI_calcined
1141,19.84,368.0,CHA/AEI_calcined
1142,19.853,368.0,CHA/AEI_calcined
1143,19.866,374.0,CHA/AEI_calcined
1144,19.879,382.0,CHA/AEI_calcined
1145,19.892,384.0,CHA/AEI_calcined
1146,19.905,379.0,CHA/AEI_calcined
1147,19.918,372.0,CHA/AEI_calcined
1148,19.931,382.0,CHA/AEI_calcined
1149,19.944,384.0,CHA/AEI_calcined
1150,19.957,384.0,CHA/AEI_calcined
1151,19.97,387.0,CHA/AEI_calcined
1152,19.983,385.0,CHA/AEI_calcined
1153,19.996,386.0,CHA/AEI_calcined
1154,20.009,391.0,CHA/AEI_calcined
1155,20.022,392.0,CHA/AEI_calcined
1156,20.035,395.0,CHA/AEI_calcined
1157,20.048,401.0,CHA/AEI_calcined
1158,20.061,399.0,CHA/AEI_calcined
1159,20.074,395.0,CHA/AEI_calcined
1160,20.087,398.0,CHA/AEI_calcined
1161,20.1,397.0,CHA/AEI_calcined
1162,20.113,402.0,CHA/AEI_calcined
1163,20.126,408.0,CHA/AEI_calcined
1164,20.139,407.0,CHA/AEI_calcined
1165,20.152,414.0,CHA/AEI_calcined
1166,20.165,414.0,CHA/AEI_calcined
1167,20.178,414.0,CHA/AEI_calcined
1168,20.191,418.0,CHA/AEI_calcined
1169,20.204,416.0,CHA/AEI_calcined
1170,20.217,418.0,CHA/AEI_calcined
1171,20.23,429.0,CHA/AEI_calcined
1172,20.243,430.0,CHA/AEI_calcined
1173,20.256,427.0,CHA/AEI_calcined
1174,20.269,433.0,CHA/AEI_calcined
1175,20.282,438.0,CHA/AEI_calcined
1176,20.295,436.0,CHA/AEI_calcined
1177,20.308,448.0,CHA/AEI_calcined
1178,20.321,447.0,CHA/AEI_calcined
1179,20.334,442.0,CHA/AEI_calcined
1180,20.347,444.0,CHA/AEI_calcined
1181,20.36,456.0,CHA/AEI_calcined
1182,20.373,471.0,CHA/AEI_calcined
1183,20.386,472.0,CHA/AEI_calcined
1184,20.399,463.0,CHA/AEI_calcined
1185,20.412,475.0,CHA/AEI_calcined
1186,20.425,482.0,CHA/AEI_calcined
1187,20.438,485.0,CHA/AEI_calcined
1188,20.451,486.0,CHA/AEI_calcined
1189,20.464,494.0,CHA/AEI_calcined
1190,20.477,496.0,CHA/AEI_calcined
1191,20.49,514.0,CHA/AEI_calcined
1192,20.503,525.0,CHA/AEI_calcined
1193,20.516,546.0,CHA/AEI_calcined
1194,20.529,556.0,CHA/AEI_calcined
1195,20.542,567.0,CHA/AEI_calcined
1196,20.555,575.0,CHA/AEI_calcined
1197,20.568,594.0,CHA/AEI_calcined
1198,20.581,615.0,CHA/AEI_calcined
1199,20.594,639.0,CHA/AEI_calcined
1200,20.607,655.0,CHA/AEI_calcined
1201,20.62,688.0,CHA/AEI_calcined
1202,20.633,713.0,CHA/AEI_calcined
1203,20.646,747.0,CHA/AEI_calcined
1204,20.659,780.0,CHA/AEI_calcined
1205,20.672,811.0,CHA/AEI_calcined
1206,20.685,859.0,CHA/AEI_calcined
1207,20.698,909.0,CHA/AEI_calcined
1208,20.711,948.0,CHA/AEI_calcined
1209,20.724,996.0,CHA/AEI_calcined
1210,20.737,1062.0,CHA/AEI_calcined
1211,20.75,1116.0,CHA/AEI_calcined
1212,20.763,1172.0,CHA/AEI_calcined
1213,20.776,1215.0,CHA/AEI_calcined
1214,20.789,1232.0,CHA/AEI_calcined
1215,20.802,1262.0,CHA/AEI_calcined
1216,20.815,1262.0,CHA/AEI_calcined
1217,20.828,1235.0,CHA/AEI_calcined
1218,20.841,1222.0,CHA/AEI_calcined
1219,20.854,1195.0,CHA/AEI_calcined
1220,20.867,1152.0,CHA/AEI_calcined
1221,20.88,1119.0,CHA/AEI_calcined
1222,20.893,1053.0,CHA/AEI_calcined
1223,20.906,1010.0,CHA/AEI_calcined
1224,20.919,973.0,CHA/AEI_calcined
1225,20.932,921.0,CHA/AEI_calcined
1226,20.945,883.0,CHA/AEI_calcined
1227,20.958,832.0,CHA/AEI_calcined
1228,20.971,803.0,CHA/AEI_calcined
1229,20.984,763.0,CHA/AEI_calcined
1230,20.997,736.0,CHA/AEI_calcined
1231,21.01,716.0,CHA/AEI_calcined
1232,21.023,692.0,CHA/AEI_calcined
1233,21.036,669.0,CHA/AEI_calcined
1234,21.049,649.0,CHA/AEI_calcined
1235,21.062,640.0,CHA/AEI_calcined
1236,21.075,614.0,CHA/AEI_calcined
1237,21.088,612.0,CHA/AEI_calcined
1238,21.101,607.0,CHA/AEI_calcined
1239,21.114,600.0,CHA/AEI_calcined
1240,21.127,586.0,CHA/AEI_calcined
1241,21.14,588.0,CHA/AEI_calcined
1242,21.153,592.0,CHA/AEI_calcined
1243,21.166,574.0,CHA/AEI_calcined
1244,21.179,565.0,CHA/AEI_calcined
1245,21.192,551.0,CHA/AEI_calcined
1246,21.205,545.0,CHA/AEI_calcined
1247,21.218,541.0,CHA/AEI_calcined
1248,21.231,538.0,CHA/AEI_calcined
1249,21.244,534.0,CHA/AEI_calcined
1250,21.257,534.0,CHA/AEI_calcined
1251,21.27,527.0,CHA/AEI_calcined
1252,21.283,524.0,CHA/AEI_calcined
1253,21.296,521.0,CHA/AEI_calcined
1254,21.309,519.0,CHA/AEI_calcined
