,Wavenumber,Absolute_R,osda
449,17.48348242,96.82902527,spiro-Co
450,17.500150389999998,96.79098511,spiro-Co
451,17.51681641,96.7778244,spiro-Co
452,17.53348438,96.74621582,spiro-Co
453,17.55015039,96.70004272,spiro-Co
454,17.566818360000003,96.657341,spiro-Co
455,17.58348438,96.62169647,spiro-Co
456,17.60015234,96.61923218,spiro-Co
457,17.61681836,96.55639648,spiro-Co
458,17.63348633,96.51384735,spiro-Co
459,17.65015234,96.49816132,spiro-Co
460,17.66682031,96.43545532,spiro-Co
461,17.68348633,96.44410706,spiro-Co
462,17.700154299999998,96.33698273,spiro-Co
463,17.71682031,96.3396225,spiro-Co
464,17.733488280000003,96.35673523,spiro-Co
465,17.7501543,96.25113678,spiro-Co
466,17.766822270000002,96.24717712,spiro-Co
467,17.78348828,96.19068146,spiro-Co
468,17.80015625,96.20475006,spiro-Co
469,17.81682227,96.14135742,spiro-Co
470,17.83349023,96.11759186,spiro-Co
471,17.85015625,96.10240173,spiro-Co
472,17.866824219999998,96.08409119,spiro-Co
473,17.88349023,96.01781464,spiro-Co
474,17.9001582,95.97627258,spiro-Co
475,17.91682422,95.96909332,spiro-Co
476,17.933492190000003,95.96337891,spiro-Co
477,17.9501582,95.9789505,spiro-Co
478,17.96682617,95.94365692,spiro-Co
479,17.98349219,95.90596008,spiro-Co
480,18.00016016,95.90400696,spiro-Co
481,18.01682617,95.85433197,spiro-Co
482,18.03349414,95.82498932,spiro-Co
483,18.05016016,95.82185364,spiro-Co
484,18.06682813,95.79810333,spiro-Co
485,18.08349414,95.84217072,spiro-Co
486,18.10016211,95.77152252,spiro-Co
487,18.116828130000002,95.78688049,spiro-Co
488,18.13349609,95.73821259,spiro-Co
489,18.15016211,95.73430634,spiro-Co
490,18.16683008,95.69876862,spiro-Co
491,18.183496090000002,95.70992279,spiro-Co
492,18.20016406,95.69093323,spiro-Co
493,18.21683008,95.67544556,spiro-Co
494,18.233498049999998,95.67280579,spiro-Co
495,18.25016406,95.62863159,spiro-Co
496,18.26683203,95.63899994,spiro-Co
497,18.28349805,95.62740326,spiro-Co
498,18.30016602,95.65475464,spiro-Co
499,18.31683203,95.60676575,spiro-Co
500,18.3335,95.56417847,spiro-Co
501,18.35016602,95.59791565,spiro-Co
502,18.36683398,95.56442261,spiro-Co
503,18.3835,95.55221558,spiro-Co
504,18.40016797,95.54400635,spiro-Co
505,18.41683398,95.55053711,spiro-Co
506,18.43350195,95.53505707,spiro-Co
507,18.45016797,95.53565216,spiro-Co
508,18.46683594,95.50479126,spiro-Co
509,18.48350195,95.52407074,spiro-Co
510,18.50016992,95.48468781,spiro-Co
511,18.51683594,95.49893951,spiro-Co
512,18.53350391,95.50868225,spiro-Co
513,18.550169920000002,95.49523926,spiro-Co
514,18.56683789,95.49343872,spiro-Co
515,18.58350391,95.43681335,spiro-Co
516,18.60017188,95.44827271,spiro-Co
517,18.61683789,95.42793274,spiro-Co
518,18.63350586,95.44745636,spiro-Co
519,18.650171880000002,95.45160675,spiro-Co
520,18.66683984,95.43927002,spiro-Co
521,18.68350586,95.41797638,spiro-Co
522,18.70017383,95.38883972,spiro-Co
523,18.716839840000002,95.3997879,spiro-Co
524,18.73350781,95.37210846,spiro-Co
525,18.75017383,95.37851715,spiro-Co
526,18.766841799999998,95.41111755,spiro-Co
527,18.78350781,95.38707733,spiro-Co
528,18.80017578,95.39715576,spiro-Co
529,18.8168418,95.39245605,spiro-Co
530,18.83350977,95.35855865,spiro-Co
531,18.85017578,95.37378693,spiro-Co
532,18.86684375,95.38977814,spiro-Co
533,18.88350977,95.38976288,spiro-Co
534,18.90017773,95.38068390000001,spiro-Co
535,18.91684375,95.35641479,spiro-Co
536,18.93351172,95.36845398,spiro-Co
537,18.950179690000002,95.40871429,spiro-Co
538,18.9668457,95.37489319,spiro-Co
539,18.98351367,95.34114838,spiro-Co
540,19.00017969,95.35193634,spiro-Co
541,19.01684766,95.37251282,spiro-Co
542,19.03351367,95.35964966,spiro-Co
543,19.050181639999998,95.39141846,spiro-Co
544,19.06684766,95.38154602,spiro-Co
545,19.08351563,95.37489319,spiro-Co
546,19.10018164,95.41967009999999,spiro-Co
547,19.116849610000003,95.34860992,spiro-Co
548,19.13351563,95.37601471,spiro-Co
549,19.15018359,95.37142944,spiro-Co
550,19.16684961,95.38095093,spiro-Co
551,19.18351758,95.40101624,spiro-Co
552,19.20018359,95.37028503,spiro-Co
553,19.21685156,95.38463593,spiro-Co
554,19.23351758,95.44441986,spiro-Co
555,19.250185549999998,95.39135742,spiro-Co
556,19.26685156,95.3653183,spiro-Co
557,19.283519530000003,95.38779449,spiro-Co
558,19.30018555,95.40242767,spiro-Co
559,19.316853520000002,95.39253998,spiro-Co
560,19.33351953,95.38871002,spiro-Co
561,19.3501875,95.38566589,spiro-Co
562,19.36685352,95.39273071,spiro-Co
563,19.38352148,95.37564087,spiro-Co
564,19.4001875,95.44090271,spiro-Co
565,19.416855469999998,95.38825226,spiro-Co
566,19.43352148,95.40493011,spiro-Co
567,19.450189450000003,95.40454102,spiro-Co
568,19.46685547,95.39229584,spiro-Co
569,19.483523440000003,95.38362885,spiro-Co
570,19.50018945,95.41558838,spiro-Co
571,19.51685742,95.44246674,spiro-Co
572,19.53352344,95.42333984,spiro-Co
573,19.55019141,95.4465332,spiro-Co
574,19.56685742,95.43517303,spiro-Co
575,19.58352539,95.39602661,spiro-Co
576,19.60019141,95.43236542,spiro-Co
577,19.61685938,95.4232254,spiro-Co
578,19.63352539,95.46302795,spiro-Co
579,19.65019336,95.42934418,spiro-Co
580,19.666859380000002,95.45558929,spiro-Co
581,19.68352734,95.40566254,spiro-Co
582,19.70019336,95.4458313,spiro-Co
583,19.71686133,95.45650482,spiro-Co
584,19.733527340000002,95.43778992,spiro-Co
585,19.75019531,95.43887329,spiro-Co
586,19.76686133,95.46101379,spiro-Co
587,19.783529299999998,95.43944549999999,spiro-Co
588,19.80019531,95.44606018,spiro-Co
589,19.81686328,95.46859741,spiro-Co
590,19.8335293,95.50102997,spiro-Co
591,19.85019727,95.45692444,spiro-Co
592,19.86686328,95.47982788,spiro-Co
593,19.88353125,95.47166443,spiro-Co
594,19.90019727,95.49488831,spiro-Co
595,19.91686523,95.51504517,spiro-Co
596,19.93353125,95.51249695,spiro-Co
597,19.95019922,95.51950073,spiro-Co
598,19.96686523,95.51303101,spiro-Co
599,19.9835332,95.48959351,spiro-Co
600,20.00019922,95.51629639,spiro-Co
601,20.01686719,95.51893616,spiro-Co
602,20.0335332,95.54801178,spiro-Co
603,20.05020117,95.52845764,spiro-Co
604,20.06686719,95.52216339,spiro-Co
605,20.08353516,95.52423859,spiro-Co
606,20.100201170000002,95.50234985,spiro-Co
607,20.11686914,95.51917267,spiro-Co
608,20.13353516,95.55657959,spiro-Co
609,20.15020313,95.56082153,spiro-Co
610,20.16686914,95.55121613,spiro-Co
611,20.18353711,95.58070374,spiro-Co
612,20.200203130000002,95.57643890000001,spiro-Co
613,20.21687109,95.54299927,spiro-Co
614,20.23353711,95.55044556,spiro-Co
615,20.25020508,95.54051208,spiro-Co
616,20.266871090000002,95.54790497,spiro-Co
617,20.28353906,95.56607819,spiro-Co
618,20.30020508,95.58102417,spiro-Co
619,20.316873049999998,95.5918808,spiro-Co
620,20.33353906,95.57080841,spiro-Co
621,20.35020703,95.61459351,spiro-Co
622,20.36687305,95.51828766,spiro-Co
623,20.38354102,95.57756042,spiro-Co
624,20.40020703,95.60541534,spiro-Co
625,20.416875,95.59401703,spiro-Co
626,20.43354102,95.63916779,spiro-Co
627,20.45020898,95.62439728,spiro-Co
628,20.466875,95.6539917,spiro-Co
629,20.48354297,95.63365936,spiro-Co
630,20.50020898,95.59951019,spiro-Co
631,20.51687695,95.60282898,spiro-Co
632,20.53354297,95.59410095,spiro-Co
633,20.55021094,95.61000824,spiro-Co
634,20.56687695,95.61192322,spiro-Co
635,20.58354492,95.63861084,spiro-Co
636,20.60021094,95.65819549999999,spiro-Co
637,20.61687891,95.61387634,spiro-Co
638,20.63354492,95.66883087,spiro-Co
639,20.65021289,95.63288116,spiro-Co
640,20.66687891,95.62895966,spiro-Co
641,20.68354688,95.65104675,spiro-Co
642,20.70021289,95.69574738,spiro-Co
643,20.71688086,95.65974426,spiro-Co
