,x,recall,zeolite
0,0.0,0.0,MOR
1,0.007407407407407408,0.0,MOR
2,0.014814814814814815,0.0,MOR
3,0.022222222222222223,0.0,MOR
4,0.02962962962962963,0.0,MOR
5,0.037037037037037035,0.0,MOR
6,0.044444444444444446,0.0,MOR
7,0.05185185185185186,0.0,MOR
8,0.05925925925925926,0.0,MOR
9,0.06666666666666667,0.0,MOR
10,0.07407407407407407,0.16666666666666666,MOR
11,0.08148148148148149,0.3333333333333333,MOR
12,0.08888888888888889,0.3333333333333333,MOR
13,0.0962962962962963,0.3333333333333333,MOR
14,0.10370370370370371,0.3333333333333333,MOR
15,0.11111111111111112,0.3333333333333333,MOR
16,0.11851851851851852,0.3333333333333333,MOR
17,0.12592592592592594,0.5,MOR
18,0.13333333333333333,0.5,MOR
19,0.14074074074074075,0.5,MOR
20,0.14814814814814814,0.5,MOR
21,0.15555555555555556,0.5,MOR
22,0.16296296296296298,0.5,MOR
23,0.17037037037037037,0.5,MOR
24,0.17777777777777778,0.5,MOR
25,0.1851851851851852,0.5,MOR
26,0.1925925925925926,0.5,MOR
27,0.2,0.5,MOR
28,0.20740740740740743,0.5,MOR
29,0.21481481481481482,0.6666666666666666,MOR
30,0.22222222222222224,0.6666666666666666,MOR
31,0.22962962962962963,0.6666666666666666,MOR
32,0.23703703703703705,0.8333333333333334,MOR
33,0.24444444444444446,0.8333333333333334,MOR
34,0.2518518518518519,0.8333333333333334,MOR
35,0.25925925925925924,0.8333333333333334,MOR
36,0.26666666666666666,0.8333333333333334,MOR
37,0.2740740740740741,0.8333333333333334,MOR
38,0.2814814814814815,0.8333333333333334,MOR
39,0.2888888888888889,0.8333333333333334,MOR
40,0.2962962962962963,1.0,MOR
41,0.3037037037037037,1.0,MOR
42,0.3111111111111111,1.0,MOR
43,0.31851851851851853,1.0,MOR
44,0.32592592592592595,1.0,MOR
45,0.33333333333333337,1.0,MOR
46,0.34074074074074073,1.0,MOR
47,0.34814814814814815,1.0,MOR
48,0.35555555555555557,1.0,MOR
49,0.362962962962963,1.0,MOR
50,0.3703703703703704,1.0,MOR
51,0.37777777777777777,1.0,MOR
52,0.3851851851851852,1.0,MOR
53,0.3925925925925926,1.0,MOR
54,0.4,1.0,MOR
55,0.40740740740740744,1.0,MOR
56,0.41481481481481486,1.0,MOR
57,0.4222222222222222,1.0,MOR
58,0.42962962962962964,1.0,MOR
59,0.43703703703703706,1.0,MOR
60,0.4444444444444445,1.0,MOR
61,0.4518518518518519,1.0,MOR
62,0.45925925925925926,1.0,MOR
63,0.4666666666666667,1.0,MOR
64,0.4740740740740741,1.0,MOR
65,0.4814814814814815,1.0,MOR
66,0.48888888888888893,1.0,MOR
67,0.4962962962962963,1.0,MOR
68,0.5037037037037038,1.0,MOR
69,0.5111111111111112,1.0,MOR
70,0.5185185185185185,1.0,MOR
71,0.5259259259259259,1.0,MOR
72,0.5333333333333333,1.0,MOR
73,0.5407407407407407,1.0,MOR
74,0.5481481481481482,1.0,MOR
75,0.5555555555555556,1.0,MOR
76,0.562962962962963,1.0,MOR
77,0.5703703703703704,1.0,MOR
78,0.5777777777777778,1.0,MOR
79,0.5851851851851853,1.0,MOR
80,0.5925925925925926,1.0,MOR
81,0.6,1.0,MOR
82,0.6074074074074074,1.0,MOR
83,0.6148148148148148,1.0,MOR
84,0.6222222222222222,1.0,MOR
85,0.6296296296296297,1.0,MOR
86,0.6370370370370371,1.0,MOR
87,0.6444444444444445,1.0,MOR
88,0.6518518518518519,1.0,MOR
89,0.6592592592592593,1.0,MOR
90,0.6666666666666667,1.0,MOR
91,0.674074074074074,1.0,MOR
92,0.6814814814814815,1.0,MOR
93,0.6888888888888889,1.0,MOR
94,0.6962962962962963,1.0,MOR
95,0.7037037037037037,1.0,MOR
96,0.7111111111111111,1.0,MOR
97,0.7185185185185186,1.0,MOR
98,0.725925925925926,1.0,MOR
99,0.7333333333333334,1.0,MOR
100,0.7407407407407408,1.0,MOR
101,0.7481481481481482,1.0,MOR
102,0.7555555555555555,1.0,MOR
103,0.762962962962963,1.0,MOR
104,0.7703703703703704,1.0,MOR
105,0.7777777777777778,1.0,MOR
106,0.7851851851851852,1.0,MOR
107,0.7925925925925926,1.0,MOR
108,0.8,1.0,MOR
109,0.8074074074074075,1.0,MOR
110,0.8148148148148149,1.0,MOR
111,0.8222222222222223,1.0,MOR
112,0.8296296296296297,1.0,MOR
113,0.837037037037037,1.0,MOR
114,0.8444444444444444,1.0,MOR
115,0.8518518518518519,1.0,MOR
116,0.8592592592592593,1.0,MOR
117,0.8666666666666667,1.0,MOR
118,0.8740740740740741,1.0,MOR
119,0.8814814814814815,1.0,MOR
120,0.888888888888889,1.0,MOR
121,0.8962962962962964,1.0,MOR
122,0.9037037037037038,1.0,MOR
123,0.9111111111111111,1.0,MOR
124,0.9185185185185185,1.0,MOR
125,0.9259259259259259,1.0,MOR
126,0.9333333333333333,1.0,MOR
127,0.9407407407407408,1.0,MOR
128,0.9481481481481482,1.0,MOR
129,0.9555555555555556,1.0,MOR
130,0.962962962962963,1.0,MOR
131,0.9703703703703704,1.0,MOR
132,0.9777777777777779,1.0,MOR
133,0.9851851851851853,1.0,MOR
134,0.9925925925925926,1.0,MOR
135,1.0,1.0,MOR
0,0.0,0.0,MOR
1,0.008064516129032258,0.0,MOR
2,0.016129032258064516,0.16666666666666666,MOR
3,0.024193548387096774,0.16666666666666666,MOR
4,0.03225806451612903,0.16666666666666666,MOR
5,0.04032258064516129,0.16666666666666666,MOR
6,0.04838709677419355,0.3333333333333333,MOR
7,0.056451612903225805,0.3333333333333333,MOR
8,0.06451612903225806,0.5,MOR
9,0.07258064516129031,0.5,MOR
10,0.08064516129032258,0.5,MOR
11,0.08870967741935484,0.5,MOR
12,0.0967741935483871,0.5,MOR
13,0.10483870967741934,0.5,MOR
14,0.11290322580645161,0.5,MOR
15,0.12096774193548387,0.6666666666666666,MOR
16,0.12903225806451613,0.6666666666666666,MOR
17,0.13709677419354838,0.6666666666666666,MOR
18,0.14516129032258063,0.6666666666666666,MOR
19,0.1532258064516129,0.6666666666666666,MOR
20,0.16129032258064516,0.6666666666666666,MOR
21,0.1693548387096774,0.6666666666666666,MOR
22,0.1774193548387097,0.6666666666666666,MOR
23,0.18548387096774194,0.6666666666666666,MOR
24,0.1935483870967742,0.6666666666666666,MOR
25,0.20161290322580644,0.6666666666666666,MOR
26,0.2096774193548387,0.6666666666666666,MOR
27,0.21774193548387097,0.6666666666666666,MOR
28,0.22580645161290322,0.6666666666666666,MOR
29,0.23387096774193547,0.6666666666666666,MOR
30,0.24193548387096775,0.8333333333333334,MOR
31,0.25,0.8333333333333334,MOR
32,0.25806451612903225,0.8333333333333334,MOR
33,0.2661290322580645,0.8333333333333334,MOR
34,0.27419354838709675,0.8333333333333334,MOR
35,0.282258064516129,0.8333333333333334,MOR
36,0.29032258064516125,0.8333333333333334,MOR
37,0.29838709677419356,0.8333333333333334,MOR
38,0.3064516129032258,0.8333333333333334,MOR
39,0.31451612903225806,0.8333333333333334,MOR
40,0.3225806451612903,0.8333333333333334,MOR
41,0.33064516129032256,0.8333333333333334,MOR
42,0.3387096774193548,0.8333333333333334,MOR
43,0.34677419354838707,0.8333333333333334,MOR
44,0.3548387096774194,0.8333333333333334,MOR
45,0.3629032258064516,0.8333333333333334,MOR
46,0.3709677419354839,0.8333333333333334,MOR
47,0.3790322580645161,0.8333333333333334,MOR
48,0.3870967741935484,0.8333333333333334,MOR
49,0.3951612903225806,0.8333333333333334,MOR
50,0.4032258064516129,0.8333333333333334,MOR
51,0.41129032258064513,0.8333333333333334,MOR
52,0.4193548387096774,0.8333333333333334,MOR
53,0.4274193548387097,0.8333333333333334,MOR
54,0.43548387096774194,0.8333333333333334,MOR
55,0.4435483870967742,0.8333333333333334,MOR
56,0.45161290322580644,0.8333333333333334,MOR
57,0.4596774193548387,0.8333333333333334,MOR
58,0.46774193548387094,0.8333333333333334,MOR
59,0.4758064516129032,0.8333333333333334,MOR
60,0.4838709677419355,0.8333333333333334,MOR
61,0.49193548387096775,0.8333333333333334,MOR
62,0.5,0.8333333333333334,MOR
63,0.5080645161290323,0.8333333333333334,MOR
64,0.5161290322580645,0.8333333333333334,MOR
65,0.5241935483870968,0.8333333333333334,MOR
66,0.532258064516129,0.8333333333333334,MOR
67,0.5403225806451613,0.8333333333333334,MOR
68,0.5483870967741935,0.8333333333333334,MOR
69,0.5564516129032258,0.8333333333333334,MOR
70,0.564516129032258,0.8333333333333334,MOR
71,0.5725806451612903,0.8333333333333334,MOR
72,0.5806451612903225,0.8333333333333334,MOR
73,0.5887096774193549,0.8333333333333334,MOR
74,0.5967741935483871,0.8333333333333334,MOR
75,0.6048387096774194,0.8333333333333334,MOR
76,0.6129032258064516,0.8333333333333334,MOR
77,0.6209677419354839,0.8333333333333334,MOR
78,0.6290322580645161,0.8333333333333334,MOR
79,0.6370967741935484,0.8333333333333334,MOR
80,0.6451612903225806,0.8333333333333334,MOR
81,0.6532258064516129,0.8333333333333334,MOR
82,0.6612903225806451,0.8333333333333334,MOR
83,0.6693548387096774,0.8333333333333334,MOR
84,0.6774193548387096,0.8333333333333334,MOR
85,0.6854838709677419,0.8333333333333334,MOR
86,0.6935483870967741,0.8333333333333334,MOR
87,0.7016129032258064,0.8333333333333334,MOR
88,0.7096774193548387,0.8333333333333334,MOR
89,0.717741935483871,0.8333333333333334,MOR
90,0.7258064516129032,0.8333333333333334,MOR
91,0.7338709677419355,0.8333333333333334,MOR
92,0.7419354838709677,0.8333333333333334,MOR
93,0.75,0.8333333333333334,MOR
94,0.7580645161290323,1.0,MOR
95,0.7661290322580645,1.0,MOR
96,0.7741935483870968,1.0,MOR
97,0.782258064516129,1.0,MOR
98,0.7903225806451613,1.0,MOR
99,0.7983870967741935,1.0,MOR
100,0.8064516129032258,1.0,MOR
101,0.814516129032258,1.0,MOR
102,0.8225806451612903,1.0,MOR
103,0.8306451612903225,1.0,MOR
104,0.8387096774193548,1.0,MOR
105,0.8467741935483871,1.0,MOR
106,0.8548387096774194,1.0,MOR
107,0.8629032258064516,1.0,MOR
108,0.8709677419354839,1.0,MOR
109,0.8790322580645161,1.0,MOR
110,0.8870967741935484,1.0,MOR
111,0.8951612903225806,1.0,MOR
112,0.9032258064516129,1.0,MOR
113,0.9112903225806451,1.0,MOR
114,0.9193548387096774,1.0,MOR
115,0.9274193548387096,1.0,MOR
116,0.9354838709677419,1.0,MOR
117,0.9435483870967741,1.0,MOR
118,0.9516129032258064,1.0,MOR
119,0.9596774193548386,1.0,MOR
120,0.967741935483871,1.0,MOR
121,0.9758064516129032,1.0,MOR
122,0.9838709677419355,1.0,MOR
123,0.9919354838709677,1.0,MOR
124,1.0,1.0,MOR
0,0.0,0.0,MOR
1,0.0064516129032258064,0.2,MOR
2,0.012903225806451613,0.2,MOR
3,0.01935483870967742,0.2,MOR
4,0.025806451612903226,0.2,MOR
5,0.03225806451612903,0.2,MOR
6,0.03870967741935484,0.2,MOR
7,0.04516129032258064,0.2,MOR
8,0.05161290322580645,0.2,MOR
9,0.05806451612903226,0.2,MOR
10,0.06451612903225806,0.4,MOR
11,0.07096774193548387,0.4,MOR
12,0.07741935483870968,0.4,MOR
13,0.08387096774193549,0.4,MOR
14,0.09032258064516129,0.4,MOR
15,0.0967741935483871,0.4,MOR
16,0.1032258064516129,0.4,MOR
17,0.10967741935483871,0.4,MOR
18,0.11612903225806452,0.4,MOR
19,0.12258064516129032,0.4,MOR
20,0.12903225806451613,0.4,MOR
21,0.13548387096774195,0.4,MOR
22,0.14193548387096774,0.6,MOR
23,0.14838709677419354,0.6,MOR
24,0.15483870967741936,0.6,MOR
25,0.16129032258064516,0.6,MOR
26,0.16774193548387098,0.6,MOR
27,0.17419354838709677,0.6,MOR
28,0.18064516129032257,0.6,MOR
29,0.1870967741935484,0.6,MOR
30,0.1935483870967742,0.6,MOR
31,0.2,0.6,MOR
32,0.2064516129032258,0.6,MOR
33,0.2129032258064516,0.6,MOR
34,0.21935483870967742,0.6,MOR
35,0.22580645161290322,0.6,MOR
36,0.23225806451612904,0.6,MOR
37,0.23870967741935484,0.6,MOR
38,0.24516129032258063,0.6,MOR
39,0.25161290322580643,0.6,MOR
40,0.25806451612903225,0.6,MOR
41,0.2645161290322581,0.6,MOR
42,0.2709677419354839,0.6,MOR
43,0.27741935483870966,0.6,MOR
44,0.2838709677419355,0.6,MOR
45,0.2903225806451613,0.6,MOR
46,0.2967741935483871,0.6,MOR
47,0.3032258064516129,0.6,MOR
48,0.3096774193548387,0.6,MOR
49,0.3161290322580645,0.6,MOR
50,0.3225806451612903,0.6,MOR
51,0.32903225806451614,0.6,MOR
52,0.33548387096774196,0.6,MOR
53,0.3419354838709677,0.6,MOR
54,0.34838709677419355,0.6,MOR
55,0.3548387096774194,0.6,MOR
56,0.36129032258064514,0.6,MOR
57,0.36774193548387096,0.6,MOR
58,0.3741935483870968,0.6,MOR
59,0.38064516129032255,0.6,MOR
60,0.3870967741935484,0.6,MOR
61,0.3935483870967742,0.6,MOR
62,0.4,0.6,MOR
63,0.4064516129032258,0.6,MOR
64,0.4129032258064516,0.6,MOR
65,0.41935483870967744,0.6,MOR
66,0.4258064516129032,0.6,MOR
67,0.432258064516129,0.6,MOR
68,0.43870967741935485,0.6,MOR
69,0.44516129032258067,0.6,MOR
70,0.45161290322580644,0.6,MOR
71,0.45806451612903226,0.6,MOR
72,0.4645161290322581,0.6,MOR
73,0.47096774193548385,0.6,MOR
74,0.4774193548387097,0.6,MOR
75,0.4838709677419355,0.6,MOR
76,0.49032258064516127,0.6,MOR
77,0.4967741935483871,0.6,MOR
78,0.5032258064516129,0.6,MOR
79,0.5096774193548387,0.6,MOR
80,0.5161290322580645,0.6,MOR
81,0.5225806451612903,0.6,MOR
82,0.5290322580645161,0.6,MOR
83,0.535483870967742,0.6,MOR
84,0.5419354838709678,0.6,MOR
85,0.5483870967741935,0.6,MOR
86,0.5548387096774193,0.6,MOR
87,0.5612903225806452,0.6,MOR
88,0.567741935483871,0.6,MOR
89,0.5741935483870968,0.6,MOR
90,0.5806451612903226,0.6,MOR
91,0.5870967741935483,0.6,MOR
92,0.5935483870967742,0.6,MOR
93,0.6,0.8,MOR
94,0.6064516129032258,0.8,MOR
95,0.6129032258064516,0.8,MOR
96,0.6193548387096774,0.8,MOR
97,0.6258064516129033,0.8,MOR
98,0.632258064516129,0.8,MOR
99,0.6387096774193548,0.8,MOR
100,0.6451612903225806,0.8,MOR
101,0.6516129032258065,0.8,MOR
102,0.6580645161290323,0.8,MOR
103,0.6645161290322581,0.8,MOR
104,0.6709677419354839,0.8,MOR
105,0.6774193548387096,0.8,MOR
106,0.6838709677419355,0.8,MOR
