SMILES,AEI,CHA,color
C[N+](C)(C)[C@H]1C[C@H]2CC[C@@H]1C2,-14.577369089377834,-13.378079166647911,1.5
C[N+](C)(C)[C@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]12,-11.31796122606124,-14.822437168414213,0.0
C[N+](C)(C)[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3,-11.902447359349905,-17.484832122778926,-1.5
C[N+](C)(C)[C@H]1[C@H]2CCC[C@@H]1CCC2,-14.422529092661565,-17.976674570059746,-1.5
C[N+](C)(C)[C@]12CCC[C@@H]1CCC2,-15.831370729052189,-14.055093364374292,0.7631867847164955
C[N+](C)(C)c1ccccc1,-11.824823596065352,-13.148364460906278,1.5
C[N+]1(C)CC2CCC(CC2)C1,-15.31280436861624,-16.42320113697403,0.0
C[N+]1(C)CC2CCCC1CCC2,-16.18219616179454,-15.144209934498644,0.0
C[N+]1(C)CC2C[C@H]3CC1C[C@@H](C2)C3,-16.287870739139894,-17.352604679302228,-1.0647339401623341
C[N+]1(C)CCCCC1,-11.624148571666222,-11.49265347183801,1.5
C[N+]1(C)CCCCC[C@H]2CCCC[C@H]21,-11.518305225422516,-12.835710334413754,0.21175545502590865
C[N+]1(C)CCCC[C@@H]2CCCC[C@H]21,-13.742088373050814,-14.016840930054775,0.0
C[N+]1(C)CCCC[C@H]2CCCC[C@@H]21,-11.382151318717149,-13.785558739952569,0.0
C[N+]1(C)CCC[C@@H]2CCCC[C@@H]21,-12.736993520906628,-15.104399396335348,-0.6104559611282898
C[N+]1(C)CCC[C@@H]2CCCC[C@H]21,-12.171510934419189,-15.583036434463553,-0.2038690975920812
C[N+]1(C)CCC[C@@H]2CCC[C@@H]21,-14.558835345660475,-15.976750394151118,-0.07130603306611327
C[N+]1(C)CCC[C@@H]2CCC[C@H]21,-13.969487900237533,-13.139387922743545,0.13677661604214286
C[N+]1(C)CCC[C@@H]2CC[C@@H]1C2,-15.423670901212622,-14.535242622218359,-0.009261108583995536
C[N+]1(C)CCC[C@@H]2CC[C@H]1C2,-14.700636558004328,-15.623616550226775,0.014467655324656548
C[N+]1(C)CCC[C@H]2CCCC[C@@H]21,-12.080910599689842,-13.24971855981474,0.0
C[N+]1(C)CCC[C@H]2CCCC[C@H]21,-14.345218926754628,-16.414857328071474,0.0
C[N+]1(C)CCC[C@H]2CCCC[C@H]2C1,-12.196988103184873,-14.877686643586447,0.0
C[N+]1(C)CCC[C@H]2CCC[C@@H]21,-13.08636765368952,-13.780104425046847,0.0
C[N+]1(C)CCC[C@H]2CCC[C@H]21,-14.47253049699111,-13.224407272088234,-0.7944897152066606
C[N+]1(C)CCC[C@H]2CC[C@@H]1C2,-15.4061276797681,-15.51281726253524,0.0
C[N+]1(C)CCC[C@H]2CC[C@H]1C2,-14.617479180945065,-14.047164656741836,0.6088288450283788
C[N+]1(C)CC[C@@H]2CCC[C@@H]2C1,-14.686989976445348,-15.452025268797724,0.0
C[N+]1(C)CC[C@@H]2CCC[C@H]2C1,-12.562098810075009,-14.413248813364193,-0.1685308278045312
C[N+]1(C)CC[C@H]2CCC[C@@H]2C1,-12.888989633038955,-14.839011791193789,0.0
C[N+]1(C)CC[C@H]2CCC[C@H]2C1,-12.64938835169607,-15.656299744908788,0.0
C[N+]1(C)C[C@@H]2CCC[C@H]1[C@@H]1CC[C@H]2C1,-16.731217489048202,-14.420819453268892,-1.3684732656935203
C[N+]1(C)C[C@@H]2CCC[C@H]1[C@H]1CC[C@@H]2C1,-15.779503519826095,-14.404720717508338,-0.08405676091085112
C[N+]1(C)C[C@@H]2CC[C@H]1[C@@H]1CC[C@H]2C1,-16.699411205179633,-12.792749711496384,-0.9275633328417588
C[N+]1(C)C[C@@H]2CC[C@H]1[C@H]1CC[C@@H]2C1,-15.340710153186658,-17.383218639179642,-0.06828331132195586
C[N+]1(C)C[C@@H]2C[C@H](C1)C[N+]2(C)C,-15.553591012266743,-15.04671875921813,-0.5068722530486145
C[N+]1(C)C[C@@H]2C[C@H](C1)[N+](C)(C)C2,-15.298189215193732,-16.062643364428038,0.0
C[N+]1(C)C[C@@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1,-12.171746338488786,-11.753570912295622,1.5
C[N+]1(C)C[C@@H]2[C@@H]3C=C[C@@H](CC3)[C@H]2C1,-12.311642408068755,-15.539739319007099,0.0
C[N+]1(C)C[C@H]2CCC[C@@H]1CCC2,-15.905837673711734,-16.101903775482043,-0.1960661017703078
C[N+]1(C)C[C@H]2CCC[C@@H]1[C@@H]1CC[C@H]2C1,-14.631804014072365,-14.607251033924884,0.0
C[N+]1(C)C[C@H]2CCC[C@@H]1[C@H]1CC[C@@H]2C1,-15.901249334616999,-14.781177581615518,0.0
C[N+]1(C)C[C@H]2CC[C@@H]1[C@@H]1CC[C@H]2C1,-15.682548099362998,-17.328360787183946,-0.9489137729594894
C[N+]1(C)C[C@H]2CC[C@@H]1[C@H]1CC[C@@H]2C1,-16.57993213197495,-15.460938903894856,-1.1189932280800932
C[N+]1(C)C[C@H]2CC[C@H](C2)C1,-13.678192942529302,-13.877562071680089,1.5
C[N+]1(C)C[C@H]2CC[C@H](CC2)C1,-15.147531796616777,-16.240377678307652,-1.0928458816908773
C[N+]1(C)C[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1,-12.457084654615624,-16.09717334165861,0.11083091343394358
C[N+]1(C)C[C@H]2[C@@H]3C=C[C@@H](CC3)[C@H]2C1,-11.652508420153305,-11.640034604207912,1.5
C[N+]1(C)C[C@H]2[C@H]3C=C[C@H](C3)[C@H]2C1,-14.657749598945472,-13.66832589180374,0.0
C[N+]1(C)C[C@H]2[C@H]3C=C[C@H](CC3)[C@H]2C1,-13.225845419223035,-15.838167838139244,0.0
C[N+]1(C)C[C@]23CCCC[C@@]2(C1)[C@@H]1C=C[C@H]3C1,-12.475580648453164,-14.260731526417684,-0.3178306876454116
C[N+]1(C)C[C@]23CCCC[C@@]2(C1)[C@H]1C=C[C@@H]3C1,-12.41896768835968,-14.086538277233126,0.0
C[N+]1(C)[C@H]2CCC[C@@H]1CCC2,-15.585384210314336,-15.004168466907954,0.0
C[N+]1(Cc2ccccc2)CCCC1,-14.278960410038804,-16.161897246024882,-1.1555645701874615
C[N+]1(Cc2ccccc2)CCCCCC1,-11.711462234616256,-15.764534077684035,-1.2988901196070763
C[N+]12CCC(CC1)CC2,-12.91154844261756,-12.732923964594267,1.5
C[N+]12CCN(CC1)CC2,-12.537887870372266,-12.516595524369528,1.5
C[N+]12CC[N+](C)(CC1)CC2,-13.647466550457425,-13.779729445587337,1.5
C[N@+]12CC[N@+](C)(CC1)CC2,-13.183906428392534,-14.173789680352936,0.4872348025081337
C[n+]1cc[nH]c1,-12.286377064773596,-17.04341282116346,1.1208258506869946
Cc1cc(C)[n+](C)n1C,-11.098952644873998,-11.345748574906422,1.5
Cc1cccc(C)[n+]1C,-12.115566939182338,-13.666632922929535,0.7613255592644919
Cc1cccc(C[n+]2ccn(C)c2C)c1,-14.38120019054394,-14.053925892052364,1.4014293081696216
Cc1cn(C)c(C)[n+]1C,-11.005858586852883,-11.45918014282355,1.5
Cc1n(C)cc[n+]1Cc1ccccc1,-13.81886989993234,-13.338742585797286,1.5
Cn1cc[n+](Cc2ccccc2)c1,-14.504865259076213,-14.297212785154207,0.3638802778995896
NC12CC3CC(CC(C3)C1)C2,-15.629785345596835,-14.797617982600071,1.5
NC1CCC(N)CC1,-12.740114740470364,-12.447205482922227,1.5
NC1CCCCC1,-11.211238858387796,-11.47149349162803,1.5
NCC1CCNCC1,-12.203140549654202,-11.950328673072953,1.5
NCCCCCCC[NH3+],-15.319170087835824,-16.35293876106539,0.8312534202001203
NCCCCCCN,-13.142202138092859,-13.975720496522744,1.5
NCCCc1ccccc1,-13.684634965552863,-12.208787748086838,1.5
NCCN1CCNCC1,-13.258822954421765,-13.003363192455199,1.5
N[C@H]1CCCC[C@@H]1N,-12.132661825525837,-12.360858200814988,1.5
N[C@H]1CCCC[C@H]1N,-12.578455282235565,-12.406132675614113,1.5
N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-15.615559791839287,-15.170142480453361,0.2993516303310031
[NH3+]C12CC3CC(CC(C3)C1)C2,-16.687835560318984,-16.280995316138178,0.4673359399365609
[NH3+][C@@H]1CCCC[C@H]1[NH3+],-14.635277686454515,-14.406995412432794,1.5
[NH3+][C@H]1CCCC[C@H]1[NH3+],-14.575308645457618,-14.261655078500793,1.5
c1ccc(CC[NH+]2CCCC2)cc1,-14.374310716868058,-12.638253081897911,1.5
c1ccc(CN2CCCC2)cc1,-14.193171536697125,-15.288085889350581,0.13601758769484995
c1ccncc1,-17.644678990448988,-13.432535264508994,1.339118010364441
