SMILES,Axis 1 (Angstrom),Axis 2 (Angstrom),diff
CC[N+](C)(C)C1CCCCC1,7.286880895823523,4.802991075308043,-1.712130268290883
CC[N+](C)(CC)C1CCCCC1,7.881727494242992,5.854549838699407,-4.978213783102799
CC[N+](C)(CC)CC,5.800276111407506,5.011259330673021,0.5654524750284473
CC[N+](CC)(CC)C(C)C,6.003639889369049,5.0165361879036885,1.3560845243352517
CC[N+](CC)(CC)CC,6.7608672473875355,6.759478726984877,0.3655044473832625
CC[N+]1(C)C(C)(C)CCCC1(C)C,6.2215785680197655,5.923327031620952,3.949631912540358
CC[N+]1(C)C2CCCC1CCC2,6.840243364939084,5.603961300784448,-1.0662623479699906
CC[N+]1(C)CC2CCC(CC2)C1,7.371944263130902,4.826315750262623,
CC[N+]1(C)CCCCC1,7.274169272387514,4.559081209396839,-0.3610859559462849
CC[N+]1(C)CCNCC1,7.229784105809162,4.144994567417761,2.928004261320913
CC[N+]1(C)C[C@@H](C)C[C@@H](C)C1,7.144531422939358,6.301884145760679,1.594949274298953
CC[N+]1(C)C[C@@H](C)C[C@H](C)C1,8.000191253639692,5.686565786302628,0.518447462385291
CC[N+]1(C)C[C@H](C)C[C@@H](C)C1,7.997411084431289,5.694661510087999,0.7140467025338175
CC[N+]1(C)[C@@H](C)CCC[C@@H]1C,6.011232006300127,5.817525107225037,2.27241297299061
CC[N+]1(C)[C@@H](C)CCC[C@H]1C,6.9825690346327365,6.824605246487545,4.4571547982355835
CC[N+]1(C)[C@H](C)CCC[C@H]1C,6.108556257979897,5.9514999081442586,3.4089734366383198
CC[N+]1(C)[C@H]2CCC[C@@H]1CC2,6.117753047882355,5.240838106808374,-0.3466907153399106
CC[N+]1(C2CCCCC2)CCCC1,7.879483299967166,6.072622452923957,-2.6906159243001877
CC[N+]1(C2CCCCCCC2)CCCC1,8.4118262097525,6.426773520188236,1.1362303967626248
CC[N+]1(CC)C(C)CC[C@@H]2CCCCC21,8.192377105798835,5.708002186764573,5.129945110046787
CC[N+]1(CC)CCC2CC[C@H]1C(C)[C@H]2C,8.158885790301955,5.490594497237799,-1.0195716831458181
CC[N+]1(CC)CCCC(C)(C)C1,7.306636392630391,5.127019971498116,-1.5891571468814423
CC[N+]1(CC)CCCC[C@@H]2CCCC[C@H]21,7.8043466032058815,6.6056451272593675,-0.7206507203824692
CC[N+]1(CC)CCCC[C@H]2CCCC[C@H]21,8.144317330725396,6.441666981601622,3.995384786996903
CC[N+]1(CC)CCC[C@@H](C)C1,7.810662507081562,5.376933386230032,0.45294094820104647
CC[N+]1(CC)CCC[C@@H](C)[C@@H]1C,7.2607652084947825,5.462990443298235,2.311881658319596
CC[N+]1(CC)CCC[C@@H](C)[C@H]1C,7.065799000352616,5.209621316192909,1.1784091804045662
CC[N+]1(CC)CCC[C@@H]2CCCC[C@@H]21,8.240991554965996,6.224969214454916,1.6117689295786342
CC[N+]1(CC)CCC[C@@H]2CCCC[C@H]21,7.974406779141026,6.249918191624117,3.211895096698705
CC[N+]1(CC)CCC[C@@H]2C[C@H]1C2(C)C,6.92065386389673,5.122231815373986,0.48514112667127307
CC[N+]1(CC)CCC[C@H](C)C1,7.00195584963609,5.904184358159593,0.3006195264457503
CC[N+]1(CC)CCC[C@H](C)[C@@H]1C,7.063212432705089,5.218734611133778,0.05987813038818324
CC[N+]1(CC)CCC[C@H](C)[C@H]1C,7.264552760157485,5.461450289761872,-0.9826494396131942
CC[N+]1(CC)CCC[C@H]2CCCC[C@@H]21,8.241899309563877,5.933077611871307,5.841858703156876
CC[N+]1(CC)CCC[C@H]2CCCC[C@H]21,8.240928025423003,6.2250593323903525,3.3170371890067774
CC[N+]1(CC)CCC[C@H]2C[C@@H]1C2(C)C,7.846641221294807,5.986043134535026,1.2333162198102094
CC[N+]1(CC)CCC[C@H]2C[C@H]1C2(C)C,7.114095397018198,5.585584612177807,-4.1406869020232335
CC[N+]1(CC)CC[C@@H](C)[C@@H]2C[C@H]1C2(C)C,8.48852413006943,6.052625878796376,3.7431646535177827
CC[N+]1(CC)CC[C@@H](C)[C@H]2C[C@@H]1C2(C)C,8.075328191997983,6.185241714915778,2.276965960937675
CC[N+]1(CC)CC[C@@H]2CC[C@H]1[C@@H](C)[C@@H]2C,7.558766697108548,5.53427628898012,-4.881584764422854
CC[N+]1(CC)CC[C@@H]2CC[C@H]1[C@@H](C)[C@H]2C,8.158963269562344,5.490677894121349,-3.586613978851654
CC[N+]1(CC)CC[C@@H]2CC[C@H]1[C@H](C)[C@@H]2C,7.685997954382097,5.798363834905926,3.7491718158826934
CC[N+]1(CC)CC[C@@H]2CC[C@H]1[C@H](C)[C@H]2C,8.186892826297258,5.672469402310593,1.3079075702239642
CC[N+]1(CC)CC[C@H](C)[C@@H]2C[C@H]1C2(C)C,8.036942962549652,6.14988212290042,3.9545028598054115
CC[N+]1(CC)CC[C@H](C)[C@H]2C[C@@H]1C2(C)C,8.488490198144072,6.05263873689106,1.2610294692729624
CC[N+]1(CC)CC[C@H]2CC[C@@H]1[C@@H](C)[C@@H]2C,8.186827250495316,5.6723253198473635,-0.0022174603710727325
CC[N+]1(CC)CC[C@H]2CC[C@@H]1[C@@H](C)[C@H]2C,7.686025462366199,5.798350862893202,-2.413083230024503
CC[N+]1(CC)CC[C@H]2CC[C@@H]1[C@H](C)[C@@H]2C,8.158963041330244,5.490638609293057,1.6899563279166276
CC[N+]1(CC)CC[C@H]2CC[C@@H]1[C@H](C)[C@H]2C,7.558777030013991,5.534244613754266,-0.8335949771512219
CC[N+]1(CC)C[C@@H](C)CC[C@@H]1C,6.912397085690357,6.1633104822490985,2.0998083009287836
CC[N+]1(CC)C[C@@H](C)C[C@@H](C)C1,7.0848484445009605,6.515657043504564,1.0287506394607995
CC[N+]1(CC)C[C@@H](C)C[C@H](C)C1,6.5278039861827,6.243968903728616,0.2781335699810352
CC[N+]1(CC)C[C@@H](C)O[C@H](C)C1,7.8211674806060625,5.53261092308216,-0.9531250736669943
CC[N+]1(CC)C[C@H](C)CC[C@@H]1C,7.870485267954245,6.556888094727434,2.9803969201967266
CC[N+]1(CC)C[C@H](C)CC[C@H]1C,7.100743599570737,5.643882717866184,2.9094359034964246
CC[N+]1(CC)C[C@H](C)C[C@@H](C)C1,6.527747045236106,6.243917152313503,1.0153433749869585
CC[N+]1(CC)C[C@H](C)O[C@@H](C)C1,7.84423290145754,5.3615121633352825,-0.4874307433178089
CC[N+]1(CC)C[C@H](C)O[C@H](C)C1,7.208486841814881,6.298766939033941,1.8187992072206551
CC[N+]1(CC)C[C@H]2[C@H]3C=C[C@H](C3)[C@H]2C1,8.067265852851184,5.103539310901882,1.081238691492283
CC[N+]1(CC)[C@@H](C)CCC[C@@H]1C,6.845091597043469,5.082867025262766,4.2807237530595525
CC[N+]1(CC)[C@@H](C)CCC[C@H]1C,5.7652833501845775,5.3476249131962375,-2.3546779479829887
CC[N+]1(CC)[C@@H](C)CC[C@@H]2CCCC[C@@H]21,8.240126870403655,6.617634248508687,2.606469934573335
CC[N+]1(CC)[C@@H](C)CC[C@@H]2CCCC[C@H]21,8.159824452612957,6.2216606635023535,4.908866932235056
CC[N+]1(CC)[C@@H](C)CC[C@H]2CCCC[C@@H]21,8.189845051041141,5.736199931116418,-0.582911519735255
CC[N+]1(CC)[C@@H](C)CC[C@H]2CCCC[C@H]21,8.243696431601268,6.2682441968881415,5.967715348534171
CC[N+]1(CC)[C@H](C)CCC[C@H]1C,7.0563808904125285,6.090104827335432,1.9366336480142259
CC[N+]1(CC)[C@H](C)CC[C@@H]2CCCC[C@H]21,8.192368410655796,5.708062792377127,4.016026419948562
CC[N+]1(CC)[C@H](C)CC[C@H]2CCCC[C@H]21,7.576667823262224,6.405993275913413,-0.9889793453596027
CC[N+]1(CC)[C@H]2CCCC[C@@H]2CC[C@H]1C,8.161370924166878,5.9921284681452125,3.202608311342832
CC[N+]1(CC)[C@H]2CCCC[C@H]2CC[C@H]1C,8.244334699282021,6.4991256195668425,5.265739870264991
CC[N+]1([C@@H]2CC(C)(C)C[C@@H]2C)CCCC1,8.064693411364349,5.985630396307231,-6.179848620625929
CC[N+]1([C@@H]2CC(C)(C)C[C@H]2C)CCCC1,7.893840856015181,5.959988680185306,-5.767654359365357
CC[N+]1([C@@H]2C[C@@H](C)CC(C)(C)C2)CCCC1,8.4232935501722,6.2618086899231145,
CC[N+]1([C@@H]2C[C@H](C)CC(C)(C)C2)CCCC1,8.314853030096181,7.017465416524951,
CC[N+]1([C@H]2CC(C)(C)C[C@@H]2C)CCCC1,8.235551242495074,6.517759240371608,
CC[N+]1([C@H]2CC(C)(C)C[C@H]2C)CCCC1,8.064675577457903,5.985657585473392,1.7868888666190834
CC[N+]1([C@H]2C[C@@H](C)CC(C)(C)C2)CCCC1,8.314858967766124,7.017388909244571,-0.5969298980784616
CC[N+]1([C@H]2C[C@H](C)CC(C)(C)C2)CCCC1,8.423292385451955,6.261781398291656,-0.32341026930271655
CC[N+]12C[N@]3C[N@@](C1)C[N@](C2)C3,7.116545703080987,4.665898310972838,0.3280143944671394
CC[N@+]1(C)CCCC(C)(C)C1,7.366607818518764,5.505205302639826,-0.974488483784949
CC[N@+]1(C)CCCC[C@@H]1C,6.001769305815027,5.881095580006975,0.8807322416808034
CC[N@+]1(C)CCCC[C@H]1C,6.892045114102503,5.350063486252738,1.5298159840775085
CC[N@+]1(C)CC[C@@H](C)[C@@H]2C[C@H]1C2(C)C,8.343670357334943,6.352346925026888,3.628107133818789
CC[N@+]1(C)CC[C@@H](C)[C@H]2C[C@@H]1C2(C)C,8.36813737027923,6.278364840782298,-1.3851800130524516
CC[N@+]1(C)CC[C@H](C)[C@@H]2C[C@@H]1C2(C)C,7.725872440163856,6.875645000731112,1.1836859623290863
CC[N@+]1(C)CC[C@H](C)[C@@H]2C[C@H]1C2(C)C,7.707919503617388,6.771713076281043,1.3927734141112929
CC[N@+]1(C)CC[C@H](C)[C@H]2C[C@@H]1C2(C)C,7.776163597015038,5.962936424314576,3.249480576272335
CC[N@+]1(C)C[C@@H](C)C[C@@H](C)C1,7.14268912658302,6.343230143511929,2.9987385509296463
CC[N@+]1(C)C[C@@H]2CC[C@](C)(C1)C2(C)C,7.930548209929645,4.985693471914074,-2.996818499844313
CC[N@+]1(C)C[C@@H]2C[C@H]1CN(C)C2,8.17593039234797,5.027201920447343,-0.0033087427953031323
CC[N@+]1(C)C[C@H]2CC[C@@](C)(C1)C2(C)C,8.047927556870151,5.225447485479876,-1.8818052106390741
CC[N@+]1(C)C[C@H]2CC[C@H](CC2)C1,7.362939549510032,4.648810618224816,-1.9780347734110642
CC[N@+]1(C)C[C@H]2C[C@@H]1CN(C)C2,6.815647434376402,5.768804835732286,-0.8653894884711448
CC[N@+]1(C)[C@@H](C)CCC[C@H]1C,6.972284739029278,6.803784248343447,1.0273152997807138
CC[N@+]1(C)[C@H]2CCC[C@@H]1CCC2,6.8402218294558095,5.60389370669901,-1.1502707121144464
CC[N@@+]1(C)CCCC(C)(C)C1,6.532202598899097,5.037260295631857,
CC[N@@+]1(C)CCCC[C@@H]1C,7.217249962388274,5.930827711933,0.9210488051236414
CC[N@@+]1(C)CCCC[C@H]1C,6.001911810333128,5.881077734429015,0.33489965361085616
CC[N@@+]1(C)CC[C@@H](C)[C@@H]2C[C@H]1C2(C)C,7.8587040361698755,6.28516562055662,-1.5715358058329034
CC[N@@+]1(C)CC[C@@H](C)[C@H]2C[C@@H]1C2(C)C,7.707959539562353,6.771762662289425,1.3979412614339957
CC[N@@+]1(C)CC[C@H](C)[C@@H]2C[C@H]1C2(C)C,8.368132757431416,6.278483574032808,4.545734951562951
CC[N@@+]1(C)CC[C@H](C)[C@H]2C[C@@H]1C2(C)C,8.342541965602427,6.3534131125553,3.0539289958495877
CC[N@@+]1(C)C[C@@H](C)C[C@@H](C)C1,7.864833244860831,6.5538455635061705,1.5582768473299833
CC[N@@+]1(C)C[C@@H]2CC[C@](C)(C1)C2(C)C,8.050276553829566,5.479641919090909,-0.7079140556553529
CC[N@@+]1(C)C[C@@H]2C[C@H]1CN(C)C2,6.815681349961003,5.768752657127764,-1.1000326574466204
CC[N@@+]1(C)C[C@H]2CC[C@@](C)(C1)C2(C)C,7.931463974104383,4.964889046900349,-0.4065761692315988
CC[N@@+]1(C)C[C@H]2C[C@@H]1CN(C)C2,8.188444686516451,5.020599221967071,2.223213763658066
CC[N@@+]1(C)[C@@H](C)CCC[C@H]1C,6.11043210066982,5.847756382287858,2.0073631334583037
CC[NH+](CC)CC,5.9337786637981385,5.6028555347564994,0.15392648178614898
CC[P+](CC)(CC)CC,6.455837759536508,6.4490365980214825,0.35708767816100817
CC[n+]1ccn(C)c1C,7.4059316641475155,4.834666941236557,1.1071283684851707
CCc1n(C)cc(C)[n+]1C,7.096362368098598,5.828614931884773,-0.34009343136227876
CCc1n(C)cc[n+]1C,6.294718913080692,6.2747727138768825,1.7276863880559912
CCc1n(CC)c(C)c[n+]1CC,7.6225568489921605,6.81472416243091,-1.0828110269201598
CCn1cc[n+](C)c1,7.321185233004007,4.0782952121677045,
CCn1cc[n+](C)c1C(C)C,6.632004504238233,6.1751203147435945,2.2056983018429186
CN(C)C(=N)N(C)C,6.240938118199383,4.060899742777224,4.0427344398281
CN(C)CC(C)(C)CN(C)C,8.20445842317421,5.056440206194643,1.6871198606413547
CN(C)CCCCN(C)C,7.946325020782837,4.5138696111674745,-0.46046579778297314
CN(C)CCCN(C)C,8.331303234335625,4.031999701770388,0.08596325714936803
CN(C)CCN(C)C,7.741494601703716,4.213945070112532,-0.40056549587327694
CN(C)Cc1ccccc1,8.200212938509395,3.837826623428577,-0.7745928932287942
CN(C)P(=NC(C)(C)C)(N(C)C)N(C)C,7.997520452599367,6.901788557170031,-1.8215213259959597
CN(C)[P+](C)(N(C)C)N(C)C,6.106110657542358,5.935688004408128,2.7821725625171876
CN(C)c1cccc2cccc(N(C)C)c12,7.031276024109566,6.9918430996255685,3.795896746394739
CN(C)c1ccccn1,6.94382949349183,4.397562478043488,-0.1085444794627346
CN(C)c1ccncc1,6.0544691724205375,4.3227590841897365,-1.1754683883814891
CN1C(C)(C)CCCC1(C)C,6.648585308558879,5.896800647498198,1.5629295032683181
CN1CCCCC1,5.800371911093679,4.2816920342538385,-0.25045706534282175
CN1CCN(C)CC1,6.665329520466052,4.194841346077534,-0.014419663451977982
CN1CCN(C)CCN(C)CC1,7.765536903549345,6.818184655863168,1.2328079097048743
CN1CCNCC1,5.721621953004208,4.196396162284753,-0.3288893487728419
CN1C[C@@H]2C[C@@H](C1)C[N+](C)(C)C2,7.8386520377530715,4.7542873486418475,-3.9611690235779786
CN1C[C@@H]2C[C@H](C1)C[N+](C)(C)C2,7.265969150925107,5.0325151978013976,0.7457547254887515
CN1C[C@H]2C[C@H](C1)C[N+](C)(C)C2,7.8515297004117155,4.749360866383848,-2.06140648187891
CN1[C@H]2CC[C@@H]1CC(O)C2,6.066269404949168,4.24892829201588,0.04368655431260038
C[C@@H](O)[C@@H](C)[N+]12CCN(CC1)CC2,7.5082809364033976,5.092730014161287,-4.737289219053535
C[C@@H]([C@@H](C)O)[N+]12CCN(CC1)CC2,7.457355779491607,4.8536592463514605,-3.1872497921645593
C[C@@H]1CCCCN1,5.8607857883667975,4.272426696628028,0.12677001289934964
C[C@@H]1CCCC[C@@H]1N,5.961721014534807,4.917200553465372,4.271081258505911
C[C@@H]1CCCC[C@H]1N,5.9481699507837575,5.309939422084968,-2.829811885707686
C[C@@H]1CCCC[N+]1(C)C,5.7112189938389095,5.215126731810548,1.2452574301117512
C[C@@H]1CCCC[N@+]12CCC[C@H]2C,7.322227877495989,5.70854598114527,3.437224518032865
C[C@@H]1CCCC[N@@+]12CCC[C@H]2C,7.105241667776773,5.418846133239469,2.5859658266986187
C[C@@H]1CCC[C@@H](C)[N+]1(C)C,5.815951528445172,5.4813241158694295,0.5288538124235398
C[C@@H]1CCC[C@@H](C)[N+]12CCCC2,6.9222917875000824,5.649759100762979,1.4643729826925629
C[C@@H]1CCC[C@@H](C)[N+]12CCCCC2,7.359417251192276,6.03187170078688,0.8072411387853098
C[C@@H]1CCC[C@@H](C)[N+]12CCC[C@H]2C,7.140294865493155,5.965241359382019,-1.4978105451365131
C[C@@H]1CCC[C@@H]([N+]2(C)CCCC2)C1,8.209978816827569,5.076901949567653,1.8887397174960974
C[C@@H]1CCC[N+](C)(C)C1,6.724134635342658,5.0255366384515945,0.33529642937120663
C[C@@H]1CCC[N+]12CCCCCC2,7.637557282840468,4.963856883558687,-0.9030583541389028
C[C@@H]1CCC[N@+]12CCCC(C)(C)C2,7.954777741090617,5.116532531394318,-2.697546993867821
C[C@@H]1CCC[N@+]12CCC[C@@H]1CCCC[C@@H]12,8.245683539345302,5.602498389269829,-0.06963608570312374
C[C@@H]1CCC[N@+]12CCC[C@@H]1CCCC[C@H]12,8.291944607409143,6.251775714308064,-1.3571197581715655
