SMILES,Axis 1 (Angstrom),Axis 2 (Angstrom),diff
C[C@@H]1CCC[N@+]12CCC[C@H]1CCCC[C@@H]12,8.016009366715892,6.481692100639353,-1.4964508593245966
C[C@@H]1CCC[N@+]12CCC[C@H]1CCCC[C@H]12,8.216564006849598,6.087836063719587,-3.3234706288574163
C[C@@H]1CCC[N@@+]12CCCC(C)(C)C2,7.77755286326696,4.856909442655836,3.914497816625799
C[C@@H]1CCC[N@@+]12CCC[C@@H]1CCCC[C@@H]12,8.443566825221799,5.7456016307142725,-3.2256688311631336
C[C@@H]1CCC[N@@+]12CCC[C@@H]1CCCC[C@H]12,8.073480345338865,6.808490497923343,0.10240089758185711
C[C@@H]1CCC[N@@+]12CCC[C@H]1CCCC[C@@H]12,7.802271095321653,6.87502192458002,-2.285300107907908
C[C@@H]1CCC[N@@+]12CCC[C@H]1CCCC[C@H]12,8.446464397425054,6.0355132182498785,3.201900645153968
C[C@@H]1CC[N+](C)(C)[C@@H]2C[C@H]1C2(C)C,6.753430956787874,6.092874841105754,3.899062846235436
C[C@@H]1CC[N+](C)(C)[C@H]2C[C@@H]1C2(C)C,7.2427562398655665,6.370511376809177,3.5766203715534335
C[C@@H]1CC[N+](C)(C)[C@H]2C[C@H]1C2(C)C,6.736639823445122,6.050134453503147,4.86132038235584
C[C@@H]1CNCCN1,5.842319015474732,4.25779622712577,0.472778570355711
C[C@@H]1CNC[C@H](C)C1,6.8374007944362525,4.861528730297144,-0.02000442114442791
C[C@@H]1COC2(CC[N+](C)(C)CC2)O1,8.461357256047762,4.253173599995908,-3.56237841529221
C[C@@H]1C[C@@H](C)C[N+](C)(C)C1,6.708707676438963,5.588557070589681,1.2479000825088047
C[C@@H]1C[C@@H](C)C[N+]2(CCCC2)C1,7.621157684930488,5.9379920933382415,-0.8957788318733027
C[C@@H]1C[C@@H](C)C[N+]2(CCCCC2)C1,8.37821899932877,5.551018126801443,-0.9204281231270866
C[C@@H]1C[C@@H](C)C[N+]2(CCC[C@H]2C)C1,7.345506627785545,6.112857276464488,3.6445310786967404
C[C@@H]1C[C@@H]2CC[C@@]1(C)CC[N+]2(C)C,7.116311132313872,5.09397903469856,-5.07501253553426
C[C@@H]1C[C@@H]2C[N+](C)(C)C[C@@]1(C)CC2(C)C,7.445711681705572,6.595528964324613,3.096814695239077
C[C@@H]1C[C@H]2CC[C@]1(C)CC[N+]2(C)C,6.983877101731312,5.261467005789067,2.8024250246274427
C[C@@H]1C[C@H]2C[N+](C)(C)C[C@]1(C)CC2(C)C,6.959998635296407,6.625653057178012,1.928982590278876
C[C@@H]1C[N+]2(C)CCN1CC2,6.58861119804822,4.581539105768295,1.1335868666172413
C[C@@H]1C[N@+]2(C)CCN1C[C@H]2C,7.01012632030252,5.3371092857969655,-0.10181160681486645
C[C@@H]1C[N@@+]2(C)CCN1C[C@H]2C,6.593288691575912,5.459729147370527,1.9578294684989093
C[C@@H]1C[NH2+]C[C@@H](C)C1,6.199534557149647,4.897448531802699,0.7943123945755843
C[C@@H]1C[NH2+]C[C@H](C)C1,6.850313114092574,4.805820294529113,2.376135806504612
C[C@@H]1[C@@H](C)[C@]2(C)CC[C@H]1[N+](C)(C)CC2,6.807240341835527,6.023859864905555,2.995803675332491
C[C@@H]1[C@@H]2CC[C@@](C)(CC[N+]2(C)C)[C@@H]1C,7.248294274386581,6.415935771576756,0.5924030817733179
C[C@H](O)[C@@H](C)[N+]12CCN(CC1)CC2,7.465091290975251,4.83008529980216,-6.2289383727279635
C[C@H](O)[C@H](C)[N+]12CCN(CC1)CC2,7.53051486203068,5.114274058236287,2.521401893645935
C[C@H]1CCCCN1,5.86077160580971,4.272524639663562,3.174082414307353
C[C@H]1CCCC[C@@H]1N,5.948183249082772,5.309944437064091,0.7461955829777391
C[C@H]1CCCC[C@H]1N,5.953338470688058,4.959125947540242,0.18059635646405248
C[C@H]1CCCC[N+]1(C)C,5.7112090710591525,5.21516315507915,0.6235298745053175
C[C@H]1CCCC[N@+]12CCC[C@@H]2C,7.105242375646284,5.418818432083149,-3.038649520926233
C[C@H]1CCCC[N@+]12CCC[C@H]2C,7.261547703214459,4.975170213701562,-0.8475658364762566
C[C@H]1CCCC[N@@+]12CCC[C@@H]2C,7.322309007396378,5.708472206239767,1.900483461218185
C[C@H]1CCCC[N@@+]12CCC[C@H]2C,6.620183107777767,5.22700147977905,-0.9347835836417779
C[C@H]1CCC[C@@H](C)[N+]1(C)C,6.867836439575509,5.892137149429848,1.084813720358662
C[C@H]1CCC[C@@H](C)[N+]12CCCC2,7.208943271228112,6.862740328563548,0.8849244616513392
C[C@H]1CCC[C@@H](C)[N+]12CCCCC2,7.3388494759090594,5.343796982310656,0.06645489113511971
C[C@H]1CCC[C@@H](C)[N+]12CCC[C@@H]2C,7.259411862520006,6.7070953779601155,0.17940023336360333
C[C@H]1CCC[C@@H](C)[N+]12CCC[C@H]2C,7.2577582378012755,6.704809368085966,0.34198568931631357
C[C@H]1CCC[C@@H](C)[N@+]12CCC[C@@H]2C,6.968908651886423,5.149535114964747,4.142559159375319
C[C@H]1CCC[C@@H](C)[N@@+]12CCC[C@@H]2C,7.257749894009343,6.704827647774472,-0.6822345491418869
C[C@H]1CCC[C@@H](C)[N@@+]12CCC[C@H]2C,7.2334585729357235,6.662307266060058,-0.6132149242026497
C[C@H]1CCC[C@@H](C)[NH2+]1,6.776848602800357,4.978346671070413,0.324538859382443
C[C@H]1CCC[C@@H]([N+]2(C)CCCC2)C1,8.025522574635714,5.441697713859004,-4.259671735897754
C[C@H]1CCC[C@H](C)[N+]1(C)C,5.815965449289784,5.481337280080936,1.2165445458741662
C[C@H]1CCC[C@H](C)[N+]12CCCC2,6.920291540337598,5.522649701271436,-0.8065329968701995
C[C@H]1CCC[C@H](C)[N+]12CCCCC2,7.382148400368629,6.090954150057351,2.3634391027791715
C[C@H]1CCC[C@H](C)[N+]12CCC[C@@H]2C,7.155711450207889,5.947070187848403,0.7234901023183351
C[C@H]1CCC[C@H](C)[N+]12CCC[C@H]2C,7.186195560389818,5.738223734414109,3.4699865425580025
C[C@H]1CCC[C@H]([N+]2(C)CCCC2)C1,8.44061568222485,5.39690012016646,6.276110438974915
C[C@H]1CCC[N+](C)(C)C1,6.724222240315485,5.025549407672264,0.8327108835419583
C[C@H]1CCC[N+]12CCCCCC2,7.636802388347138,4.9382029471203674,-2.9882006793451286
C[C@H]1CCC[N+]12C[C@H](C)C[C@@H](C)C2,7.679479778701482,5.0269716239574365,-2.450138361978569
C[C@H]1CCC[N+]12[C@H](C)CCC[C@H]2C,7.177596468763161,5.0526750667160085,3.2993008763238514
C[C@H]1CCC[N@+]12CCCC(C)(C)C2,7.787411145462147,4.854921631102294,-3.607257856427003
C[C@H]1CCC[N@+]12CCCC[C@H]2C,6.685339113719449,4.737644736759128,-0.6064382847434207
C[C@H]1CCC[N@+]12CCC[C@@H]1CCCC[C@@H]12,8.443217221871054,6.051484646656778,-3.456467422121521
C[C@H]1CCC[N@+]12CCC[C@@H]1CCCC[C@H]12,7.802270630614113,6.874967060149549,-1.1832469809433803
C[C@H]1CCC[N@+]12CCC[C@H]1CCCC[C@@H]12,8.073559641099628,6.808510595419882,1.391165050798426
C[C@H]1CCC[N@+]12CCC[C@H]1CCCC[C@H]12,8.443512094033844,5.745560870855103,0.5981405140773859
C[C@H]1CCC[N@@+]12CCCC(C)(C)C2,7.952012590776036,5.128851720091324,-0.2826629123253177
C[C@H]1CCC[N@@+]12CCCC[C@H]2C,7.271084993041531,5.247974296536972,-1.278915213588764
C[C@H]1CCC[N@@+]12CCC[C@@H]1CCCC[C@@H]12,8.21657714002287,6.087818559406383,1.4624332191211638
C[C@H]1CCC[N@@+]12CCC[C@@H]1CCCC[C@H]12,8.024242983113082,6.470091240089988,-2.3904622678216363
C[C@H]1CCC[N@@+]12CCC[C@H]1CCCC[C@@H]12,8.051929099153938,6.603203841188109,-1.710258071242091
C[C@H]1CCC[N@@+]12CCC[C@H]1CCCC[C@H]12,8.245757433235596,5.602515584291087,2.198662431801413
C[C@H]1CC[N+](C)(C)[C@@H]2C[C@@H]1C2(C)C,6.753373392516103,6.092938274132157,1.2758643747026817
C[C@H]1CC[N+](C)(C)[C@@H]2C[C@H]1C2(C)C,7.24276958915954,6.370571342204866,1.6532202608415112
C[C@H]1CC[N+](C)(C)[C@H]2C[C@@H]1C2(C)C,7.228014782457678,6.037229568671313,3.9016160956068067
C[C@H]1CN2CC[N@+]1(C)C[C@H]2C,6.531516986303734,5.06159704472355,-0.5004212783318547
C[C@H]1CN2CC[N@@+]1(C)C[C@H]2C,6.580892976554692,4.6898905642450135,0.8672097643593197
C[C@H]1CNCCN1,5.8418548927962135,4.257065779617991,0.1451734143355239
C[C@H]1CNC[C@H](C)C1,6.219107354202883,4.843991718639646,-0.01840909004959279
C[C@H]1COC2(CC[N+](C)(C)CC2)O1,8.463542082009901,4.31183462383926,-2.559659380043776
C[C@H]1C[C@@H](C)C[N+](C)(C)C1,6.842885070564913,5.790008348597878,0.30552482650343826
C[C@H]1C[C@@H](C)C[N+]2(CCCC2)C1,7.329497640054576,6.8290388885319535,-3.5247177039737227
C[C@H]1C[C@@H](C)C[N+]2(CCCCC2)C1,8.22586066360789,6.5628137406262335,3.847869942060184
C[C@H]1C[C@@H](C)C[N+]2(CCC[C@@H]2C)C1,7.618926514720693,6.7561892792805,-1.2313739771022867
C[C@H]1C[C@@H](C)C[N+]2(CCC[C@H]2C)C1,7.627643164906582,6.7325979573536845,0.9820527985412042
C[C@H]1C[C@@H](C)C[N@+]2(CCC[C@@H]2C)C1,7.6200568952537955,6.751877806630384,-5.184625871285693
C[C@H]1C[C@@H](C)C[N@+]2(CCC[C@H]2C)C1,7.732967516900373,6.673597771651356,-2.0204588642681447
C[C@H]1C[C@@H](C)C[N@@+]2(CCC[C@@H]2C)C1,7.306244786072518,6.79732902977687,0.8775017256953799
C[C@H]1C[C@@H](C)C[N@@+]2(CCC[C@H]2C)C1,7.220958909492163,6.801528978708358,-2.3371215000096814
C[C@H]1C[C@@H]2CC[C@@]1(C)CC[N+]2(C)C,6.965665614343287,5.337931721759771,0.35244270754615137
C[C@H]1C[C@@H]2C[N+](C)(C)C[C@@]1(C)CC2(C)C,6.959852983179015,6.625717713279357,2.9763032090534765
C[C@H]1C[C@H](C)C[N+](C)(C)C1,6.708701283010296,5.5886345209691966,
C[C@H]1C[C@H](C)C[N+]2(CCCC2)C1,7.639114761804737,5.9720861863542485,0.19852027278299822
C[C@H]1C[C@H](C)C[N+]2(CCCCC2)C1,8.382179571540476,5.616602397434101,-4.5684599034951
C[C@H]1C[C@H](C)C[N+]2(CCC[C@@H]2C)C1,7.347830981179181,6.116689322342787,-3.318008856440869
C[C@H]1C[C@H](C)C[N+]2(CCC[C@H]2C)C1,7.748741367007737,5.964562693598057,-0.18609438457811578
C[C@H]1C[C@H]2CC[C@]1(C)CC[N+]2(C)C,7.1163527215864635,5.0938951462768,-1.0822398673521167
C[C@H]1C[C@H]2C[N+](C)(C)C[C@]1(C)CC2(C)C,7.37667865003666,7.018502272462585,5.501331945520526
C[C@H]1C[N+]2(C)CCN1CC2,6.5886269582024095,4.581577824744786,-0.1458231893349229
C[C@H]1C[N@+]2(C)CCN1C[C@@H]2C,6.593286407763253,5.459660367572862,0.9544696635472398
C[C@H]1C[N@+]2(C)CCN1C[C@H]2C,6.498441187859303,4.8670511385763815,0.13990491406727656
C[C@H]1C[N@@+]2(C)CCN1C[C@@H]2C,7.010153993229302,5.337087168949383,0.3820211119696175
C[C@H]1C[N@@+]2(C)CCN1C[C@H]2C,6.558144114769893,4.972431650640077,0.35299343098829716
C[C@H]1[C@@H](C)[C@@H]2CC[C@@]1(C)CC[N+]2(C)C,7.100499073880463,6.006896501587644,-0.4702538377554344
C[C@H]1[C@@H](C)[C@H]2CC[C@]1(C)CC[N+]2(C)C,7.203159673613678,6.422312128425182,0.1282606306249594
C[C@H]1[C@@H](C)[C@]2(C)CC[C@H]1[N+](C)(C)CC2,7.100997028851905,6.015132474907796,2.2239973718310306
C[C@H]1[C@@H]2CC[C@@](C)(CC[N+]2(C)C)[C@@H]1C,7.127569534305493,5.977925749789822,0.4193977678381007
C[C@H]1[C@H](C)[C@@]2(C)CC[C@@H]1[N+](C)(C)CC2,7.042102837454952,6.08239529383356,0.6433599386435418
C[C@H]1[C@H](C)[C@]2(C)CC[C@H]1[N+](C)(C)CC2,7.100092865383616,5.914305512551526,3.704256594776629
C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,7.010108905076059,4.969247520812115,-5.355490886301061
C[N+](C)(C)C12CCC(CC1)C2,6.1772471269249865,4.14088292052787,-3.383987485336279
C[N+](C)(C)C12CCCC1CCC2,6.332569618910978,5.569804968818492,3.1120627856332472
C[N+](C)(C)C1C2CC3CC(C2)CC1C3,7.420596890982712,4.8759142881033535,-4.553711901853376
C[N+](C)(C)C1C2CCCC1CCC2,6.9038762506461415,5.130830989165978,
C[N+](C)(C)C1CCCC1,6.166006447532103,4.108015328640572,-0.4805660945096566
C[N+](C)(C)C1CCCCC1,7.238181698185092,4.339457827575644,-3.479268356239931
C[N+](C)(C)C1C[C@@H]2CC[C@H]1C2,7.2468242676448025,4.238292221847412,-2.266507334619261
C[N+](C)(C)CCO,6.037152284121766,4.0752171266888215,0.09593389558210319
C[N+](C)(C)Cc1ccccc1,8.368898203260057,4.374370974563004,-1.3628063681755371
C[N+](C)(C)[C@@H]1C[C@@H]2CC[C@H]1C2,6.771736280042028,4.377496956576255,-2.515547204881626
C[N+](C)(C)[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21,7.945351243814589,4.876191782403217,-1.27146132761656
C[N+](C)(C)[C@@H]1C[C@H]2CC[C@@H]1C2,7.231806137563836,4.0532624366974375,2.013177646809133
C[N+](C)(C)[C@@H]1C[C@H]2C[C@@H]1[C@@H]1CCC[C@@H]21,8.239996558522568,5.062769243451585,2.9277428330174846
C[N+](C)(C)[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@@H]12,7.962762098809612,5.058606564330342,-0.33535987516680166
C[N+](C)(C)[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]12,7.451837583858405,5.694051242821537,1.1830703793135022
C[N+](C)(C)[C@@H]1[C@H]2CC[C@@H]1[C@@H]1CCC[C@H]21,8.294651522364335,5.3469689649314365,-4.037882119589289
C[N+](C)(C)[C@H]1C[C@@H]2CC[C@H]1C2,7.229313547037872,4.202406888538464,-2.0606442813854446
C[N+](C)(C)[C@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@@H]21,7.958688560397839,5.092298007696292,0.983591029090082
C[N+](C)(C)[C@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21,7.438727117717887,5.790633783847548,0.5597696373322592
C[N+](C)(C)[C@H]1C[C@@H]2C[C@H]1[C@H]1CCC[C@H]21,8.225880982126167,5.023254883562647,2.4796856833895387
C[N+](C)(C)[C@H]1C[C@H]2CC[C@@H]1C2,6.7717591212354735,4.377566100595695,1.199289922729923
C[N+](C)(C)[C@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]12,7.942916965498023,4.8651860330735595,-3.5044759423529737
C[N+](C)(C)[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3,7.406635930458517,4.553097493813904,-5.582384763429021
C[N+](C)(C)[C@H]1[C@H]2CCC[C@@H]1CCC2,6.927172562837678,5.041910480554448,-3.5541454773981815
C[N+](C)(C)[C@]12CCC[C@@H]1CCC2,6.143696896150982,5.966458296219733,1.776277364677897
C[N+](C)(C)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,7.009298827143509,4.773705739626964,-8.230002783957893
C[N+](C)(C)c1ccccc1,7.139601392354448,4.3310511385495385,-1.3235408648409255
C[N+](C)(CCO)CCO,5.999437554304018,4.9074319764148395,
C[N+](CCO)(CCO)CCO,7.860645432712111,6.0664387439833884,-0.8022837500577378
C[N+]1(C)CC2CCC(CC2)C1,6.006539289135437,4.580146224674591,-1.1103967683577896
C[N+]1(C)CC2CCCC1CCC2,5.707178588146565,5.237626245272443,1.037986227295896
C[N+]1(C)CC2C[C@H]3CC1C[C@@H](C2)C3,6.6916071141985825,5.067740558689757,-1.0647339401623341
C[N+]1(C)CCC2(CC1)OCCCO2,8.361808009164818,4.3187274081714735,0.991489002129283
C[N+]1(C)CCC2(CC1)OCCO2,7.821210798418955,3.968991427286831,-2.0840087031492764
C[N+]1(C)CCCCC[C@@H]2CCCC[C@@H]21,7.7739796238916075,6.689891790130871,0.014615347733238693
C[N+]1(C)CCCCC[C@@H]2CCCC[C@H]21,7.6280877710432575,6.638278103846508,2.246723536530025
C[N+]1(C)CCCCC[C@H]2CCCC[C@@H]21,7.628731450128522,6.623126028981504,3.114384992875321
C[N+]1(C)CCCCC[C@H]2CCCC[C@H]21,7.772717194049653,6.696490498865659,-1.3174051089912382
C[N+]1(C)CCCC[C@@H]2CCCC[C@@H]21,7.1901901326140045,6.293334631809605,2.153287980794028
C[N+]1(C)CCCC[C@@H]2CCCC[C@H]21,7.5142253114220035,6.188447176075683,-0.2747525570039606
C[N+]1(C)CCCC[C@H]2CCCC[C@@H]21,7.4260806739190315,6.219978329346072,-2.4034074212354195
C[N+]1(C)CCCC[C@H]2CCCC[C@H]21,7.2774808340085935,6.220125622456554,4.217946071420471
C[N+]1(C)CCC[C@@H]2CCCC[C@@H]21,7.299254802795045,5.302011225837188,-2.3674058754287195
C[N+]1(C)CCC[C@@H]2CCCC[C@@H]2C1,7.547115235825863,5.537810258843024,-4.419420423058568
C[N+]1(C)CCC[C@@H]2CCCC[C@H]21,7.263599385643707,5.813928805091388,-3.4115255000443643
C[N+]1(C)CCC[C@@H]2CCC[C@@H]21,6.2695793963196085,5.108346544311539,-1.4179150484906433
C[N+]1(C)CCC[C@@H]2CCC[C@H]21,6.148878982542423,5.581336599049472,0.8300999774939886
C[N+]1(C)CCC[C@@H]2CC[C@@H]1C2,6.106345950607097,5.763911781904082,0.8884282789942635
C[N+]1(C)CCC[C@@H]2CC[C@H]1C2,6.025393947279099,5.362644588393059,-0.9229799922224462
C[N+]1(C)CCC[C@H]2CCCC[C@@H]21,7.260988787486794,5.785149923891421,-1.168807960124898
C[N+]1(C)CCC[C@H]2CCCC[C@H]21,7.276388490900634,5.281335006872164,-2.069638401316846
C[N+]1(C)CCC[C@H]2CCCC[C@H]2C1,7.562245424541488,5.4823390927751445,-2.6806985404015737
C[N+]1(C)CCC[C@H]2CCC[C@@H]21,6.118778179368903,5.5724328590540395,-0.6937367713573277
C[N+]1(C)CCC[C@H]2CCC[C@H]21,6.2560529619399725,5.139536155352632,1.2481232249028764
C[N+]1(C)CCC[C@H]2CC[C@@H]1C2,6.039731798731707,5.380842874063847,-0.10668958276714058
C[N+]1(C)CCC[C@H]2CC[C@H]1C2,6.105515650758942,5.339243786808972,0.5703145242032281
C[N+]1(C)CC[C@@H]2CCCC[C@@H]2CC1,8.188957389629993,4.94034875155959,2.4067125927339745
C[N+]1(C)CC[C@@H]2CCCC[C@H]2CC1,8.294695604873937,5.093913690063707,4.863741507147837
C[N+]1(C)CC[C@@H]2CCC[C@@H]2C1,7.2410491666384225,4.4964172363459385,-0.7650352923523762
C[N+]1(C)CC[C@@H]2CCC[C@H]2C1,7.605562162133089,4.849148895223914,-1.8511500032891846
C[N+]1(C)CC[C@H]2CCCC[C@@H]2CC1,8.294662921631513,5.093870802570142,1.2014041907156567
C[N+]1(C)CC[C@H]2CCC[C@@H]2C1,7.610598536879176,5.120099663634694,-1.9500221581548338
C[N+]1(C)CC[C@H]2CCC[C@H]2C1,7.27190841999877,4.495285234889794,-3.006911393212718
C[N+]1(C)C[C@@H]2CCCCCC[C@H]2C1,8.232351203851156,5.3656842569056735,5.963584510645454
C[N+]1(C)C[C@@H]2CCC[C@H]1[C@@H]1CC[C@H]2C1,6.436265228237888,6.064858590586742,2.3103980357793095
C[N+]1(C)C[C@@H]2CCC[C@H]1[C@H]1CC[C@@H]2C1,7.019062599018664,5.850553128594448,1.3747828023177568
C[N+]1(C)C[C@@H]2CC[C@H]1[C@@H]1CC[C@H]2C1,6.498768333144202,5.440847860212684,3.9066614936832487
C[N+]1(C)C[C@@H]2CC[C@H]1[C@@H]1CC[C@H]2O1,6.417936210144212,5.7215802225325225,-0.20169623436270712
C[N+]1(C)C[C@@H]2CC[C@H]1[C@H]1CC[C@@H]2C1,7.163929945272706,5.075956228883873,-2.0425084859929843
C[N+]1(C)C[C@@H]2CC[C@H]1[C@H]1CC[C@@H]2O1,7.056040833115293,5.0576469715097145,-0.8964267977730618
C[N+]1(C)C[C@@H]2C[C@H](C1)C[N+]2(C)C,7.526009599244111,4.617669234708981,0.5068722530486127
C[N+]1(C)C[C@@H]2C[C@H](C1)[N+](C)(C)C2,7.525613284397548,4.589891598723881,-0.7644541492343055
C[N+]1(C)C[C@@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1,6.890477450143623,4.213041774757274,0.41817542619316406
C[N+]1(C)C[C@@H]2[C@@H]3C=C[C@@H](CC3)[C@H]2C1,7.171115759897412,4.7686190840635945,-3.228096910938344
C[N+]1(C)C[C@H]2CCCCCC[C@@H]2C1,8.058168251774696,5.391129588829418,7.0271544157752315
C[N+]1(C)C[C@H]2CCCCCC[C@H]2C1,8.138974066247503,5.278029943146182,3.670604955538102
C[N+]1(C)C[C@H]2CCC[C@@H]1CCC2,5.713188842321411,5.2814023085219866,-0.1960661017703096
C[N+]1(C)C[C@H]2CCC[C@@H]1[C@@H]1CC[C@H]2C1,7.014540022744923,5.85954345088137,0.024552980147481307
C[N+]1(C)C[C@H]2CCC[C@@H]1[C@H]1CC[C@@H]2C1,6.6492368456245625,5.960636213664883,1.120071753001481
C[N+]1(C)C[C@H]2CC[C@@H]1[C@@H]1CC[C@H]2C1,7.158826801679583,5.0706764775966136,-1.645812687820948
C[N+]1(C)C[C@H]2CC[C@@H]1[C@@H]1CC[C@H]2O1,7.040913664894544,5.026363996212576,-1.6624223937334026
C[N+]1(C)C[C@H]2CC[C@@H]1[C@H]1CC[C@@H]2C1,6.503889196022514,5.437733276659615,1.1189932280800932
C[N+]1(C)C[C@H]2CC[C@@H]1[C@H]1CC[C@@H]2O1,6.419956923315281,5.738967769891066,1.7191904070695276
C[N+]1(C)C[C@H]2CC[C@H](C2)C1,5.8715640210652165,4.4221827752653455,-0.19936912915078686
C[N+]1(C)C[C@H]2CC[C@H](CC2)C1,6.0066179306392575,4.580029732843784,-1.0928458816908755
C[N+]1(C)C[C@H]2[C@@H]3C=C[C@@H](C3)[C@@H]2C1,6.8905429104200575,4.213093831799308,1.3359940637504817
C[N+]1(C)C[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1,7.060482738309691,4.19851690050279,-3.6400886870429865
C[N+]1(C)C[C@H]2[C@@H]3C=C[C@@H](CC3)[C@@H]2C1,7.1849625509376125,4.772816636646095,-5.108051070893781
C[N+]1(C)C[C@H]2[C@@H]3C=C[C@@H](CC3)[C@H]2C1,6.935737968111716,4.258446464275998,0.012473815945392985
C[N+]1(C)C[C@H]2[C@H]3C=C[C@H](C3)[C@H]2C1,7.015491923936957,4.258509418094528,0.9894237071417322
C[N+]1(C)C[C@H]2[C@H]3C=C[C@H](CC3)[C@H]2C1,7.3652039283813,4.7087594659622125,-2.612322418916209
C[N+]1(C)C[C@]23CCCC[C@@]2(C1)[C@@H]1C=C[C@H]3C1,6.474891227914351,6.240891183851381,-1.7851508779645204
C[N+]1(C)C[C@]23CCCC[C@@]2(C1)[C@H]1C=C[C@@H]3C1,7.280309594880707,6.3143969350509135,-1.6675705888734456
C[N+]1(C)Cc2cccc3cccc(c23)C1,7.998613709941024,6.785807462158521,4.064727932560545
C[N+]1(C2CCCCC2)CCCC1,8.226594539318826,4.302230942536664,0.45883274360977744
C[N+]12CCC(CC1)CC2,5.554159326531766,4.043522922894612,0.17862447802329307
C[N+]12CCCc3cccc(c31)CCC2,7.010247378586903,6.764008273161358,3.1232810864059726
C[N@+]12CCCC[C@H]1[C@@H]1C[C@H](C2)[C@@H]2CCCCN2C1,8.025708054969407,5.950711509363861,-3.7724911441620756
C[N@@+]12CCCC[C@@H]1[C@H]1C[C@@H](C2)[C@H]2CCCCN2C1,8.025653575777191,5.9507323897850055,-5.993838667399531
Cc1c(C)[n+](C)c(C)n1C,6.243776218452598,6.078777367025444,2.123137947776648
Cc1cc(C)[n+](C)n1C,6.1898192216659425,5.162387892915131,-0.24679593003242317
Cc1cc[n+](C)n1C,6.518037504786823,4.9992707509013465,1.1569617677584123
Cc1cccc(C)[n+]1C,6.6429911277058125,5.716117437504533,-1.551065983747197
Cc1cn(C)[n+](C)c1,5.860298292765311,5.291562500666291,-0.46621151174336184
Cc1cn(C)c(C)[n+]1C,6.076579163081093,5.134707339585714,-0.4533215559706676
Cc1cn(C)c[n+]1C,5.788531037695522,5.187865077445032,-0.5275123918179663
Cc1n(C)cc[n+]1C,6.286747466929067,4.744668622731406,
Cn1cc[n+](C)c1,5.9466942766083095,3.9780268648779202,0.40533073141410725
NC12CC3CC(CC(C3)C1)C2,5.695166080971428,4.961259430711749,0.8321673629967634
NC1CCC(N)CC1,6.652462696575812,4.31792161578204,0.29290925754813735
NC1CCCCC1,5.8063347228406474,4.3150122856954045,-0.26025463324023335
NCC1CCNCC1,7.110801767096348,4.584691664804528,0.2528118765812497
NCCCCCCC[NH3+],6.837609203400732,5.111554431072069,-1.0337686732295648
NCCCc1ccccc1,7.588502610512467,4.1713443679240685,1.4758472174660255
NCCN1CCNCC1,7.181262334873448,4.185986641533758,0.2554597619665664
NCCN1CCOCC1,7.583320197655553,4.502076254488147,
NC[C@@H]1CCCO1,6.393818900785918,3.9416656344472414,2.98924182290701
N[C@@H]1C[C@H]2CC[C@@H]1C2,5.553970275697284,3.908079629580813,4.115781743772459
N[C@H]1CCCC[C@H]1N,5.8554069976328575,4.580974707677717,0.17232260662145116
N[C@H]1CC[C@@H](N)CC1,5.826440973652092,4.484076360832037,4.22488457839782
N[C@H]1CC[C@H](N)CC1,6.652462452594903,4.318030497414272,4.679892932202671
N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,5.6896722007879985,4.947466392351429,0.4454173113859259
OCCN(CCO)CCO,6.1593915184356245,5.721829237925053,
OC[C@H](O)[C@@H](O)[C@H](O)CO,7.157167742422067,3.840348360439071,
O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,6.413563763520727,5.455873820031494,0.36366318593888103
[NH3+]C12CC3CC(CC(C3)C1)C2,5.5148511860475065,4.554654596965499,0.4068402441808061
[NH3+][C@H]1CCCC[C@H]1[NH3+],5.919726398477647,5.023452676157689,0.313653566956825
c1cc(-c2ccncc2)ccn1,7.108146684918285,3.856290052630688,-2.5356869935841146
c1cc(N2CCCC2)ccn1,7.231220338125688,4.297691736338612,-4.478939855884267
c1ccc(CC[NH+]2CCCC2)cc1,8.398405714459166,4.839317736908382,1.7360576349701464
