crystal_id,Axis 1 (Angstrom),Axis 2 (Angstrom),Binding (SiO2)
138955348,8.423292385451955,6.261781398291656,-2.3482574197436907
138960852,8.314858967766124,7.017388909244571,-2.7130218448554064
138948020,8.244334699282021,6.4991256195668425,-2.564670525833078
139037078,8.294695604873937,5.093913690063707,-2.9545998222044494
139052305,8.144317330725396,6.441666981601622,-4.1806151455715135
138689953,8.48852413006943,6.052625878796376,-3.6173694103234673
139016541,8.446464397425054,6.0355132182498785,-3.766385834789785
139065152,8.241899309563877,5.933077611871307,-5.5551972450314855
138406965,8.138974066247503,5.278029943146182,-4.093476469462402
138966561,8.44061568222485,5.39690012016646,-5.601288709242714
138564604,8.21657714002287,6.087818559406383,-5.965109856384474
139034960,8.232351203851156,5.3656842569056735,-4.222776066029256
138571331,7.998613709941024,6.785807462158521,-5.254963164021832
138906924,8.192377105798835,5.708002186764573,-4.187727614233289
139075264,8.192368410655796,5.708062792377127,-5.977398601433419
139067400,8.058168251774696,5.391129588829418,-4.499086505764807
139049792,8.036942962549652,6.14988212290042,-5.70898393031552
137363093,6.393818900785918,3.9416656344472414,-6.648023836359588
140155037,6.863079430746027,6.0537999905001225,-5.041039486287635
139120746,7.974406779141026,6.249918191624117,-6.967652671924058
138962334,8.036511995540288,7.184008153901218,-4.488681395294812
138750009,8.161370924166878,5.9921284681452125,-6.735151095039692
139065937,8.240928025423003,6.2250593323903525,-6.790103717056775
138691291,8.22586066360789,6.5628137406262335,-5.998974888979889
139064593,8.4118262097525,6.426773520188236,-6.766521231778724
138954427,8.243696431601268,6.2682441968881415,-6.440968090614388
137366694,5.86077160580971,4.272524639663562,-6.971430742077013
138612364,8.240126870403655,6.617634248508687,-7.386286644580798
139148582,8.159824452612957,6.2216606635023535,-7.257486841950159
137370759,6.240938118199383,4.060899742777224,-6.975516278769803
137351139,6.938274082786246,4.245348466791992,-7.1322591133230695
137360537,5.553970275697284,3.908079629580813,-7.421755397133268
137350692,5.9466942766083095,3.9780268648779202,-8.559537364879798
138826957,8.294662921631513,5.093870802570142,-7.35197349129616
139192668,7.2774808340085935,6.220125622456554,-8.186683718092063
139114911,8.240991554965996,6.224969214454916,-8.583143060236576
137341611,8.064675577457903,5.985657585473392,-8.896637386219977
144830015,7.685997954382097,5.798363834905926,-8.704815519385992
139073385,8.209978816827569,5.076901949567653,-7.707775046998208
138835578,7.628731450128522,6.623126028981504,-8.218783364223473
138946790,8.245683539345302,5.602498389269829,-7.5852899134744955
138608394,8.291944607409143,6.251775714308064,-8.184847254112011
139629086,6.652462452594903,4.318030497414272,-8.163305754882161
138950333,8.342541965602427,6.3534131125553,-7.549910275831832
139586772,5.826440973652092,4.484076360832037,-8.228597475332307
138979016,8.245757433235596,5.602515584291087,-7.88782693816488
139169463,8.443217221871054,6.051484646656778,-8.842420250324563
142725961,8.186892826297258,5.672469402310593,-9.02391899240554
139187046,8.239996558522568,5.062769243451585,-9.131227870192813
139609395,6.155487147352433,4.9074751396863086,-8.141720247627719
137361773,5.961721014534807,4.917200553465372,-8.069313190757805
138568080,8.151827673762604,6.125434848904048,-8.932703088061407
139168880,7.010247378586903,6.764008273161358,-8.713977738178832
139138333,7.157391116685679,5.9206917120894005,-9.248707533139918
137341031,8.064693411364349,5.985630396307231,-9.399808120833262
139085975,7.6280877710432575,6.638278103846508,-9.111512328764196
139098295,6.959852983179015,6.625717713279357,-8.732534705375738
139171153,8.343670357334943,6.352346925026888,-9.096190567811147
139074275,7.958688560397839,5.092298007696292,-9.866714876281105
138269710,8.025708054969407,5.950711509363861,-9.028615602765532
141665605,8.158963041330244,5.490638609293057,-9.692767209026892
139188888,8.488490198144072,6.05263873689106,-9.169151852416203
138833255,6.959998635296407,6.625653057178012,-8.881682885901158
139163782,7.37667865003666,7.018502272462585,-8.645519584073854
139033677,8.075328191997983,6.185241714915778,-8.132401186593647
138932836,8.226594539318826,4.302230942536664,-10.448365667956509
139149422,8.025653575777191,5.9507323897850055,-9.174551679919952
139170470,8.016009366715892,6.481692100639353,-9.57686178441252
138616859,8.361808009164818,4.3187274081714735,-8.418747171238014
137353584,7.157167742422067,3.840348360439071,-8.664427141386561
139004072,8.443512094033844,5.745560870855103,-8.343402618926643
137345564,5.800371911093679,4.2816920342538385,-10.067645144542894
137351360,5.8418548927962135,4.257065779617991,-10.050770827651665
138756609,8.051929099153938,6.603203841188109,-8.590273753902459
137317674,5.842319015474732,4.25779622712577,-9.921915733574693
137335474,7.031276024109566,6.9918430996255685,-8.031549802982331
138352258,6.518037504786823,4.9992707509013465,-9.588266804372607
137363558,7.345506627785545,6.112857276464488,-9.717927818851747
137331295,5.721621953004208,4.196396162284753,-9.978520264603773
137359026,5.8607857883667975,4.272426696628028,-10.160524053710354
137337027,6.1593915184356245,5.721829237925053,-9.070528100336393
139093794,8.225880982126167,5.023254883562647,-10.417468818493255
138883114,7.7739796238916075,6.689891790130871,-9.897420470407102
137337292,7.846641221294807,5.986043134535026,-10.408905961122283
137323528,5.783845849803798,4.299133325616607,-10.209571962006976
139091306,7.1901901326140045,6.293334631809605,-10.013190279549745
143161536,8.186827250495316,5.6723253198473635,-10.524790426981905
137345233,7.627643164906582,6.7325979573536845,-9.849489728060805
139153410,7.776163597015038,5.962936424314576,-9.745766244610987
137354280,6.665329520466052,4.194841346077534,-10.60540650812836
138617563,8.255295494812593,5.677521108918202,-11.020184069915995
139670995,6.850313114092574,4.805820294529113,-10.660710899526196
137324224,7.893840856015181,5.959988680185306,-10.667735620153463
139121248,8.189845051041141,5.736199931116418,-9.953038063860783
138808839,7.100092865383616,5.914305512551526,-10.148996148979963
139591563,5.860298292765311,5.291562500666291,-10.12668584939309
139087771,8.368132757431416,6.278483574032808,-10.026833008396464
139006562,8.073559641099628,6.808510595419882,-9.357697077923557
139092965,6.968908651886423,5.149535114964747,-10.388442765701626
138447895,7.802270630614113,6.874967060149549,-9.238057296364657
139154447,7.8043466032058815,6.6056451272593675,-9.96338691803137
139044723,8.188957389629993,4.94034875155959,-9.646691370076518
137326940,6.583340048184523,4.2098827811492745,-11.031695572142718
137318188,5.788531037695522,5.187865077445032,-10.080650855893094
137494485,7.208486841814881,6.298766939033941,-11.110581028340327
139159518,7.802271095321653,6.87502192458002,-10.287317739013943
138818960,5.99190814358495,5.931584196265278,-10.42716100968496
138883121,6.5363781411637545,5.9498098115439335,-10.404183192521137
143795340,5.9337786637981385,5.6028555347564994,-11.288724305951845
150474341,8.398405714459166,4.839317736908382,-12.638253081897911
139174209,7.53051486203068,5.114274058236287,-11.06685865385422
138570249,7.177596468763161,5.0526750667160085,-10.70184773556196
138236657,7.4059316641475155,4.834666941236557,-10.972931431729867
146434279,7.77755286326696,4.856909442655836,-10.100885595526966
137370839,6.046087192684113,5.8276666229556575,-11.107326096209679
139098511,7.379777109233898,6.778469592073059,-10.307459959950483
137445124,5.8063347228406474,4.3150122856954045,-11.47149349162803
138612368,7.445711681705572,6.595528964324613,-10.587837416558461
138557371,6.243776218452598,6.078777367025444,-9.77428170247142
139144268,7.707959539562353,6.771762662289425,-10.645857628384585
139180548,6.736639823445122,6.050134453503147,-10.64364066384082
139018135,7.229784105809162,4.144994567417761,-11.005533632349515
139125773,7.248294274386581,6.415935771576756,-10.75986422198275
138269685,6.037152284121766,4.0752171266888215,-10.976191027317407
137328546,5.990529728826215,5.880426919635795,-11.226827180127053
137350726,5.924624246433253,5.6886383276321535,-11.40777217689945
138999901,6.8905429104200575,4.213093831799308,-10.367053043233966
139104531,6.935737968111716,4.258446464275998,-11.640034604207912
138888906,8.225969112896706,5.536285638533911,-11.397839576462376
139091167,7.870485267954245,6.556888094727434,-10.887400603005162
143542303,7.558777030013991,5.534244613754266,-11.616466189705115
139053967,6.890477450143623,4.213041774757274,-11.753570912295622
137368897,7.199630962058452,4.556354760529533,-11.442481938435268
139191815,7.339437550049743,5.506970158727817,-11.331224881522946
137341781,5.915868205066838,5.427171641283766,-11.265724323966866
137355603,6.94382949349183,4.397562478043488,-10.98805244962296
137371867,5.948183249082772,5.309944437064091,-11.646890743547205
137371536,8.239396445488122,6.450844548045597,-10.151209682934727
138930280,7.2607652084947825,5.462990443298235,-11.695673719247305
138889512,8.073480345338865,6.808490497923343,-11.155099915910338
